Word		Original_feature		Predicted_feature
राष्ट्र		m		m
उन्हें		any		m
कभी		UNK		m
नहीं		UNK		m
भूल		any		m
सकता		m		m
भाजपा		f		m
संसदीय		any		m
पार्टी		f		m
के		m		m
प्रवक्ता		m		m
वी.		m		m
के.		m		m
मल्होत्रा		any		m
ने		UNK		UNK
कहा		m		m
कि		UNK		m
समूचे		m		m
सदन		m		m
की		f		m
ओर		f		m
से		UNK		UNK
तीनों		any		m
शहीदों		m		m
को		UNK		m
श्रद्घांजलि		f		m
देने		any		m
में		UNK		UNK
हम		any		UNK
अध्यक्ष		m		m
के		m		m
प्रयासों		m		m
की		f		m
सराहना		f		m
करते		m		m
हैं		any		m
।		UNK		UNK
हालांकि		UNK		m
प्रधानमंत्री		m		m
भी		UNK		m
सदन		m		m
में		UNK		UNK
उपस्थित		any		m
थे		m		m
और		UNK		m
समय		m		m
का		m		m
तकाजा		m		m
था		m		m
कि		UNK		m
वह		any		UNK
भी		UNK		m
श्रद्घांजलि		f		m
देते		m		UNK
।		UNK		UNK
उन्होंने		any		m
कहा		m		m
कि		UNK		m
कांग्रेस		f		m
पार्टी		f		m
से		UNK		UNK
किसी		any		m
ने		UNK		UNK
भी		UNK		m
शहीदों		m		m
का		m		m
जिक्र		m		m
नहीं		UNK		m
किया		m		m
।		UNK		UNK
अगर		UNK		m
प्रधानमंत्री		m		m
श्रद्घांजलि		f		m
में		UNK		UNK
शामिल		any		m
नहीं		UNK		m
होते		m		UNK
हैं		any		m
तो		UNK		UNK
यह		any		UNK
साबित		any		m
होता		m		m
है		any		m
कि		UNK		m
कांग्रेस		f		m
क्रांतिकारियों		m		m
के		m		m
योगदान		m		m
की		f		m
अनसुनी		f		m
कर		f		m
रही		f		m
है		any		m
और		UNK		m
केवल		UNK		m
एक		any		m
ही		UNK		m
परिवार		m		m
के		m		m
योगदान		m		m
की		f		m
बात		f		m
कर		f		m
रही		f		m
है		any		m
।		UNK		UNK
मल्होत्रा		any		m
ने		UNK		UNK
मांग		f		m
की		f		m
कि		UNK		m
संसद		f		m
के		m		m
सेंट्रल		m		m
हाल		m		m
में		UNK		UNK
उस		any		m
जगह		f		m
पर		UNK		m
यादगार		f		m
के		m		m
तौर		m		m
पर		UNK		m
एक		any		m
पट्टिका		f		m
लगाई		f		m
जाए		any		m
जहां		UNK		m
से		UNK		UNK
भगत		m		m
सिंह		m		m
और		UNK		m
उनके		m		m
दो		any		UNK
साथी		m		m
क्रांतिकारियों		m		m
ने		UNK		UNK
बम		m		UNK
फेंका		m		m
था		m		m
और		UNK		m
जहां		UNK		m
पर		UNK		m
बम		m		UNK
गिरा		m		m
था		m		m
।		UNK		UNK
उन्होंने		any		m
संसद		f		m
में		UNK		UNK
भगत		m		m
सिंह		m		m
की		f		m
एक		any		m
तस्वीर		f		m
लगाने		any		m
की		f		m
भी		UNK		m
मांग		f		m
की		f		m
।		UNK		UNK
NULL		UNK		UNK
गौरतलब		any		m
है		any		m
कि		UNK		m
तीनों		any		m
क्रांतिकारियों		m		m
को		UNK		m
२३		any		any
मार्च		m		m
,		UNK		UNK
१९३१		any		any
में		UNK		UNK
फांसी		f		m
दे		f		UNK
दी		f		m
गई		f		m
थी		f		m
।		UNK		UNK
भारतीय		any		m
डाक		f		m
,		UNK		UNK
दांडी		m		m
मार्च		m		m
,		UNK		UNK
अलबर्ट		m		m
आइंस्टाइन		m		m
और		UNK		m
बंगाल		m		m
विभाजन		m		m
की		f		m
वर्षगांठ		f		m
मनाने		any		m
की		f		m
सरकार		f		m
की		f		m
योजना		f		m
का		m		m
उल्लेख		m		m
करते		m		m
हुए		m		UNK
मल्होत्रा		any		m
ने		UNK		UNK
कहा		m		m
कि		UNK		m
'		UNK		UNK
यह		any		UNK
बड़े		m		m
ही		UNK		m
दुख		m		m
की		f		m
बात		f		m
है		any		m
कि		UNK		m
सरकार		f		m
ने		UNK		UNK
इन		any		UNK
समारोह		m		m
योजनाओं		f		m
में		UNK		UNK
भगत		m		m
सिंह		m		m
की		f		m
शहादत		f		m
की		f		m
७५वीं		f		m
वर्षगांठ		f		m
को		UNK		m
शामिल		any		m
नहीं		UNK		m
किया		m		m
।		UNK		UNK
निगम		m		m
ने		UNK		UNK
19		any		UNK
बैचों		m		m
के		m		m
हिसाब		m		m
से		UNK		m
यात्रा		f		m
का		m		m
अनुमानित		any		m
कार्यक्रम		m		m
भी		UNK		m
भारत		m		m
सरकार		f		m
को		UNK		m
भेजा		m		m
है		any		m
।		UNK		UNK
इसमें		any		m
सुझाव		m		m
दिया		m		m
गया		m		m
है		any		m
कि		UNK		m
यदि		UNK		UNK
पहला		m		m
यात्री		m		m
दल		m		m
25		any		UNK
मई		f		m
को		UNK		m
दिल्ली		f		m
से		UNK		UNK
गंतव्य		m		m
के		UNK		m
लिए		UNK		UNK
रवाना		any		m
हो		any		UNK
जाए		m		m
तो		UNK		UNK
6		any		UNK
अक्तूबर		m		m
को		UNK		m
आखिरी		any		m
यानि		UNK		m
उन्नीसवां		m		m
दल		m		m
दिल्ली		f		m
वापस		any		m
भी		UNK		m
लौट		any		m
जाएगा		m		m
।		UNK		UNK
मालूम		any		m
हो		any		UNK
कि		UNK		m
अभी		UNK		m
तक		UNK		m
इस		any		m
यात्रा		f		m
में		UNK		UNK
16		any		UNK
बैच		m		m
ही		UNK		m
भेजे		m		m
जाते		m		m
रहे		m		UNK
हैं		any		m
।		UNK		UNK
विगत		any		m
12		any		UNK
अप्रैल		m		m
को		UNK		m
पिथौरागढ़		m		m
में		UNK		UNK
जिलाधिकारी		m		m
की		f		m
अध्यक्षता		f		m
में		UNK		UNK
संपन्न		any		m
हुई		f		m
बैठक		f		m
में		UNK		UNK
लिए		m		UNK
गए		m		m
फैसले		m		m
के		UNK		m
अनुसार		UNK		m
यात्रा		f		m
में		UNK		UNK
17वें		m		UNK
दल		m		m
को		UNK		m
शामिल		any		m
करने		any		m
का		m		m
प्रस्ताव		m		m
भारत		m		m
सरकार		f		m
को		UNK		m
भेजा		m		m
गया		m		m
है		any		m
।		UNK		UNK
इस		any		m
पर		UNK		m
भी		UNK		m
अंतिम		any		m
फैसला		m		m
नहीं		UNK		m
हो		m		UNK
पाया		m		m
है		any		m
।		UNK		UNK
इस		any		m
बीच		m		m
चीन		m		m
सरकार		f		m
की		f		m
ओर		f		m
से		UNK		UNK
तीन		any		m
बैच		m		m
बढ़ाने		any		m
का		m		m
प्रस्ताव		m		m
भी		UNK		m
निगम		m		m
के		UNK		m
पास		m		m
आ		m		m
चुका		m		m
है		any		m
।		UNK		UNK
अब		UNK		m
निगम		m		m
को		UNK		m
भारत		m		m
तिब्बत		m		m
सीमा		f		m
पुलिस		f		m
की		f		m
मंजूरी		f		m
का		m		m
इंतजार		m		m
है		any		m
।		UNK		UNK
यात्रियों		m		m
की		f		m
सुरक्षा		f		m
के		UNK		m
साथ		m		m
ही		UNK		m
संचार		m		m
और		UNK		m
चिकित्सा		f		m
का		m		m
जिम्मा		m		m
आईटीबीपी		m		m
पर		UNK		m
है		any		m
।		UNK		UNK
आईटीबीपी		m		m
मिर्गी		m		m
कैंप		m		m
के		m		m
कार्यवाहक		any		m
कमान		f		m
अधिकारी		m		m
ने		UNK		UNK
इस		any		m
संबंध		m		m
में		UNK		UNK
पूछे		m		m
जाने		m		m
पर		UNK		m
कहा		m		m
कि		UNK		m
इस		any		m
मामले		m		m
में		UNK		UNK
वे		any		UNK
कुछ		UNK		m
भी		UNK		m
नहीं		UNK		m
कह		any		m
सकते		m		m
।		UNK		UNK
आईटीबीपी		m		m
मुख्यालय		m		m
से		UNK		UNK
ही		UNK		m
इस		any		m
संबंध		m		m
में		UNK		UNK
कोई		any		m
जानकारी		f		m
हासिल		any		m
की		f		m
जा		any		m
सकती		f		m
है		any		m
।		UNK		UNK
तिलहन		m		m
के		m		m
उत्पादन		m		m
को		UNK		m
लेकर		any		m
उद्योग		m		m
जगत		m		m
और		UNK		m
कृषि		f		m
मंत्रालय		m		m
एक		any		m
बार		f		m
फिर		UNK		m
अलग		any		m
-		UNK		UNK
अलग		any		m
दावे		m		m
कर		m		m
रहे		m		UNK
हैं		any		m
।		UNK		UNK
उद्योग		m		m
जगत		m		m
का		m		m
कहना		any		m
है		any		m
कि		UNK		m
इस		any		m
साल		m		m
खरीफ		m		m
सीजन		m		m
के		UNK		m
दौरान		m		m
तिलहन		m		m
का		m		m
उत्पादन		m		m
130		any		UNK
लाख		any		m
टन		m		m
होगा		m		m
।		UNK		UNK
जबकि		UNK		m
कृषि		f		m
मंत्रालय		m		m
के		UNK		m
मुताबिक		UNK		m
इस		any		m
साल		m		m
तिलहन		m		m
का		m		m
उत्पादन		m		m
145.6		any		UNK
लाख		any		m
टन		m		m
रहने		any		UNK
का		m		m
अनुमान		m		m
है		any		m
,		UNK		UNK
जो		any		UNK
पिछले		m		m
साल		m		m
की		f		m
तुलना		f		m
में		UNK		UNK
करीब		UNK		m
2.5		any		UNK
फीसदी		f		m
कम		UNK		m
है		any		m
।		UNK		UNK
लेकिन		UNK		m
उद्योग		m		m
का		m		m
कहना		any		m
है		any		m
कि		UNK		m
इस		any		m
साल		m		m
तिलहन		m		m
का		m		m
उत्पादन		m		m
पिछले		m		m
साल		m		m
की		f		m
तुलना		f		m
में		UNK		UNK
ज्यादा		UNK		m
होगा		m		m
।		UNK		UNK
उद्योग		m		m
जगत		m		m
और		UNK		m
कृषि		f		m
मंत्रालय		m		m
ने		UNK		UNK
खरीफ		m		m
सीज़न		m		m
के		UNK		m
पहले		m		m
अग्रिम		any		m
अनुमानों		m		m
को		UNK		m
जारी		any		m
किया		m		m
है		any		m
।		UNK		UNK
तिलहन		m		m
उद्योग		m		m
और		UNK		m
ट्रेड		m		m
की		f		m
सबसे		UNK		m
बड़ी		f		m
संस्था		f		m
सेंट्रल		any		m
ऑर्गेनाइजेशन		f		m
फॉर		UNK		m
ऑयल		m		m
इंडस्ट्री		f		m
एंड		UNK		m
ट्रेड		m		m
यानि		UNK		m
कोइट		m		m
का		m		m
कहना		m		m
है		any		m
कि		UNK		m
इस		any		m
साल		m		m
तिलहन		m		m
का		m		m
उत्पादन		m		m
कम		UNK		m
रहने		any		UNK
की		f		m
उम्मीद		f		m
की		f		m
जा		any		m
रही		f		m
है		any		m
।		UNK		UNK
उद्योग		m		m
जगत		m		m
दावा		m		m
करता		m		m
है		any		m
कि		UNK		m
इस		any		m
खरीफ		m		m
सीज़न		m		m
के		UNK		m
दौरान		m		m
तिलहन		m		m
का		m		m
उत्पादन		m		m
पिछले		m		m
साल		m		m
की		f		m
तुलना		f		m
में		UNK		UNK
ज्यादा		UNK		m
होगा		m		m
।		UNK		UNK
उद्योग		m		m
के		UNK		m
मुताबिक		UNK		m
इस		any		m
साल		m		m
तिलहन		m		m
उत्पादन		m		m
करीब		UNK		m
130.4		any		UNK
लाख		any		m
टन		m		m
होगा		m		m
।		UNK		UNK
जो		any		UNK
पिछले		m		m
साल		m		m
के		m		m
उत्पादन		m		m
में		UNK		UNK
करीब		UNK		m
6.8		any		UNK
लाख		any		m
टन		m		m
ज्यादा		UNK		m
है		any		m
।		UNK		UNK
पिछले		m		m
साल		m		m
तिलहन		m		m
का		m		m
उत्पादन		m		m
123		any		UNK
लाख		any		m
टन		m		m
हुआ		m		m
था		m		m
।		UNK		UNK
उद्योग		m		m
का		m		m
अनुमान		m		m
है		any		m
कि		UNK		m
इस		any		m
साल		m		m
मूँगफली		f		m
का		m		m
उत्पादन		m		m
56.5		any		UNK
लाख		any		m
टन		m		m
NULL		UNK		UNK
और		UNK		m
सोयाबीन		f		m
का		m		m
उत्पादन		m		m
53.6		any		UNK
लाख		any		m
टन		m		m
होगा		m		m
।		UNK		UNK
जबकि		UNK		m
पिछले		m		m
साल		m		m
मूँगफली		f		m
का		m		m
उत्पादन		m		m
44.5		any		UNK
NULL		UNK		UNK
और		UNK		m
सोयाबीन		f		m
का		m		m
उत्पादन		m		m
58.5		any		UNK
लाख		any		m
टन		m		m
हुआ		m		m
था		m		m
।		UNK		UNK
कृषि		f		m
मंत्रालय		m		m
उद्योग		m		m
जगत		m		m
के		m		m
इन		any		UNK
आँकड़ों		m		m
से		UNK		UNK
इत्तेफाक		m		m
नहीं		UNK		m
रखता		m		m
है		any		m
और		UNK		m
उसके		any		m
मुताबिक		UNK		m
इस		any		m
साल		m		m
तिहलन		m		m
उत्पादन		m		m
में		UNK		UNK
करीब		UNK		m
2.5		any		UNK
फीसदी		f		m
की		f		m
कमी		f		m
आ		f		m
सकती		f		m
है		any		m
।		UNK		UNK
इस		any		m
साल		m		m
महाराष्ट्र		m		m
और		UNK		m
गुजरात		m		m
में		UNK		UNK
ज्यादा		UNK		m
बारिश		f		m
का		m		m
असर		m		m
तिलहन		m		m
उत्पादन		m		m
पर		UNK		m
पड़ा		m		m
है		any		m
।		UNK		UNK
पिछले		m		m
साल		m		m
149.4		any		UNK
लाख		any		m
टन		m		m
तिलहन		m		m
का		m		m
उत्पादन		m		m
हुआ		m		m
था		m		m
।		UNK		UNK
मंत्रालय		m		m
का		m		m
कहना		any		m
है		any		m
कि		UNK		m
इस		any		m
साल		m		m
मूँगफली		f		m
का		m		m
उत्पादन		m		m
59.4		any		UNK
लाख		any		m
टन		m		m
NULL		UNK		UNK
और		UNK		m
सोयाबीन		f		m
का		m		m
65.8		any		UNK
लाख		any		m
टन		m		m
होने		any		UNK
की		f		m
संभावना		f		m
है		any		m
।		UNK		UNK
बैजोरिया		m		m
का		m		m
कहना		any		m
है		any		m
कि		UNK		m
इन		any		UNK
आँकड़ों		m		m
में		UNK		UNK
अंतर		m		m
का		m		m
असर		m		m
तिलहन		m		m
की		f		m
कीमतों		f		m
पर		UNK		m
नहीं		UNK		m
पड़ता		m		m
है		any		m
।		UNK		UNK
उनका		m		m
कहना		any		m
है		any		m
कि		UNK		m
उनके		m		m
पास		m		m
ये		any		UNK
आँकड़ें		m		m
स्थानीय		any		m
स्तर		m		m
पर		UNK		m
आते		m		m
हैं		any		m
जो		any		UNK
पूरी		f		m
तरह		f		m
से		UNK		UNK
सही		any		m
होते		m		UNK
हैं		any		m
।		UNK		UNK
देश		m		m
के		m		m
सात		any		m
बेहतरीन		any		m
संस्थानों		m		m
को		UNK		m
उन्नत		any		m
रूप		m		m
देकर		any		m
भारतीय		any		m
प्रौद्योगिकी		m		m
संस्थानों		m		m
(		UNK		UNK
आईआईटी		m		m
)		UNK		UNK
के		UNK		m
समकक्ष		any		m
बनाने		any		m
के		UNK		m
लिए		UNK		UNK
सरकार		f		m
विशेषज्ञ		any		m
समिति		f		m
की		f		m
रिपोर्ट		f		m
का		m		m
इंतजार		m		m
कर		f		m
रही		f		m
है		any		m
।		UNK		UNK
इस		any		m
मामले		m		m
में		UNK		UNK
'		UNK		UNK
विजन		f		m
डॉक्यूमेंट		m		m
'		UNK		UNK
के		m		m
अध्ययन		m		m
के		UNK		m
लिए		UNK		UNK
विशेषज्ञ		m		m
समिति		f		m
गठित		any		m
की		f		m
गयी		f		m
थी		f		m
।		UNK		UNK
मानव		m		m
संसाधन		m		m
विकास		m		m
मंत्रालय		m		m
के		m		m
सूत्रों		m		m
के		UNK		m
मुताबिक		UNK		m
विशेषज्ञ		m		m
समिति		f		m
की		f		m
रिपोर्ट		f		m
अगले		m		m
महीने		m		m
आने		any		m
की		f		m
उम्मीद		f		m
है		any		m
और		UNK		m
रिपोर्ट		f		m
की		f		m
सिफारिशों		f		m
के		m		m
आधार		m		m
पर		UNK		m
आगे		m		m
की		f		m
योजना		f		m
बनेगी		f		m
।		UNK		UNK
प्रोफेसर		m		m
एम.		m		UNK
आनंद		m		m
कृष्णन्		any		m
की		f		m
अध्यक्षता		f		m
में		UNK		UNK
गठित		any		m
समिति		f		m
को		UNK		m
सात		any		m
संस्थानों		m		m
द्वारा		UNK		m
सौंपे		any		m
गए		m		m
विजन		m		m
डॉक्यूमेंट		m		m
के		m		m
अध्ययन		m		m
की		f		m
जिम्मेदारी		f		m
सौंपी		f		m
गई		f		m
थी		f		m
।		UNK		UNK
प्रोफेसर		m		m
ए.		m		UNK
घोष		any		m
व		UNK		UNK
प्रोफेसर		m		m
डी.		m		m
वी.		m		m
सिंह		m		m
समिति		f		m
के		m		m
सदस्य		m		m
हैं		any		m
।		UNK		UNK
समिति		f		m
को		UNK		m
सातों		any		m
संस्थानों		m		m
को		UNK		m
उन्नत		any		m
रूप		m		m
देने		any		m
के		m		m
उपायों		m		m
के		UNK		m
बारे		UNK		m
में		UNK		UNK
सुझाव		m		m
पेश		any		m
करना		m		m
है		any		m
।		UNK		UNK
१५		any		any
अगस्त		m		m
,		UNK		UNK
२००३		any		any
को		UNK		m
तत्कालीन		any		m
प्रधानमंत्री		m		m
अटल		m		m
बिहारी		m		m
वाजपेयी		any		m
ने		UNK		UNK
७		any		UNK
बेहतरीन		any		m
संस्थानों		m		m
को		UNK		m
उन्नत		any		m
रूप		m		m
देकर		any		m
आईआईटी		m		m
के		UNK		m
समकक्ष		any		m
बनाने		any		m
की		f		m
घोषणा		f		m
की		f		m
थी		f		m
।		UNK		UNK
ऐसे		m		m
