Word		Original_feature		Predicted_feature
फिसलन		sg		sg
को		UNK		sg
देखते		sg		sg
हुए		sg		sg
अधिकारियों		pl		sg
ने		UNK		sg
यात्रा		sg		sg
स्थगित		any		sg
कर		sg		sg
दी		sg		sg
थी		sg		sg
।		UNK		UNK
उधर		sg		sg
जम्मू		sg		sg
से		UNK		sg
प्राप्त		any		sg
रिपोर्ट		sg		sg
के		UNK		sg
मुताबिक		UNK		sg
बुधवार		sg		sg
को		UNK		sg
एमएएम		sg		sg
स्थित		any		sg
बेस		sg		sg
कैंप		sg		sg
से		UNK		sg
यात्रियों		pl		sg
को		UNK		sg
आगे		sg		sg
बढ़ने		sg		sg
की		sg		sg
इजाज़त		sg		sg
नहीं		UNK		sg
दी		sg		sg
गई		sg		sg
।		UNK		UNK
नुनवान		sg		sg
व		UNK		sg
बालटाल		sg		sg
बेस		sg		sg
कैंप		sg		sg
में		UNK		UNK
श्रद्धालुओं		pl		sg
की		sg		sg
भीड़		sg		sg
को		UNK		sg
देखते		sg		sg
हुए		sg		sg
नए		sg		sg
जत्थे		sg		sg
को		UNK		sg
आगे		sg		sg
बढ़ने		sg		sg
की		sg		sg
इजाज़त		sg		sg
नहीं		UNK		sg
दी		sg		sg
गई		sg		sg
।		UNK		UNK
अब		UNK		sg
तक		UNK		sg
1.25		any		UNK
लाख		any		sg
श्रद्धालुओं		pl		sg
ने		UNK		sg
अमरनाथ		sg		sg
में		UNK		UNK
पवित्र		any		sg
हिम		sg		sg
शिवलिंग		sg		sg
का		sg		sg
दर्शन		sg		sg
किया		sg		sg
है		sg		sg
।		UNK		UNK
भारत		sg		sg
ने		UNK		sg
बांग्लादेश		sg		sg
को		UNK		sg
भरोसा		sg		sg
दिलाया		sg		sg
कि		UNK		sg
वह		sg		sg
नदियों		pl		sg
को		UNK		sg
जोड़ने		sg		sg
की		sg		sg
योजना		sg		sg
पर		UNK		sg
संबंधित		any		sg
क्षेत्रीय		any		sg
देशों		pl		sg
से		UNK		sg
विचार		pl		sg
-		UNK		UNK
विमर्श		pl		sg
किए		any		sg
बगैर		UNK		sg
अमल		sg		sg
नहीं		UNK		sg
करेगा		sg		sg
।		UNK		UNK
बांग्लादेश		sg		sg
के		sg		sg
विदेश		sg		sg
मंत्री		sg		sg
एम.		sg		sg
मुर्शीद		sg		sg
खान		sg		sg
के		UNK		sg
हवाले		UNK		sg
से		UNK		sg
स्थानीय		any		sg
मीडिया		sg		sg
ने		UNK		sg
कहा		sg		sg
है		sg		sg
कि		UNK		sg
भारत		sg		sg
जल		sg		sg
बँटवारा		sg		sg
प्रबंधन		sg		sg
के		sg		sg
क्षेत्रीय		any		sg
सहयोग		sg		sg
पर		UNK		sg
सहमत		any		sg
है		sg		sg
और		UNK		sg
दोनों		pl		sg
देशों		pl		sg
से		UNK		sg
होकर		any		sg
बहने		pl		sg
वाली		pl		sg
नदियों		pl		sg
पर		UNK		sg
दिल्ली		sg		sg
की		sg		sg
नीति		sg		sg
में		UNK		UNK
बदलाव		sg		sg
आया		sg		sg
है		sg		sg
।		UNK		UNK
बैंकॉक		sg		sg
में		UNK		UNK
बिम्सटेक		sg		sg
सम्मेलन		sg		sg
के		UNK		sg
दौरान		sg		sg
बांग्लादेश		sg		sg
की		sg		sg
प्रधानमंत्री		sg		sg
बेगम		sg		sg
खालिदा		sg		sg
जिया		sg		sg
और		UNK		sg
भारत		sg		sg
के		sg		sg
प्रधानमंत्री		sg		sg
मनमोहन		sg		sg
सिंह		sg		sg
की		sg		sg
इस		sg		sg
मुद्दे		sg		sg
पर		UNK		sg
बात		sg		sg
-		UNK		UNK
चीत		sg		sg
हुई		sg		sg
थी		sg		sg
।		UNK		UNK
बात		sg		sg
-		UNK		UNK
चीत		sg		sg
में		UNK		UNK
सिंह		sg		sg
ने		UNK		sg
भरोसा		sg		sg
दिलाया		sg		sg
था		sg		sg
कि		UNK		sg
भारत		sg		sg
इस		sg		sg
मुद्दे		sg		sg
पर		UNK		sg
संबंधित		any		sg
देशों		pl		sg
से		UNK		sg
बात		sg		sg
-		UNK		UNK
चीत		sg		sg
के		UNK		sg
बाद		sg		sg
ही		UNK		sg
कोई		sg		sg
कदम		sg		sg
उठाएगा		sg		sg
।		UNK		UNK
खान		sg		sg
ने		UNK		sg
कहा		sg		sg
कि		UNK		sg
बांग्लादेश		sg		sg
हमेशा		UNK		sg
से		UNK		sg
ही		UNK		sg
यह		sg		sg
अनुरोध		sg		sg
करता		sg		sg
आ		any		UNK
रहा		sg		sg
है		sg		sg
कि		UNK		sg
जल		sg		sg
प्रबंधन		sg		sg
पर		UNK		sg
सभी		UNK		sg
देशों		pl		sg
को		UNK		sg
मिलकर		any		sg
काम		sg		sg
करना		any		sg
चाहिए		any		sg
।		UNK		UNK
खान		sg		sg
ने		UNK		sg
कहा		sg		sg
कि		UNK		sg
वह		sg		sg
समझते		sg		sg
हैं		sg		sg
कि		UNK		sg
भारत		sg		sg
ने		UNK		sg
उनके		sg		sg
प्रस्ताव		sg		sg
को		UNK		sg
मंजूर		any		sg
कर		sg		sg
लिया		sg		sg
है		sg		sg
।		UNK		UNK
खान		sg		sg
ने		UNK		sg
कहा		sg		sg
कि		UNK		sg
बंगाल		sg		sg
की		sg		sg
खाड़ी		sg		sg
में		UNK		UNK
गिरने		pl		sg
वाली		pl		sg
भारत		sg		sg
की		pl		sg
सभी		UNK		sg
नदियाँ		pl		sg
बांग्लादेश		sg		sg
से		UNK		sg
होकर		any		sg
गुजरती		pl		sg
हैं		pl		sg
।		UNK		UNK
इन्हीं		pl		sg
नदियों		pl		sg
के		UNK		sg
कारण		UNK		sg
हर		UNK		sg
साल		sg		sg
बाढ़		sg		sg
आती		sg		sg
है		sg		sg
।		UNK		UNK
इसके		sg		sg
अलावा		UNK		sg
मनमोहन		sg		sg
सिंह		sg		sg
ने		UNK		sg
वादा		sg		sg
किया		sg		sg
है		sg		sg
कि		UNK		sg
भारत		sg		sg
बांग्लादेशी		any		sg
सामानों		pl		sg
के		UNK		sg
लिए		UNK		sg
बड़ा		sg		sg
बाजार		sg		sg
उपलब्ध		any		sg
कराता		sg		sg
रहेगा		sg		sg
।		UNK		UNK
इसके		sg		sg
साथ		sg		sg
ही		UNK		sg
भारत		sg		sg
द्विपक्षीय		any		sg
मुद्दों		pl		sg
पर		UNK		sg
आपसी		any		sg
विचार		sg		sg
-		UNK		UNK
विमर्श		sg		sg
के		UNK		sg
बाद		sg		sg
ही		UNK		sg
कदम		pl		sg
उठाएगा		sg		sg
।		UNK		UNK
खान		sg		sg
ने		UNK		sg
सिंह		sg		sg
के		sg		sg
उस		sg		sg
बयान		sg		sg
का		sg		sg
स्वागत		sg		sg
किया		sg		sg
है		sg		sg
जिसमें		sg		sg
कहा		sg		sg
है		sg		sg
कि		UNK		sg
बांग्लादेशी		any		sg
घुसपैठियों		pl		sg
के		sg		sg
मामले		sg		sg
में		UNK		UNK
भारत		sg		sg
बिना		UNK		sg
किसी		sg		sg
सुबूत		sg		sg
के		sg		sg
कार्रवाई		sg		sg
नहीं		UNK		sg
करेगा		sg		sg
।		UNK		UNK
शहीद		sg		sg
-		UNK		UNK
ए		UNK		sg
-		UNK		UNK
आजम		sg		sg
भगत		sg		sg
सिंह		sg		sg
,		UNK		UNK
राजगुरु		sg		sg
और		UNK		sg
सुखदेव		sg		sg
को		UNK		sg
उनके		pl		sg
शहादत		sg		sg
दिवस		sg		sg
के		sg		sg
मौके		sg		sg
पर		UNK		sg
बुधवार		sg		sg
को		UNK		sg
लोकसभा		sg		sg
में		UNK		UNK
श्रद्घांजलि		sg		sg
नहीं		UNK		sg
देने		any		sg
के		UNK		sg
लिए		UNK		sg
भाजपा		sg		sg
ने		UNK		sg
प्रधानमंत्री		sg		sg
मनमोहन		sg		sg
सिंह		sg		sg
और		UNK		sg
कांग्रेस		sg		sg
की		sg		sg
आलोचना		sg		sg
की		sg		sg
है		sg		sg
।		UNK		UNK
सभापति		sg		sg
भैरों		sg		sg
सिंह		sg		sg
शेखावत		sg		sg
ने		UNK		sg
कहा		sg		sg
कि		UNK		sg
उनकी		pl		sg
कुर्बानी		sg		sg
पर		UNK		sg
पूरे		sg		sg
देश		sg		sg
को		UNK		sg
गर्व		sg		sg
है		sg		sg
।		UNK		UNK
'		UNK		UNK
राष्ट्र		sg		sg
उन्हें		pl		sg
कभी		UNK		sg
नहीं		UNK		sg
भूल		sg		sg
सकता		sg		sg
भाजपा		sg		sg
संसदीय		any		sg
पार्टी		sg		sg
के		sg		sg
प्रवक्ता		sg		sg
वी.		sg		sg
के.		sg		sg
मल्होत्रा		sg		sg
ने		UNK		sg
कहा		sg		sg
कि		UNK		sg
समूचे		sg		sg
सदन		sg		sg
की		sg		sg
ओर		sg		sg
से		UNK		sg
तीनों		pl		sg
शहीदों		pl		sg
को		UNK		sg
श्रद्घांजलि		sg		sg
देने		any		sg
में		UNK		UNK
हम		pl		sg
अध्यक्ष		sg		sg
के		pl		sg
प्रयासों		pl		sg
की		sg		sg
सराहना		sg		sg
करते		pl		sg
हैं		pl		sg
।		UNK		UNK
हालांकि		UNK		sg
प्रधानमंत्री		sg		sg
भी		UNK		sg
सदन		sg		sg
में		UNK		UNK
उपस्थित		any		sg
थे		sg		sg
और		UNK		sg
समय		sg		sg
का		sg		sg
तकाजा		sg		sg
था		sg		sg
कि		UNK		sg
वह		sg		sg
भी		UNK		sg
श्रद्घांजलि		sg		sg
देते		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
कहा		sg		sg
कि		UNK		sg
कांग्रेस		sg		sg
पार्टी		sg		sg
से		UNK		sg
किसी		sg		sg
ने		UNK		sg
भी		UNK		sg
शहीदों		pl		sg
का		sg		sg
जिक्र		sg		sg
नहीं		UNK		sg
किया		sg		sg
।		UNK		UNK
अगर		UNK		sg
प्रधानमंत्री		sg		sg
श्रद्घांजलि		sg		sg
में		UNK		UNK
शामिल		any		sg
नहीं		UNK		sg
होते		sg		sg
हैं		sg		sg
तो		UNK		sg
यह		sg		sg
साबित		any		sg
होता		sg		sg
है		sg		sg
कि		UNK		sg
कांग्रेस		sg		sg
क्रांतिकारियों		pl		sg
के		sg		sg
योगदान		sg		sg
की		sg		sg
अनसुनी		sg		sg
कर		sg		sg
रही		sg		sg
है		sg		sg
और		UNK		sg
केवल		UNK		sg
एक		any		sg
ही		UNK		sg
परिवार		sg		sg
के		sg		sg
योगदान		sg		sg
की		sg		sg
बात		sg		sg
कर		sg		sg
रही		sg		sg
है		sg		sg
।		UNK		UNK
मल्होत्रा		sg		sg
ने		UNK		sg
मांग		sg		sg
की		sg		sg
कि		UNK		sg
संसद		sg		sg
के		sg		sg
सेंट्रल		sg		sg
हाल		sg		sg
में		UNK		UNK
उस		sg		sg
जगह		sg		sg
पर		UNK		sg
यादगार		sg		sg
के		UNK		sg
तौर		UNK		sg
पर		UNK		sg
एक		any		sg
पट्टिका		sg		sg
लगाई		sg		sg
जाए		sg		sg
जहां		UNK		sg
से		UNK		sg
भगत		sg		sg
सिंह		sg		sg
और		UNK		sg
उनके		sg		sg
दो		any		sg
साथी		sg		sg
क्रांतिकारियों		pl		sg
ने		UNK		sg
बम		sg		sg
फेंका		sg		sg
था		sg		sg
और		UNK		sg
जहां		UNK		sg
पर		UNK		sg
बम		sg		sg
गिरा		sg		sg
था		sg		sg
।		UNK		UNK
उन्होंने		sg		sg
संसद		sg		sg
में		UNK		UNK
भगत		sg		sg
सिंह		sg		sg
की		sg		sg
एक		any		sg
तस्वीर		sg		sg
लगाने		sg		sg
की		sg		sg
भी		UNK		sg
मांग		sg		sg
की		sg		sg
।		UNK		UNK
NULL		UNK		UNK
गौरतलब		any		sg
है		sg		sg
कि		UNK		sg
तीनों		pl		sg
क्रांतिकारियों		pl		sg
को		UNK		sg
२३		sg		UNK
मार्च		sg		sg
,		UNK		UNK
१९३१		sg		UNK
में		UNK		UNK
फांसी		sg		sg
दे		sg		sg
दी		sg		sg
गई		sg		sg
थी		sg		sg
।		UNK		UNK
भारतीय		any		sg
डाक		sg		sg
,		UNK		UNK
दांडी		sg		sg
मार्च		sg		sg
,		UNK		UNK
अलबर्ट		sg		sg
आइंस्टाइन		sg		sg
और		UNK		sg
बंगाल		sg		sg
विभाजन		sg		sg
की		sg		sg
वर्षगांठ		sg		sg
मनाने		sg		sg
की		sg		sg
सरकार		sg		sg
की		sg		sg
योजना		sg		sg
का		sg		sg
उल्लेख		sg		sg
करते		sg		sg
हुए		sg		sg
मल्होत्रा		sg		sg
ने		UNK		sg
कहा		sg		sg
कि		UNK		sg
'		UNK		UNK
यह		sg		sg
बड़े		sg		sg
ही		UNK		sg
दुख		sg		sg
की		sg		sg
बात		sg		sg
है		sg		sg
कि		UNK		sg
सरकार		sg		sg
ने		UNK		sg
इन		pl		sg
समारोह		pl		sg
योजनाओं		pl		sg
में		UNK		UNK
भगत		sg		sg
सिंह		sg		sg
की		sg		sg
शहादत		sg		sg
की		sg		sg
७५वीं		sg		sg
वर्षगांठ		sg		sg
को		UNK		sg
शामिल		any		sg
नहीं		UNK		sg
किया		sg		sg
।		UNK		UNK
निगम		sg		sg
ने		UNK		sg
19		any		UNK
बैचों		pl		sg
के		sg		sg
हिसाब		sg		sg
से		UNK		sg
यात्रा		sg		sg
का		sg		sg
अनुमानित		any		sg
कार्यक्रम		sg		sg
भी		UNK		sg
भारत		sg		sg
सरकार		sg		sg
को		UNK		sg
भेजा		sg		sg
है		sg		sg
।		UNK		UNK
इसमें		sg		sg
सुझाव		sg		sg
दिया		sg		sg
गया		sg		sg
है		sg		sg
कि		UNK		sg
यदि		UNK		sg
पहला		sg		sg
यात्री		sg		sg
दल		sg		sg
25		sg		UNK
मई		sg		sg
को		UNK		sg
दिल्ली		sg		sg
से		UNK		sg
गंतव्य		sg		sg
के		UNK		sg
लिए		UNK		sg
रवाना		any		sg
हो		sg		UNK
जाए		sg		sg
तो		UNK		sg
6		sg		UNK
अक्तूबर		sg		sg
को		UNK		sg
आखिरी		any		sg
यानि		UNK		sg
उन्नीसवां		sg		sg
दल		sg		sg
दिल्ली		sg		sg
वापस		any		sg
भी		UNK		sg
लौट		sg		sg
जाएगा		sg		sg
।		UNK		UNK
मालूम		any		sg
हो		any		UNK
कि		UNK		sg
अभी		UNK		sg
तक		UNK		sg
इस		sg		sg
यात्रा		sg		sg
में		UNK		UNK
16		any		UNK
बैच		pl		sg
ही		UNK		sg
भेजे		pl		sg
जाते		pl		sg
रहे		pl		sg
हैं		pl		sg
।		UNK		UNK
विगत		any		sg
12		sg		UNK
अप्रैल		sg		sg
को		UNK		sg
पिथौरागढ़		sg		sg
में		UNK		UNK
जिलाधिकारी		sg		sg
की		sg		sg
अध्यक्षता		sg		sg
में		UNK		UNK
संपन्न		any		sg
हुई		sg		sg
बैठक		sg		sg
में		UNK		UNK
लिए		sg		sg
गए		sg		sg
फैसले		sg		sg
के		UNK		sg
अनुसार		UNK		sg
यात्रा		sg		sg
में		UNK		UNK
17वें		sg		sg
दल		sg		sg
को		UNK		sg
शामिल		any		sg
करने		sg		sg
का		sg		sg
प्रस्ताव		sg		sg
भारत		sg		sg
सरकार		sg		sg
को		UNK		sg
भेजा		sg		sg
गया		sg		sg
है		sg		sg
।		UNK		UNK
इस		sg		sg
पर		UNK		sg
भी		UNK		sg
अंतिम		any		sg
फैसला		sg		sg
नहीं		UNK		sg
हो		sg		UNK
पाया		sg		sg
है		sg		sg
।		UNK		UNK
इस		sg		sg
बीच		sg		sg
चीन		sg		sg
सरकार		sg		sg
की		sg		sg
ओर		sg		sg
से		UNK		sg
तीन		any		sg
बैच		pl		sg
बढ़ाने		sg		sg
का		sg		sg
प्रस्ताव		sg		sg
भी		UNK		sg
निगम		sg		sg
के		UNK		sg
पास		sg		sg
आ		sg		UNK
चुका		sg		sg
है		sg		sg
।		UNK		UNK
अब		UNK		sg
निगम		sg		sg
को		UNK		sg
भारत		sg		sg
तिब्बत		sg		sg
सीमा		sg		sg
पुलिस		sg		sg
की		sg		sg
मंजूरी		sg		sg
का		sg		sg
इंतजार		sg		sg
है		sg		sg
।		UNK		UNK
यात्रियों		pl		sg
की		sg		sg
सुरक्षा		sg		sg
के		UNK		sg
साथ		sg		sg
ही		UNK		sg
संचार		sg		sg
और		UNK		sg
चिकित्सा		sg		sg
का		sg		sg
जिम्मा		sg		sg
आईटीबीपी		sg		sg
पर		UNK		sg
है		sg		sg
।		UNK		UNK
आईटीबीपी		sg		sg
मिर्गी		sg		sg
कैंप		sg		sg
के		sg		sg
कार्यवाहक		any		sg
कमान		sg		sg
अधिकारी		sg		sg
ने		UNK		sg
इस		sg		sg
संबंध		sg		sg
में		UNK		UNK
पूछे		sg		sg
जाने		any		sg
पर		UNK		sg
कहा		sg		sg
कि		UNK		sg
इस		sg		sg
मामले		sg		sg
में		UNK		UNK
वे		sg		UNK
कुछ		UNK		sg
भी		UNK		sg
नहीं		UNK		sg
कह		sg		sg
सकते		sg		sg
।		UNK		UNK
आईटीबीपी		sg		sg
मुख्यालय		sg		sg
से		UNK		sg
ही		UNK		sg
इस		sg		sg
संबंध		sg		sg
में		UNK		UNK
कोई		sg		sg
जानकारी		sg		sg
हासिल		any		sg
की		sg		sg
जा		any		sg
सकती		sg		sg
है		sg		sg
।		UNK		UNK
तिलहन		sg		sg
के		sg		sg
उत्पादन		sg		sg
को		UNK		sg
लेकर		any		sg
उद्योग		sg		sg
जगत		sg		sg
और		UNK		sg
कृषि		sg		sg
मंत्रालय		sg		sg
एक		any		sg
बार		sg		sg
फिर		UNK		sg
अलग		any		sg
-		UNK		UNK
अलग		any		sg
दावे		pl		sg
कर		pl		sg
रहे		pl		sg
हैं		pl		sg
।		UNK		UNK
उद्योग		sg		sg
जगत		sg		sg
का		sg		sg
कहना		any		sg
है		sg		sg
कि		UNK		sg
इस		sg		sg
साल		sg		sg
खरीफ		sg		sg
सीजन		sg		sg
के		UNK		sg
दौरान		sg		sg
तिलहन		sg		sg
का		sg		sg
उत्पादन		sg		sg
130		any		UNK
लाख		any		sg
टन		pl		sg
होगा		sg		sg
।		UNK		UNK
जबकि		UNK		sg
कृषि		sg		sg
मंत्रालय		sg		sg
के		UNK		sg
मुताबिक		UNK		sg
इस		sg		sg
साल		sg		sg
तिलहन		sg		sg
का		sg		sg
उत्पादन		sg		sg
145.6		any		UNK
लाख		any		sg
टन		pl		sg
रहने		sg		sg
का		sg		sg
अनुमान		sg		sg
है		sg		sg
,		UNK		UNK
जो		sg		sg
पिछले		sg		sg
साल		sg		sg
की		UNK		sg
तुलना		UNK		sg
में		UNK		UNK
करीब		UNK		sg
2.5		any		UNK
फीसदी		sg		sg
कम		UNK		sg
है		sg		sg
।		UNK		UNK
लेकिन		UNK		sg
उद्योग		sg		sg
का		sg		sg
कहना		any		sg
है		sg		sg
कि		UNK		sg
इस		sg		sg
साल		sg		sg
तिलहन		sg		sg
का		sg		sg
उत्पादन		sg		sg
पिछले		sg		sg
साल		sg		sg
की		UNK		sg
तुलना		UNK		sg
में		UNK		UNK
ज्यादा		UNK		sg
होगा		sg		sg
।		UNK		UNK
उद्योग		sg		sg
जगत		sg		sg
और		UNK		sg
कृषि		sg		sg
मंत्रालय		sg		sg
ने		UNK		sg
खरीफ		sg		sg
सीज़न		sg		sg
के		UNK		sg
पहले		sg		sg
अग्रिम		any		sg
अनुमानों		pl		sg
को		UNK		sg
जारी		any		sg
किया		sg		sg
है		sg		sg
।		UNK		UNK
तिलहन		sg		sg
उद्योग		sg		sg
और		UNK		sg
ट्रेड		sg		sg
की		sg		sg
सबसे		UNK		sg
बड़ी		sg		sg
संस्था		sg		sg
सेंट्रल		any		sg
ऑर्गेनाइजेशन		sg		sg
फॉर		UNK		sg
ऑयल		sg		sg
इंडस्ट्री		sg		sg
एंड		UNK		sg
ट्रेड		sg		sg
यानि		UNK		sg
कोइट		sg		sg
का		sg		sg
कहना		sg		sg
है		sg		sg
कि		UNK		sg
इस		sg		sg
साल		sg		sg
तिलहन		sg		sg
का		sg		sg
उत्पादन		sg		sg
कम		UNK		sg
रहने		sg		sg
की		sg		sg
उम्मीद		sg		sg
की		sg		sg
जा		any		sg
रही		sg		sg
है		sg		sg
।		UNK		UNK
उद्योग		sg		sg
जगत		sg		sg
दावा		sg		sg
करता		sg		sg
है		sg		sg
कि		UNK		sg
इस		sg		sg
खरीफ		sg		sg
सीज़न		sg		sg
के		UNK		sg
दौरान		sg		sg
तिलहन		sg		sg
का		sg		sg
उत्पादन		sg		sg
पिछले		sg		sg
साल		sg		sg
की		UNK		sg
तुलना		UNK		sg
में		UNK		UNK
ज्यादा		UNK		sg
होगा		sg		sg
।		UNK		UNK
उद्योग		sg		sg
के		UNK		sg
मुताबिक		UNK		sg
इस		sg		sg
साल		sg		sg
तिलहन		sg		sg
उत्पादन		sg		sg
करीब		UNK		sg
130.4		any		UNK
लाख		any		sg
टन		pl		sg
होगा		sg		sg
।		UNK		UNK
जो		sg		sg
पिछले		sg		sg
साल		sg		sg
के		sg		sg
उत्पादन		sg		sg
में		UNK		UNK
करीब		UNK		sg
6.8		any		UNK
लाख		any		sg
टन		pl		sg
ज्यादा		UNK		sg
है		sg		sg
।		UNK		UNK
पिछले		sg		sg
साल		sg		sg
तिलहन		sg		sg
का		sg		sg
उत्पादन		sg		sg
123		any		UNK
लाख		any		sg
टन		pl		sg
हुआ		sg		sg
था		sg		sg
।		UNK		UNK
उद्योग		sg		sg
का		sg		sg
अनुमान		sg		sg
है		sg		sg
कि		UNK		sg
इस		sg		sg
साल		sg		sg
मूँगफली		sg		sg
का		sg		sg
उत्पादन		sg		sg
56.5		any		UNK
लाख		any		sg
टन		pl		sg
NULL		UNK		UNK
और		UNK		sg
सोयाबीन		sg		sg
का		sg		sg
उत्पादन		sg		sg
53.6		any		UNK
लाख		any		sg
टन		pl		sg
होगा		sg		sg
।		UNK		UNK
जबकि		UNK		sg
पिछले		sg		sg
साल		sg		sg
मूँगफली		sg		sg
का		sg		sg
उत्पादन		sg		sg
44.5		any		UNK
NULL		UNK		UNK
और		UNK		sg
सोयाबीन		sg		sg
का		sg		sg
उत्पादन		sg		sg
58.5		any		UNK
लाख		any		sg
टन		pl		sg
हुआ		sg		sg
था		sg		sg
।		UNK		UNK
कृषि		sg		sg
मंत्रालय		sg		sg
उद्योग		sg		sg
जगत		sg		sg
के		pl		sg
इन		pl		sg
आँकड़ों		pl		sg
से		UNK		sg
इत्तेफाक		sg		sg
नहीं		UNK		sg
रखता		sg		sg
है		sg		sg
और		UNK		sg
उसके		sg		sg
मुताबिक		UNK		sg
इस		sg		sg
साल		sg		sg
तिहलन		sg		sg
उत्पादन		sg		sg
में		UNK		UNK
करीब		UNK		sg
2.5		any		UNK
फीसदी		sg		sg
की		sg		sg
कमी		sg		sg
आ		sg		UNK
सकती		sg		sg
है		sg		sg
।		UNK		UNK
इस		sg		sg
साल		sg		sg
महाराष्ट्र		sg		sg
और		UNK		sg
गुजरात		sg		sg
में		UNK		UNK
ज्यादा		UNK		sg
बारिश		sg		sg
का		sg		sg
असर		sg		sg
तिलहन		sg		sg
उत्पादन		sg		sg
पर		UNK		sg
पड़ा		sg		sg
है		sg		sg
।		UNK		UNK
पिछले		sg		sg
साल		sg		sg
149.4		any		UNK
लाख		any		sg
टन		pl		sg
तिलहन		sg		sg
का		sg		sg
उत्पादन		sg		sg
हुआ		sg		sg
था		sg		sg
।		UNK		UNK
मंत्रालय		sg		sg
का		sg		sg
कहना		any		sg
है		sg		sg
कि		UNK		sg
इस		sg		sg
साल		sg		sg
मूँगफली		sg		sg
का		sg		sg
उत्पादन		sg		sg
59.4		any		UNK
लाख		any		sg
टन		pl		sg
NULL		UNK		UNK
और		UNK		sg
सोयाबीन		sg		sg
का		sg		sg
65.8		any		UNK
लाख		any		sg
