Word		Original_feature		Predicted_feature
विशेष		d		o
कार्याधिकारी		d		o
एलएन		d		UNK
सती		d		o
,		UNK		UNK
धर्माधिकारी		o		d
एवं		UNK		UNK
वेदपाठी		o		d
सहित		UNK		o
माणा		o		d
,		UNK		UNK
बामणी		o		d
,		UNK		UNK
NULL		UNK		UNK
पांडुकेश्वर		o		o
के		UNK		UNK
अलावा		UNK		UNK
अनेक		UNK		o
हक		d		UNK
हकूकधारी		o		d
समाज		o		o
के		d		UNK
प्रतिनिधि		d		o
मौजूद		UNK		o
थे		UNK		UNK
।		UNK		UNK
भारी		o		d
बारिश		o		o
के		o		UNK
कारण		o		o
दोनों		any		o
मार्गों		o		o
में		UNK		UNK
फिसलन		o		o
को		UNK		UNK
देखते		UNK		UNK
हुए		UNK		UNK
अधिकारियों		o		o
ने		UNK		UNK
यात्रा		d		o
स्थगित		UNK		o
कर		UNK		UNK
दी		UNK		UNK
थी		UNK		UNK
।		UNK		UNK
उधर		d		o
जम्मू		o		o
से		UNK		UNK
प्राप्त		o		d
रिपोर्ट		o		o
के		UNK		UNK
मुताबिक		UNK		d
बुधवार		o		d
को		UNK		UNK
एमएएम		d		UNK
स्थित		o		o
बेस		d		o
कैंप		o		d
से		UNK		UNK
यात्रियों		o		o
को		UNK		UNK
आगे		d		UNK
बढ़ने		o		o
की		d		UNK
इजाज़त		d		o
नहीं		UNK		UNK
दी		UNK		UNK
गई		UNK		UNK
।		UNK		UNK
नुनवान		d		o
व		UNK		UNK
बालटाल		d		d
बेस		d		o
कैंप		o		d
में		UNK		UNK
श्रद्धालुओं		o		o
की		o		UNK
भीड़		o		d
को		UNK		UNK
देखते		UNK		UNK
हुए		UNK		UNK
नए		o		UNK
जत्थे		o		UNK
को		UNK		UNK
आगे		d		UNK
बढ़ने		o		o
की		d		UNK
इजाज़त		d		o
नहीं		UNK		UNK
दी		UNK		UNK
गई		UNK		UNK
।		UNK		UNK
अब		o		UNK
तक		UNK		UNK
1.25		any		UNK
लाख		any		UNK
श्रद्धालुओं		o		o
ने		UNK		UNK
अमरनाथ		o		d
में		UNK		UNK
पवित्र		o		d
हिम		d		o
शिवलिंग		o		o
का		d		UNK
दर्शन		d		o
किया		UNK		o
है		UNK		UNK
।		UNK		UNK
भारत		o		d
ने		UNK		UNK
बांग्लादेश		o		o
को		UNK		UNK
भरोसा		d		d
दिलाया		UNK		o
कि		UNK		UNK
वह		d		UNK
नदियों		o		o
को		UNK		UNK
जोड़ने		o		o
की		o		UNK
योजना		o		o
पर		UNK		d
संबंधित		o		o
क्षेत्रीय		o		o
देशों		o		UNK
से		UNK		UNK
विचार		d		o
-		UNK		UNK
विमर्श		d		o
किए		o		o
बगैर		UNK		d
अमल		d		UNK
नहीं		UNK		UNK
करेगा		UNK		o
।		UNK		UNK
बांग्लादेश		o		o
के		o		UNK
विदेश		d		o
मंत्री		o		o
एम.		d		UNK
मुर्शीद		d		o
खान		o		UNK
के		o		UNK
हवाले		o		UNK
से		UNK		UNK
स्थानीय		o		o
मीडिया		o		o
ने		UNK		UNK
कहा		UNK		UNK
है		UNK		UNK
कि		UNK		UNK
भारत		d		d
जल		d		o
बँटवारा		d		d
प्रबंधन		o		o
के		o		UNK
क्षेत्रीय		o		o
सहयोग		o		o
पर		UNK		d
सहमत		UNK		o
है		UNK		UNK
और		UNK		UNK
दोनों		any		o
देशों		o		UNK
से		UNK		UNK
होकर		UNK		o
बहने		o		o
वाली		o		UNK
नदियों		o		o
पर		UNK		d
दिल्ली		o		o
की		o		UNK
नीति		o		o
में		UNK		UNK
बदलाव		d		d
आया		UNK		UNK
है		UNK		UNK
।		UNK		UNK
बैंकॉक		o		d
में		UNK		UNK
बिम्सटेक		d		o
सम्मेलन		o		UNK
के		UNK		UNK
दौरान		d		o
बांग्लादेश		o		o
की		d		UNK
प्रधानमंत्री		d		d
बेगम		d		UNK
खालिदा		d		o
जिया		d		o
और		UNK		UNK
भारत		o		d
के		o		UNK
प्रधानमंत्री		o		d
मनमोहन		d		o
सिंह		o		o
की		d		UNK
इस		o		o
मुद्दे		o		o
पर		UNK		d
बात		d		d
-		UNK		UNK
चीत		d		UNK
हुई		UNK		UNK
थी		UNK		UNK
।		UNK		UNK
बात		d		d
-		UNK		UNK
चीत		o		UNK
में		UNK		UNK
सिंह		o		o
ने		UNK		UNK
भरोसा		d		d
दिलाया		UNK		o
था		UNK		UNK
कि		UNK		UNK
भारत		d		d
इस		o		o
मुद्दे		o		o
पर		UNK		d
संबंधित		o		o
देशों		o		UNK
से		UNK		UNK
बात		d		d
-		UNK		UNK
चीत		o		UNK
के		UNK		UNK
बाद		d		d
ही		UNK		UNK
कोई		d		UNK
कदम		d		UNK
उठाएगा		UNK		o
।		UNK		UNK
खान		o		o
ने		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
बांग्लादेश		d		o
हमेशा		UNK		o
से		UNK		UNK
ही		UNK		UNK
यह		d		UNK
अनुरोध		d		o
करता		UNK		d
आ		UNK		UNK
रहा		UNK		UNK
है		UNK		UNK
कि		UNK		UNK
जल		d		o
प्रबंधन		o		o
पर		UNK		d
सभी		UNK		d
देशों		o		UNK
को		UNK		UNK
मिलकर		UNK		o
काम		d		UNK
करना		UNK		o
चाहिए		UNK		o
।		UNK		UNK
खान		o		o
ने		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
वह		d		UNK
समझते		UNK		o
हैं		UNK		UNK
कि		UNK		UNK
भारत		o		d
ने		UNK		UNK
उनके		o		o
प्रस्ताव		o		d
को		UNK		UNK
मंजूर		UNK		o
कर		UNK		UNK
लिया		UNK		o
है		UNK		UNK
।		UNK		UNK
खान		o		o
ने		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
बंगाल		o		o
की		o		UNK
खाड़ी		o		UNK
में		UNK		UNK
गिरने		o		o
वाली		d		UNK
भारत		o		d
की		d		UNK
सभी		UNK		d
नदियाँ		d		o
बांग्लादेश		o		o
से		UNK		UNK
होकर		UNK		o
गुजरती		UNK		o
हैं		UNK		UNK
।		UNK		UNK
इन्हीं		o		o
नदियों		o		o
के		o		UNK
कारण		o		o
हर		UNK		UNK
साल		d		UNK
बाढ़		d		d
आती		UNK		UNK
है		UNK		UNK
।		UNK		UNK
इसके		o		o
अलावा		UNK		UNK
मनमोहन		d		o
सिंह		o		o
ने		UNK		UNK
वादा		d		d
किया		UNK		o
है		UNK		UNK
कि		UNK		UNK
भारत		d		d
बांग्लादेशी		o		o
सामानों		o		o
के		UNK		UNK
लिए		UNK		UNK
बड़ा		d		d
बाजार		d		o
उपलब्ध		UNK		o
कराता		UNK		d
रहेगा		UNK		o
।		UNK		UNK
इसके		o		o
साथ		d		UNK
ही		UNK		UNK
भारत		o		d
द्विपक्षीय		o		d
मुद्दों		o		o
पर		UNK		d
आपसी		o		d
विचार		d		o
-		UNK		UNK
विमर्श		o		o
के		UNK		UNK
बाद		d		d
ही		UNK		UNK
कदम		d		UNK
उठाएगा		UNK		o
।		UNK		UNK
खान		o		o
ने		UNK		UNK
सिंह		o		o
के		o		UNK
उस		o		o
बयान		o		o
का		d		UNK
स्वागत		d		d
किया		UNK		o
है		UNK		UNK
जिसमें		o		o
कहा		UNK		UNK
है		UNK		UNK
कि		UNK		UNK
बांग्लादेशी		o		o
घुसपैठियों		o		o
के		o		UNK
मामले		o		UNK
में		UNK		UNK
भारत		d		d
बिना		UNK		o
किसी		o		d
सुबूत		o		d
के		o		UNK
कार्रवाई		d		d
नहीं		UNK		UNK
करेगा		UNK		o
।		UNK		UNK
शहीद		d		UNK
-		UNK		UNK
ए		UNK		UNK
-		UNK		UNK
आजम		o		o
भगत		d		UNK
सिंह		o		o
,		UNK		UNK
राजगुरु		o		o
और		UNK		UNK
सुखदेव		o		o
को		UNK		UNK
उनके		o		o
शहादत		d		UNK
दिवस		o		d
के		o		UNK
मौके		o		UNK
पर		UNK		d
बुधवार		o		d
को		UNK		UNK
लोकसभा		o		o
में		UNK		UNK
श्रद्घांजलि		d		o
नहीं		UNK		UNK
देने		o		o
के		UNK		UNK
लिए		UNK		UNK
भाजपा		o		d
ने		UNK		UNK
प्रधानमंत्री		d		d
मनमोहन		d		o
सिंह		o		o
और		UNK		UNK
कांग्रेस		o		o
की		d		UNK
आलोचना		d		o
की		UNK		UNK
है		UNK		UNK
।		UNK		UNK
सभापति		o		d
भैरों		d		o
सिंह		d		o
शेखावत		o		UNK
ने		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
उनकी		o		o
कुर्बानी		o		d
पर		UNK		d
पूरे		o		d
देश		o		UNK
को		UNK		UNK
गर्व		d		d
है		UNK		UNK
।		UNK		UNK
'		UNK		UNK
राष्ट्र		d		o
उन्हें		o		o
कभी		UNK		d
नहीं		UNK		UNK
भूल		UNK		d
सकता		UNK		d
भाजपा		d		d
संसदीय		o		o
पार्टी		o		d
के		o		UNK
प्रवक्ता		o		d
वी.		d		UNK
के.		d		UNK
मल्होत्रा		o		o
ने		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
समूचे		o		o
सदन		o		o
की		o		UNK
ओर		o		UNK
से		UNK		UNK
तीनों		any		o
शहीदों		o		o
को		UNK		UNK
श्रद्घांजलि		d		o
देने		o		o
में		UNK		UNK
हम		d		UNK
अध्यक्ष		o		o
के		o		UNK
प्रयासों		o		o
की		d		UNK
सराहना		d		UNK
करते		UNK		o
हैं		UNK		UNK
।		UNK		UNK
हालांकि		UNK		o
प्रधानमंत्री		d		d
भी		UNK		d
सदन		o		o
में		UNK		UNK
उपस्थित		UNK		o
थे		UNK		UNK
और		UNK		UNK
समय		o		o
का		d		UNK
तकाजा		d		o
था		UNK		UNK
कि		UNK		UNK
वह		d		UNK
भी		UNK		d
श्रद्घांजलि		d		o
देते		UNK		UNK
।		UNK		UNK
उन्होंने		o		o
कहा		UNK		UNK
कि		UNK		UNK
कांग्रेस		d		o
पार्टी		o		d
से		UNK		UNK
किसी		o		d
ने		UNK		UNK
भी		UNK		d
शहीदों		o		o
का		d		UNK
जिक्र		d		o
नहीं		UNK		UNK
किया		UNK		o
।		UNK		UNK
अगर		UNK		UNK
प्रधानमंत्री		d		d
श्रद्घांजलि		o		o
में		UNK		UNK
शामिल		UNK		o
नहीं		UNK		UNK
होते		UNK		UNK
हैं		UNK		UNK
तो		UNK		UNK
यह		d		UNK
साबित		UNK		d
होता		UNK		UNK
है		UNK		UNK
कि		UNK		UNK
कांग्रेस		d		o
क्रांतिकारियों		o		o
के		o		UNK
योगदान		o		o
की		d		UNK
अनसुनी		UNK		o
कर		UNK		UNK
रही		UNK		UNK
है		UNK		UNK
और		UNK		UNK
केवल		UNK		UNK
एक		any		o
ही		UNK		UNK
परिवार		o		d
के		o		UNK
योगदान		o		o
की		d		UNK
बात		d		d
कर		UNK		UNK
रही		UNK		UNK
है		UNK		UNK
।		UNK		UNK
मल्होत्रा		o		o
ने		UNK		UNK
मांग		d		UNK
की		UNK		UNK
कि		UNK		UNK
संसद		o		o
के		o		UNK
सेंट्रल		d		o
हाल		o		UNK
में		UNK		UNK
उस		o		o
जगह		o		o
पर		UNK		d
यादगार		o		o
के		o		UNK
तौर		o		o
पर		UNK		d
एक		any		o
पट्टिका		d		d
लगाई		UNK		UNK
जाए		UNK		o
जहां		o		o
से		UNK		UNK
भगत		d		UNK
सिंह		o		o
और		UNK		UNK
उनके		o		o
दो		any		UNK
साथी		d		UNK
क्रांतिकारियों		o		o
ने		UNK		UNK
बम		d		UNK
फेंका		UNK		UNK
था		UNK		UNK
और		UNK		UNK
जहां		o		o
पर		UNK		d
बम		d		UNK
गिरा		UNK		d
था		UNK		UNK
।		UNK		UNK
उन्होंने		o		o
संसद		o		o
में		UNK		UNK
भगत		d		UNK
सिंह		o		o
की		d		UNK
एक		any		o
तस्वीर		d		d
लगाने		o		o
की		d		UNK
भी		UNK		d
मांग		d		UNK
की		UNK		UNK
।		UNK		UNK
NULL		UNK		UNK
गौरतलब		UNK		d
है		UNK		UNK
कि		UNK		UNK
तीनों		any		o
क्रांतिकारियों		o		o
को		UNK		UNK
२३		d		UNK
मार्च		d		o
,		UNK		UNK
१९३१		o		UNK
में		UNK		UNK
फांसी		d		o
दे		UNK		UNK
दी		UNK		UNK
गई		UNK		UNK
थी		UNK		UNK
।		UNK		UNK
भारतीय		UNK		o
डाक		o		d
,		UNK		UNK
दांडी		d		o
मार्च		o		o
,		UNK		UNK
अलबर्ट		d		d
आइंस्टाइन		o		o
और		UNK		UNK
बंगाल		d		o
विभाजन		o		o
की		d		UNK
वर्षगांठ		d		o
मनाने		o		o
की		o		UNK
सरकार		o		d
की		o		UNK
योजना		o		o
का		d		UNK
उल्लेख		d		o
करते		UNK		o
हुए		UNK		UNK
मल्होत्रा		o		o
ने		UNK		UNK
कहा		UNK		UNK
कि		UNK		UNK
'		UNK		UNK
यह		d		UNK
बड़े		o		UNK
ही		UNK		UNK
दुख		o		UNK
की		d		UNK
बात		d		d
है		UNK		UNK
कि		UNK		UNK
सरकार		o		d
ने		UNK		UNK
इन		o		o
समारोह		o		o
योजनाओं		o		o
में		UNK		UNK
भगत		d		UNK
सिंह		o		o
की		o		UNK
शहादत		o		UNK
की		o		UNK
७५वीं		o		UNK
वर्षगांठ		o		o
को		UNK		UNK
शामिल		UNK		o
नहीं		UNK		UNK
किया		UNK		o
।		UNK		UNK
निगम		o		o
ने		UNK		UNK
19		any		UNK
बैचों		o		o
के		o		UNK
हिसाब		o		d
से		UNK		UNK
यात्रा		o		o
का		d		UNK
अनुमानित		d		d
कार्यक्रम		d		o
भी		UNK		d
भारत		d		d
सरकार		o		d
को		UNK		UNK
भेजा		UNK		o
है		UNK		UNK
।		UNK		UNK
इसमें		o		o
सुझाव		d		o
दिया		UNK		o
गया		UNK		o
है		UNK		UNK
कि		UNK		UNK
यदि		UNK		o
पहला		d		d
यात्री		d		o
दल		d		UNK
25		d		UNK
मई		o		UNK
को		UNK		UNK
दिल्ली		o		o
से		UNK		UNK
गंतव्य		o		o
के		UNK		UNK
लिए		UNK		UNK
रवाना		UNK		UNK
हो		UNK		UNK
जाए		UNK		o
तो		UNK		UNK
6		d		UNK
अक्तूबर		o		d
को		UNK		UNK
आखिरी		d		o
यानि		UNK		o
उन्नीसवां		d		o
दल		d		UNK
दिल्ली		d		o
वापस		UNK		d
भी		UNK		d
लौट		UNK		o
जाएगा		UNK		o
।		UNK		UNK
मालूम		UNK		UNK
हो		UNK		UNK
कि		UNK		UNK
अभी		o		d
तक		UNK		UNK
इस		o		o
यात्रा		o		o
में		UNK		UNK
16		any		UNK
बैच		d		o
ही		UNK		UNK
भेजे		UNK		o
जाते		UNK		UNK
रहे		UNK		UNK
हैं		UNK		UNK
।		UNK		UNK
विगत		o		d
12		d		UNK
अप्रैल		o		d
को		UNK		UNK
पिथौरागढ़		o		d
में		UNK		UNK
जिलाधिकारी		o		o
की		o		UNK
अध्यक्षता		o		o
में		UNK		UNK
संपन्न		UNK		o
हुई		UNK		UNK
बैठक		o		d
में		UNK		UNK
लिए		UNK		UNK
गए		UNK		o
फैसले		o		UNK
के		UNK		UNK
अनुसार		UNK		o
यात्रा		o		o
में		UNK		UNK
17वें		o		UNK
दल		o		UNK
को		UNK		UNK
शामिल		UNK		o
करने		o		o
का		d		UNK
प्रस्ताव		d		d
भारत		d		d
सरकार		o		d
को		UNK		UNK
भेजा		UNK		o
गया		UNK		o
है		UNK		UNK
।		UNK		UNK
इस		o		o
पर		UNK		d
भी		UNK		d
अंतिम		d		UNK
फैसला		d		UNK
नहीं		UNK		UNK
हो		UNK		UNK
पाया		UNK		o
है		UNK		UNK
।		UNK		UNK
इस		o		o
बीच		d		o
चीन		d		o
सरकार		o		d
की		o		UNK
ओर		o		UNK
से		UNK		UNK
तीन		any		o
बैच		d		d
बढ़ाने		o		o
का		d		UNK
प्रस्ताव		d		d
भी		UNK		d
निगम		o		o
के		UNK		UNK
पास		d		d
आ		UNK		UNK
चुका		UNK		o
है		UNK		UNK
।		UNK		UNK
अब		d		UNK
निगम		o		o
को		UNK		UNK
भारत		d		d
तिब्बत		d		d
सीमा		d		UNK
पुलिस		o		o
की		o		UNK
मंजूरी		o		o
का		d		UNK
इंतजार		d		o
है		UNK		UNK
।		UNK		UNK
यात्रियों		o		o
की		o		UNK
सुरक्षा		o		o
के		UNK		UNK
साथ		d		UNK
ही		UNK		UNK
संचार		o		o
और		UNK		UNK
चिकित्सा		o		o
का		d		UNK
जिम्मा		d		o
आईटीबीपी		o		d
पर		UNK		d
है		UNK		UNK
।		UNK		UNK
आईटीबीपी		d		d
मिर्गी		d		d
कैंप		o		UNK
के		o		UNK
कार्यवाहक		o		d
कमान		d		d
अधिकारी		o		d
ने		UNK		UNK
इस		o		o
संबंध		o		o
में		UNK		UNK
पूछे		UNK		UNK
जाने		o		o
पर		UNK		d
कहा		UNK		UNK
कि		UNK		UNK
इस		o		o
मामले		o		UNK
में		UNK		UNK
वे		d		UNK
कुछ		d		o
भी		UNK		d
नहीं		UNK		UNK
कह		UNK		UNK
सकते		UNK		o
।		UNK		UNK
आईटीबीपी		d		d
मुख्यालय		o		o
से		UNK		UNK
ही		UNK		UNK
इस		o		o
संबंध		o		o
में		UNK		UNK
कोई		d		UNK
जानकारी		d		o
हासिल		UNK		UNK
की		UNK		UNK
जा		UNK		UNK
सकती		UNK		d
है		UNK		UNK
।		UNK		UNK
तिलहन		o		o
के		o		UNK
उत्पादन		o		o
को		UNK		UNK
लेकर		UNK		o
उद्योग		d		o
जगत		d		o
और		UNK		UNK
कृषि		d		o
मंत्रालय		d		o
एक		any		o
बार		d		d
फिर		UNK		o
अलग		d		UNK
-		UNK		UNK
अलग		d		UNK
दावे		d		UNK
कर		UNK		UNK
रहे		UNK		UNK
हैं		UNK		UNK
।		UNK		UNK
उद्योग		d		o
जगत		o		o
का		d		UNK
कहना		d		o
है		UNK		UNK
कि		UNK		UNK
इस		d		o
साल		d		UNK
खरीफ		d		UNK
सीजन		o		o
के		UNK		UNK
दौरान		d		o
तिलहन		o		o
का		d		UNK
उत्पादन		d		o
130		any		UNK
लाख		any		UNK
टन		d		o
होगा		UNK		UNK
।		UNK		UNK
जबकि		UNK		d
कृषि		d		o
मंत्रालय		o		o
के		UNK		UNK
मुताबिक		UNK		d
इस		o		o
साल		d		UNK
तिलहन		o		o
का		d		UNK
उत्पादन		d		o
145.6		any		UNK
लाख		any		UNK
टन		d		o
रहने		o		UNK
का		d		UNK
अनुमान		d		d
है		UNK		UNK
,		UNK		UNK
जो		d		UNK
पिछले		o		o
साल		o		UNK
की		o		UNK
तुलना		o		o
में		UNK		UNK
करीब		UNK		d
2.5		any		UNK
फीसदी		d		d
कम		UNK		UNK
है		UNK		UNK
।		UNK		UNK
लेकिन		UNK		o
उद्योग		o		o
का		d		UNK
कहना		d		o
है		UNK		UNK
कि		UNK		UNK
इस		o		o
साल		d		UNK
तिलहन		o		o
का		d		UNK
उत्पादन		d		o
पिछले		o		o
साल		o		UNK
की		o		UNK
तुलना		o		o
में		UNK		UNK
ज्यादा		UNK		UNK
होगा		UNK		UNK
।		UNK		UNK
उद्योग		d		o
जगत		o		o
और		UNK		UNK
कृषि		d		o
मंत्रालय		o		o
ने		UNK		UNK
खरीफ		d		UNK
सीज़न		o		UNK
के		UNK		UNK
पहले		d		UNK
अग्रिम		o		d
अनुमानों		o		o
को		UNK		UNK
जारी		UNK		o
किया		UNK		o
है		UNK		UNK
।		UNK		UNK
तिलहन		d		o
उद्योग		o		o
और		UNK		UNK
ट्रेड		o		o
की		o		UNK
सबसे		UNK		o
बड़ी		o		d
संस्था		o		o
सेंट्रल		d		o
ऑर्गेनाइजेशन		d		o
फॉर		UNK		d
ऑयल		d		UNK
इंडस्ट्री		d		o
एंड		UNK		o
ट्रेड		d		o
यानि		UNK		o
कोइट		o		o
का		d		UNK
कहना		d		o
है		UNK		UNK
कि		UNK		UNK
इस		o		o
साल		d		UNK
तिलहन		o		o
का		d		UNK
उत्पादन		d		o
कम		UNK		UNK
रहने		o		UNK
की		d		UNK
उम्मीद		d		d
की		UNK		UNK
जा		UNK		UNK
रही		UNK		UNK
है		UNK		UNK
।		UNK		UNK
उद्योग		d		o
जगत		d		o
दावा		d		d
करता		UNK		d
है		UNK		UNK
कि		UNK		UNK
इस		o		o
खरीफ		d		UNK
सीज़न		o		UNK
के		UNK		UNK
दौरान		d		o
तिलहन		o		o
का		d		UNK
उत्पादन		d		o
पिछले		o		o
साल		o		UNK
की		o		UNK
तुलना		o		o
में		UNK		UNK
ज्यादा		UNK		UNK
होगा		UNK		UNK
।		UNK		UNK
उद्योग		o		o
के		UNK		UNK
मुताबिक		UNK		d
इस		d		o
साल		d		UNK
तिलहन		d		o
उत्पादन		d		o
करीब		UNK		d
130.4		any		UNK
लाख		any		UNK
टन		d		o
होगा		UNK		UNK
।		UNK		UNK
जो		d		UNK
पिछले		o		o
साल		o		UNK
के		o		UNK
उत्पादन		o		o
में		UNK		UNK
करीब		UNK		d
6.8		any		UNK
लाख		any		UNK
टन		d		o
ज्यादा		UNK		UNK
है		UNK		UNK
।		UNK		UNK
पिछले		o		o
साल		o		UNK
तिलहन		o		o
का		d		UNK
उत्पादन		d		o
123		any		UNK
लाख		any		UNK
टन		d		o
हुआ		UNK		UNK
था		UNK		UNK
।		UNK		UNK
उद्योग		o		o
का		d		UNK
अनुमान		d		d
है		UNK		UNK
कि		UNK		UNK
इस		o		o
साल		d		UNK
मूँगफली		o		UNK
का		d		UNK
उत्पादन		d		o
56.5		any		UNK
लाख		any		UNK
टन		d		o
NULL		UNK		UNK
और		UNK		UNK
सोयाबीन		o		o
का		d		UNK
उत्पादन		d		o
53.6		any		UNK
लाख		any		UNK
टन		d		o
होगा		UNK		UNK
।		UNK		UNK
जबकि		UNK		d
पिछले		o		o
साल		o		UNK
मूँगफली		o		UNK
का		d		UNK
उत्पादन		d		o
44.5		any		UNK
NULL		UNK		UNK
और		UNK		UNK
सोयाबीन		o		o
का		d		UNK
उत्पादन		d		o
58.5		any		UNK
लाख		any		UNK
टन		d		o
हुआ		UNK		UNK
था		UNK		UNK
।		UNK		UNK
कृषि		d		o
मंत्रालय		d		o
उद्योग		d		o
जगत		o		o
के		o		UNK
इन		o		o
आँकड़ों		o		UNK
से		UNK		UNK
इत्तेफाक		d		UNK
नहीं		UNK		UNK
रखता		UNK		UNK
है		UNK		UNK
और		UNK		UNK
उसके		o		o
मुताबिक		UNK		d
इस		d		o
साल		d		UNK
तिहलन		d		o
उत्पादन		o		o
में		UNK		UNK
करीब		UNK		d
2.5		any		UNK
फीसदी		o		d
की		d		UNK
कमी		d		UNK
आ		UNK		UNK
सकती		UNK		d
है		UNK		UNK
।		UNK		UNK
इस		o		o
साल		d		UNK
महाराष्ट्र		o		o
और		UNK		UNK
गुजरात		o		o
में		UNK		UNK
ज्यादा		UNK		UNK
बारिश		o		o
का		d		UNK
असर		d		UNK
तिलहन		d		o
उत्पादन		o		o
पर		UNK		d
पड़ा		UNK		d
है		UNK		UNK
।		UNK		UNK
पिछले		o		o
साल		o		UNK
149.4		any		UNK
लाख		any		UNK
टन		d		o
तिलहन		o		o
का		d		UNK
उत्पादन		d		o
हुआ		UNK		UNK
था		UNK		UNK
।		UNK		UNK
मंत्रालय		o		o
का		d		UNK
कहना		d		o
है		UNK		UNK
कि		UNK		UNK
इस		o		o
साल		o		UNK
मूँगफली		o		UNK
का		d		UNK
उत्पादन		d		o
59.4		any		UNK
लाख		any		UNK
टन		d		o
NULL		UNK		UNK
और		UNK		UNK
सोयाबीन		o		o
का		d		UNK
65.8		any		UNK
लाख		any		UNK
टन		d		o
होने		o		UNK
की		d		UNK
संभावना		d		d
है		UNK		UNK
।		UNK		UNK
बैजोरिया		o		o
का		d		UNK
कहना		d		o
है		UNK		UNK
कि		UNK		UNK
इन		o		o
आँकड़ों		o		UNK
में		UNK		UNK
अंतर		o		o
का		d		UNK
असर		d		UNK
तिलहन		o		o
की		o		UNK
कीमतों		o		UNK
पर		UNK		d
नहीं		UNK		UNK
पड़ता		UNK		d
है		UNK		UNK
।		UNK		UNK
उनका		o		o
कहना		d		o
है		UNK		UNK
कि		UNK		UNK
उनके		o		o
पास		d		d
ये		d		UNK
आँकड़ें		d		UNK
स्थानीय		o		o
स्तर		o		o
पर		UNK		d
आते		UNK		UNK
हैं		UNK		UNK
जो		d		UNK
पूरी		o		d
तरह		o		o
से		UNK		UNK
सही		UNK		UNK
होते		UNK		UNK
हैं		UNK		UNK
।		UNK		UNK
देश		o		UNK
के		o		UNK
सात		any		o
बेहतरीन		o		o
संस्थानों		o		o
को		UNK		UNK
उन्नत		d		o
रूप		d		d
देकर		UNK		o
भारतीय		o		o
