Word		Original_feature		Predicted_feature
की		psp		n
इजाज़त		n		n
नहीं		avy		v
दी		v		n
गई		v		n
।		punc		n
नुनवान		n		n
व		avy		n
बालटाल		n		n
बेस		n		n
कैंप		n		n
में		psp		n
श्रद्धालुओं		n		n
की		psp		n
भीड़		n		n
को		psp		n
देखते		v		n
हुए		v		v
नए		adj		n
जत्थे		n		n
को		psp		n
आगे		nst		n
बढ़ने		v		n
की		psp		n
इजाज़त		n		n
नहीं		avy		v
दी		v		n
गई		v		n
।		punc		n
अब		pn		n
तक		psp		n
1.25		num		n
लाख		num		n
श्रद्धालुओं		n		n
ने		psp		n
अमरनाथ		n		n
में		psp		n
पवित्र		adj		n
हिम		n		v
शिवलिंग		n		n
का		psp		n
दर्शन		n		n
किया		v		n
है		v		v
।		punc		n
भारत		n		n
ने		psp		n
बांग्लादेश		n		n
को		psp		n
भरोसा		n		n
दिलाया		v		n
कि		avy		n
वह		pn		v
नदियों		n		n
को		psp		n
जोड़ने		v		n
की		psp		n
योजना		n		n
पर		psp		n
संबंधित		adj		n
क्षेत्रीय		adj		n
देशों		n		n
से		psp		n
विचार		n		n
-		punc		n
विमर्श		n		n
किए		v		n
बगैर		avy		n
अमल		n		n
नहीं		avy		v
करेगा		v		n
।		punc		n
बांग्लादेश		n		n
के		psp		n
विदेश		n		n
मंत्री		n		n
एम.		n		n
मुर्शीद		n		n
खान		n		n
के		psp		n
हवाले		n		v
से		psp		n
स्थानीय		adj		n
मीडिया		n		n
ने		psp		n
कहा		v		v
है		v		v
कि		avy		n
भारत		n		n
जल		n		n
बँटवारा		n		n
प्रबंधन		n		n
के		psp		n
क्षेत्रीय		adj		n
सहयोग		n		n
पर		psp		n
सहमत		adj		n
है		v		v
और		avy		n
दोनों		num		n
देशों		n		n
से		psp		n
होकर		v		n
बहने		v		n
वाली		psp		n
नदियों		n		n
पर		psp		n
दिल्ली		n		n
की		psp		n
नीति		n		n
में		psp		n
बदलाव		n		n
आया		v		n
है		v		v
।		punc		n
बैंकॉक		n		n
में		psp		n
बिम्सटेक		n		n
सम्मेलन		n		n
के		psp		n
दौरान		nst		n
बांग्लादेश		n		n
की		psp		n
प्रधानमंत्री		n		n
बेगम		n		n
खालिदा		n		n
जिया		n		n
और		avy		n
भारत		n		n
के		psp		n
प्रधानमंत्री		n		n
मनमोहन		n		v
सिंह		n		n
की		psp		n
इस		pn		n
मुद्दे		n		n
पर		psp		n
बात		n		n
-		punc		n
चीत		n		n
हुई		v		v
थी		v		n
।		punc		n
बात		n		n
-		punc		n
चीत		n		n
में		psp		n
सिंह		n		n
ने		psp		n
भरोसा		n		n
दिलाया		v		n
था		v		n
कि		avy		n
भारत		n		n
इस		pn		n
मुद्दे		n		n
पर		psp		n
संबंधित		adj		n
देशों		n		n
से		psp		n
बात		n		n
-		punc		n
चीत		n		n
के		psp		n
बाद		nst		n
ही		avy		v
कोई		pn		n
कदम		n		n
उठाएगा		v		n
।		punc		n
खान		n		n
ने		psp		n
कहा		v		v
कि		avy		n
बांग्लादेश		n		n
हमेशा		adv		v
से		avy		n
ही		avy		v
यह		pn		v
अनुरोध		n		n
करता		v		n
आ		v		n
रहा		v		v
है		v		v
कि		avy		n
जल		n		n
प्रबंधन		n		n
पर		psp		n
सभी		avy		n
देशों		n		n
को		psp		n
मिलकर		v		n
काम		n		n
करना		v		n
चाहिए		v		v
।		punc		n
खान		n		n
ने		psp		n
कहा		v		v
कि		avy		n
वह		pn		v
समझते		v		n
हैं		v		v
कि		avy		n
भारत		n		n
ने		psp		n
उनके		pn		n
प्रस्ताव		n		n
को		psp		n
मंजूर		adj		n
कर		v		n
लिया		v		n
है		v		v
।		punc		n
खान		n		n
ने		psp		n
कहा		v		v
कि		avy		n
बंगाल		n		n
की		psp		n
खाड़ी		n		n
में		psp		n
गिरने		v		n
वाली		psp		n
भारत		n		n
की		psp		n
सभी		avy		n
नदियाँ		n		n
बांग्लादेश		n		n
से		psp		n
होकर		v		n
गुजरती		v		n
हैं		v		v
।		punc		n
इन्हीं		pn		v
नदियों		n		n
के		psp		n
कारण		n		n
हर		avy		v
साल		n		n
बाढ़		n		n
आती		v		n
है		v		v
।		punc		n
इसके		pn		n
अलावा		psp		n
मनमोहन		n		v
सिंह		n		n
ने		psp		n
वादा		n		n
किया		v		n
है		v		v
कि		avy		n
भारत		n		n
बांग्लादेशी		adj		n
सामानों		n		n
के		psp		n
लिए		psp		n
बड़ा		adj		n
बाजार		n		n
उपलब्ध		adj		n
कराता		v		n
रहेगा		v		v
।		punc		n
इसके		pn		n
साथ		nst		n
ही		avy		v
भारत		n		n
द्विपक्षीय		adj		n
मुद्दों		n		n
पर		psp		n
आपसी		adj		n
विचार		n		n
-		punc		n
विमर्श		n		n
के		psp		n
बाद		nst		n
ही		avy		v
कदम		n		n
उठाएगा		v		n
।		punc		n
खान		n		n
ने		psp		n
सिंह		n		n
के		psp		n
उस		pn		n
बयान		n		n
का		psp		n
स्वागत		n		n
किया		v		n
है		v		v
जिसमें		pn		n
कहा		v		v
है		v		v
कि		avy		n
बांग्लादेशी		adj		n
घुसपैठियों		n		n
के		psp		n
मामले		n		n
में		psp		n
भारत		n		n
बिना		avy		n
किसी		pn		n
सुबूत		n		n
के		psp		n
कार्रवाई		n		n
नहीं		avy		v
करेगा		v		n
।		punc		n
शहीद		n		n
-		punc		n
ए		unk		n
-		punc		n
आजम		n		n
भगत		n		n
सिंह		n		n
,		punc		n
राजगुरु		n		n
और		avy		n
सुखदेव		n		n
को		psp		n
उनके		pn		n
शहादत		n		n
दिवस		n		n
के		psp		n
मौके		n		n
पर		psp		n
बुधवार		n		n
को		psp		n
लोकसभा		n		n
में		psp		n
श्रद्घांजलि		n		n
नहीं		avy		v
देने		v		n
के		psp		n
लिए		psp		n
भाजपा		n		n
ने		psp		n
प्रधानमंत्री		n		n
मनमोहन		n		v
सिंह		n		n
और		avy		n
कांग्रेस		n		n
की		psp		n
आलोचना		n		n
की		v		n
है		v		v
।		punc		n
सभापति		n		n
भैरों		n		n
सिंह		n		n
शेखावत		n		n
ने		psp		n
कहा		v		v
कि		avy		n
उनकी		pn		n
कुर्बानी		n		n
पर		psp		n
पूरे		adj		n
देश		n		n
को		psp		n
गर्व		n		n
है		v		v
।		punc		n
'		punc		n
राष्ट्र		n		n
उन्हें		pn		v
कभी		pn		n
नहीं		avy		v
भूल		v		n
सकता		v		n
भाजपा		n		n
संसदीय		adj		n
पार्टी		n		n
के		psp		n
प्रवक्ता		n		n
वी.		n		n
के.		n		n
मल्होत्रा		n		n
ने		psp		n
कहा		v		v
कि		avy		n
समूचे		adj		n
सदन		n		n
की		psp		n
ओर		nst		n
से		psp		n
तीनों		num		n
शहीदों		n		n
को		psp		n
श्रद्घांजलि		n		n
देने		v		n
में		psp		n
हम		pn		v
अध्यक्ष		n		n
के		psp		n
प्रयासों		n		n
की		psp		n
सराहना		n		v
करते		v		n
हैं		v		v
।		punc		n
हालांकि		avy		v
प्रधानमंत्री		n		n
भी		avy		n
सदन		n		n
में		psp		n
उपस्थित		adj		n
थे		v		n
और		avy		n
समय		n		n
का		psp		n
तकाजा		n		n
था		v		n
कि		avy		n
वह		pn		v
भी		avy		n
श्रद्घांजलि		n		n
देते		v		n
।		punc		n
उन्होंने		pn		v
कहा		v		v
कि		avy		n
कांग्रेस		n		n
पार्टी		n		n
से		psp		n
किसी		pn		n
ने		psp		n
भी		avy		n
शहीदों		n		n
का		psp		n
जिक्र		n		n
नहीं		avy		v
किया		v		n
।		punc		n
अगर		avy		n
प्रधानमंत्री		n		n
श्रद्घांजलि		n		n
में		psp		n
शामिल		adj		n
नहीं		avy		v
होते		v		n
हैं		v		v
तो		avy		n
यह		pn		v
साबित		adj		n
होता		v		v
है		v		v
कि		avy		n
कांग्रेस		n		n
क्रांतिकारियों		n		n
के		psp		n
योगदान		n		n
की		psp		n
अनसुनी		adj		n
कर		v		n
रही		v		v
है		v		v
और		avy		n
केवल		avy		n
एक		num		n
ही		avy		v
परिवार		n		n
के		psp		n
योगदान		n		n
की		psp		n
बात		n		n
कर		v		n
रही		v		v
है		v		v
।		punc		n
मल्होत्रा		n		n
ने		psp		n
मांग		n		n
की		v		n
कि		avy		n
संसद		n		n
के		psp		n
सेंट्रल		n		n
हाल		n		v
में		psp		n
उस		pn		n
जगह		n		n
पर		psp		n
यादगार		n		n
के		psp		n
तौर		n		n
पर		psp		n
एक		num		n
पट्टिका		n		n
लगाई		v		n
जाए		v		n
जहां		pn		v
से		psp		n
भगत		n		n
सिंह		n		n
और		avy		n
उनके		pn		n
दो		num		n
साथी		n		n
क्रांतिकारियों		n		n
ने		psp		n
बम		n		n
फेंका		v		n
था		v		n
और		avy		n
जहां		pn		v
पर		psp		n
बम		n		n
गिरा		v		n
था		v		n
।		punc		n
उन्होंने		pn		v
संसद		n		n
में		psp		n
भगत		n		n
सिंह		n		n
की		psp		n
एक		num		n
तस्वीर		n		n
लगाने		v		n
की		psp		n
भी		avy		n
मांग		n		n
की		v		n
।		punc		n
NULL		unk		n
गौरतलब		adj		n
है		v		v
कि		avy		n
तीनों		num		n
क्रांतिकारियों		n		n
को		psp		n
२३		n		n
मार्च		n		n
,		punc		n
१९३१		n		n
में		psp		n
फांसी		n		n
दे		v		n
दी		v		n
गई		v		n
थी		v		n
।		punc		n
भारतीय		adj		n
डाक		n		n
,		punc		n
दांडी		n		n
मार्च		n		n
,		punc		n
अलबर्ट		n		n
आइंस्टाइन		n		n
और		avy		n
बंगाल		n		n
विभाजन		n		n
की		psp		n
वर्षगांठ		n		n
मनाने		v		n
की		psp		n
सरकार		n		n
की		psp		n
योजना		n		n
का		psp		n
उल्लेख		n		n
करते		v		n
हुए		v		v
मल्होत्रा		n		n
ने		psp		n
कहा		v		v
कि		avy		n
'		punc		n
यह		pn		v
बड़े		adj		n
ही		avy		v
दुख		n		n
की		psp		n
बात		n		n
है		v		v
कि		avy		n
सरकार		n		n
ने		psp		n
इन		pn		n
समारोह		n		v
योजनाओं		n		n
में		psp		n
भगत		n		n
सिंह		n		n
की		psp		n
शहादत		n		n
की		psp		n
७५वीं		num		n
वर्षगांठ		n		n
को		psp		n
शामिल		adj		n
नहीं		avy		v
किया		v		n
।		punc		n
निगम		n		n
ने		psp		n
19		num		n
बैचों		n		n
के		psp		n
हिसाब		n		n
से		psp		n
यात्रा		n		n
का		psp		n
अनुमानित		adj		n
कार्यक्रम		n		n
भी		avy		n
भारत		n		n
सरकार		n		n
को		psp		n
भेजा		v		n
है		v		v
।		punc		n
इसमें		pn		n
सुझाव		n		n
दिया		v		n
गया		v		n
है		v		v
कि		avy		n
यदि		avy		n
पहला		num		v
यात्री		n		n
दल		n		n
25		n		n
मई		n		n
को		psp		n
दिल्ली		n		n
से		psp		n
गंतव्य		n		n
के		psp		n
लिए		psp		n
रवाना		adj		n
हो		v		v
जाए		v		n
तो		avy		n
6		n		n
अक्तूबर		n		n
को		psp		n
आखिरी		adj		n
यानि		avy		n
उन्नीसवां		num		n
दल		n		n
दिल्ली		n		n
वापस		adj		n
भी		avy		n
लौट		v		n
जाएगा		v		n
।		punc		n
मालूम		adj		n
हो		v		v
कि		avy		n
अभी		pn		n
तक		psp		n
इस		pn		n
यात्रा		n		n
में		psp		n
16		num		n
बैच		n		n
ही		avy		v
भेजे		v		n
जाते		v		n
रहे		v		v
हैं		v		v
।		punc		n
विगत		adj		n
12		n		n
अप्रैल		n		n
को		psp		n
पिथौरागढ़		n		n
में		psp		n
जिलाधिकारी		n		n
की		psp		n
अध्यक्षता		n		n
में		psp		n
संपन्न		adj		n
हुई		v		v
बैठक		n		n
में		psp		n
लिए		v		n
गए		v		n
फैसले		n		n
के		psp		n
अनुसार		psp		n
यात्रा		n		n
में		psp		n
17वें		num		n
दल		n		n
को		psp		n
शामिल		adj		n
करने		v		n
का		psp		n
प्रस्ताव		n		n
भारत		n		n
सरकार		n		n
को		psp		n
भेजा		v		n
गया		v		n
है		v		v
।		punc		n
इस		pn		n
पर		psp		n
भी		avy		n
अंतिम		adj		n
फैसला		n		n
नहीं		avy		v
हो		v		v
पाया		v		n
है		v		v
।		punc		n
इस		pn		n
बीच		nst		n
चीन		n		n
सरकार		n		n
की		psp		n
ओर		nst		n
से		psp		n
तीन		num		n
बैच		n		n
बढ़ाने		v		n
का		psp		n
प्रस्ताव		n		n
भी		avy		n
निगम		n		n
के		psp		n
पास		nst		n
आ		v		n
चुका		v		n
है		v		v
।		punc		n
अब		pn		n
निगम		n		n
को		psp		n
भारत		n		n
तिब्बत		n		n
सीमा		n		n
पुलिस		n		n
की		psp		n
मंजूरी		n		n
का		psp		n
इंतजार		n		n
है		v		v
।		punc		n
यात्रियों		n		n
की		psp		n
सुरक्षा		n		n
के		psp		n
साथ		nst		n
ही		avy		v
संचार		n		n
और		avy		n
चिकित्सा		n		n
का		psp		n
जिम्मा		n		n
आईटीबीपी		n		n
पर		psp		n
है		v		v
।		punc		n
आईटीबीपी		n		n
मिर्गी		n		n
कैंप		n		n
के		psp		n
कार्यवाहक		adj		v
कमान		n		n
अधिकारी		n		n
ने		psp		n
इस		pn		n
संबंध		n		n
में		psp		n
पूछे		v		n
जाने		v		n
पर		psp		n
कहा		v		v
कि		avy		n
इस		pn		n
मामले		n		n
में		psp		n
वे		pn		n
कुछ		pn		psp
भी		avy		n
नहीं		avy		v
कह		v		n
सकते		v		n
।		punc		n
आईटीबीपी		n		n
मुख्यालय		n		n
से		psp		n
ही		avy		v
इस		pn		n
संबंध		n		n
में		psp		n
कोई		pn		n
जानकारी		n		n
हासिल		adj		v
की		v		n
जा		v		n
सकती		v		n
है		v		v
।		punc		n
तिलहन		n		n
के		psp		n
उत्पादन		n		n
को		psp		n
लेकर		v		n
उद्योग		n		n
जगत		n		n
और		avy		n
कृषि		n		n
मंत्रालय		n		n
एक		num		n
बार		n		n
फिर		adv		n
अलग		adj		n
-		punc		n
अलग		punc		n
दावे		n		n
कर		v		n
रहे		v		v
हैं		v		v
।		punc		n
उद्योग		n		n
जगत		n		n
का		psp		n
कहना		v		v
है		v		v
कि		avy		n
इस		pn		n
साल		n		n
खरीफ		n		n
सीजन		n		n
के		psp		n
दौरान		nst		n
तिलहन		n		n
का		psp		n
उत्पादन		n		n
130		num		n
लाख		num		n
टन		n		n
होगा		v		v
।		punc		n
जबकि		avy		n
कृषि		n		n
मंत्रालय		n		n
के		psp		n
मुताबिक		psp		n
इस		pn		n
साल		n		n
तिलहन		n		n
का		psp		n
उत्पादन		n		n
145.6		num		n
लाख		num		n
टन		n		n
रहने		v		v
का		psp		n
अनुमान		n		n
है		v		v
,		punc		n
जो		pn		n
पिछले		adj		n
साल		n		n
की		psp		n
तुलना		n		n
में		psp		n
करीब		avy		n
2.5		num		n
फीसदी		n		n
कम		avy		n
है		v		v
।		punc		n
लेकिन		avy		n
उद्योग		n		n
का		psp		n
कहना		v		v
है		v		v
कि		avy		n
इस		pn		n
साल		n		n
तिलहन		n		n
का		psp		n
उत्पादन		n		n
पिछले		adj		n
साल		n		n
की		psp		n
तुलना		n		n
में		psp		n
ज्यादा		avy		n
होगा		v		v
।		punc		n
उद्योग		n		n
जगत		n		n
और		avy		n
कृषि		n		n
मंत्रालय		n		n
ने		psp		n
खरीफ		n		n
सीज़न		n		n
के		psp		n
पहले		nst		n
अग्रिम		adj		n
अनुमानों		n		n
को		psp		n
जारी		adj		n
किया		v		n
है		v		v
।		punc		n
तिलहन		n		n
उद्योग		n		n
और		avy		n
ट्रेड		n		n
की		psp		n
सबसे		avy		n
बड़ी		adj		n
संस्था		n		n
सेंट्रल		adj		n
ऑर्गेनाइजेशन		n		n
फॉर		psp		n
ऑयल		n		psp
इंडस्ट्री		n		n
एंड		avy		n
ट्रेड		n		n
यानि		avy		n
कोइट		n		n
का		psp		n
कहना		v		v
है		v		v
कि		avy		n
इस		pn		n
साल		n		n
तिलहन		n		n
का		psp		n
उत्पादन		n		n
कम		avy		n
रहने		v		v
की		psp		n
उम्मीद		n		n
की		v		n
जा		v		n
रही		v		v
है		v		v
।		punc		n
उद्योग		n		n
जगत		n		n
दावा		n		n
करता		v		n
है		v		v
कि		avy		n
इस		pn		n
खरीफ		n		n
सीज़न		n		n
के		psp		n
दौरान		nst		n
तिलहन		n		n
का		psp		n
उत्पादन		n		n
पिछले		adj		n
साल		n		n
की		psp		n
तुलना		n		n
में		psp		n
ज्यादा		avy		n
होगा		v		v
।		punc		n
उद्योग		n		n
के		psp		n
मुताबिक		psp		n
इस		pn		n
साल		n		n
तिलहन		n		n
उत्पादन		n		n
करीब		avy		n
130.4		num		n
लाख		num		n
टन		n		n
होगा		v		v
।		punc		n
जो		pn		n
पिछले		adj		n
साल		n		n
के		psp		n
उत्पादन		n		n
में		psp		n
करीब		avy		n
6.8		num		n
लाख		num		n
टन		n		n
ज्यादा		avy		n
है		v		v
।		punc		n
पिछले		adj		n
साल		n		n
तिलहन		n		n
का		psp		n
उत्पादन		n		n
123		num		n
लाख		num		n
टन		n		n
हुआ		v		n
था		v		n
।		punc		n
उद्योग		n		n
का		psp		n
अनुमान		n		n
है		v		v
कि		avy		n
इस		pn		n
साल		n		n
मूँगफली		n		n
का		psp		n
उत्पादन		n		n
56.5		num		n
लाख		num		n
टन		n		n
NULL		v		n
और		avy		n
सोयाबीन		n		n
का		psp		n
उत्पादन		n		n
53.6		num		n
लाख		num		n
टन		n		n
होगा		v		v
।		punc		n
जबकि		avy		n
पिछले		adj		n
साल		n		n
मूँगफली		n		n
का		psp		n
उत्पादन		n		n
44.5		num		n
NULL		v		n
और		avy		n
सोयाबीन		n		n
का		psp		n
उत्पादन		n		n
58.5		num		n
लाख		num		n
टन		n		n
हुआ		v		n
था		v		n
।		punc		n
कृषि		n		n
मंत्रालय		n		n
उद्योग		n		n
जगत		n		n
के		psp		n
इन		pn		n
आँकड़ों		n		n
से		psp		n
इत्तेफाक		n		n
नहीं		avy		v
रखता		v		n
है		v		v
और		avy		n
उसके		pn		n
मुताबिक		psp		n
इस		pn		n
साल		n		n
तिहलन		n		n
उत्पादन		n		n
में		psp		n
करीब		avy		n
2.5		num		n
फीसदी		n		n
की		psp		n
कमी		n		n
आ		v		n
सकती		v		n
है		v		v
।		punc		n
इस		pn		n
साल		n		n
महाराष्ट्र		n		n
और		avy		n
गुजरात		n		n
में		psp		n
ज्यादा		avy		n
बारिश		n		n
का		psp		n
असर		n		n
तिलहन		n		n
उत्पादन		n		n
पर		psp		n
पड़ा		v		n
है		v		v
।		punc		n
पिछले		adj		n
साल		n		n
149.4		num		n
लाख		num		n
टन		n		n
तिलहन		n		n
का		psp		n
उत्पादन		n		n
हुआ		v		n
था		v		n
।		punc		n
मंत्रालय		n		n
का		psp		n
कहना		v		v
है		v		v
कि		avy		n
इस		pn		n
साल		n		n
मूँगफली		n		n
का		psp		n
उत्पादन		n		n
59.4		num		n
लाख		num		n
टन		n		n
NULL		v		n
और		avy		n
सोयाबीन		n		n
का		psp		n
65.8		num		n
लाख		num		n
टन		n		n
होने		v		v
की		psp		n
संभावना		n		n
है		v		v
।		punc		n
बैजोरिया		n		n
का		psp		n
कहना		v		v
है		v		v
कि		avy		n
इन		pn		n
आँकड़ों		n		n
में		psp		n
अंतर		n		n
का		psp		n
असर		n		n
तिलहन		n		n
की		psp		n
कीमतों		n		n
पर		psp		n
नहीं		avy		v
पड़ता		v		n
है		v		v
।		punc		n
उनका		pn		n
कहना		v		v
है		v		v
कि		avy		n
उनके		pn		n
पास		nst		n
ये		pn		n
आँकड़ें		n		n
स्थानीय		adj		n
स्तर		n		n
पर		psp		n
आते		v		n
हैं		v		v
जो		pn		n
पूरी		adj		n
तरह		n		n
से		psp		n
सही		adj		n
होते		v		n
हैं		v		v
।		punc		n
देश		n		n
के		psp		n
सात		num		n
बेहतरीन		adj		n
संस्थानों		n		n
को		psp		n
उन्नत		adj		n
रूप		n		n
देकर		v		n
भारतीय		adj		n
प्रौद्योगिकी		n		n
संस्थानों		n		n
(		punc		n
आईआईटी		n		n
)		punc		n
के		psp		n
समकक्ष		adj		n
बनाने		v		n
के		psp		n
लिए		psp		n
सरकार		n		n
विशेषज्ञ		adj		n
समिति		n		n
की		psp		n
रिपोर्ट		n		n
का		psp		n
इंतजार		n		n
कर		v		n
रही		v		v
है		v		v
।		punc		n
इस		pn		n
मामले		n		n
में		psp		n
'		punc		n
विजन		n		n
डॉक्यूमेंट		n		n
'		punc		n
के		psp		n
अध्ययन		n		n
के		psp		n
लिए		psp		n
विशेषज्ञ		n		n
समिति		n		n
गठित		adj		n
की		v		n
गयी		v		n
थी		v		n
।		punc		n
मानव		n		n
संसाधन		n		n
विकास		n		n
मंत्रालय		n		n
के		psp		n
सूत्रों		n		n
के		psp		n
मुताबिक		psp		n
विशेषज्ञ		n		n
समिति		n		n
की		psp		n
रिपोर्ट		n		n
अगले		adj		n
महीने		n		v
आने		v		n
की		psp		n
उम्मीद		n		n
है		v		v
और		avy		n
रिपोर्ट		n		n
की		psp		n
सिफारिशों		n		n
के		psp		n
आधार		n		n
पर		psp		n
आगे		nst		n
की		psp		n
योजना		n		n
बनेगी		v		n
।		punc		n
प्रोफेसर		n		n
एम.		n		n
आनंद		n		n
कृष्णन्		n		n
की		psp		n
अध्यक्षता		n		n
में		psp		n
गठित		adj		psp
समिति		n		n
को		psp		n
सात		num		n
संस्थानों		n		n
द्वारा		psp		n
सौंपे		v		n
गए		v		n
विजन		n		n
डॉक्यूमेंट		n		n
के		psp		n
अध्ययन		n		n
की		psp		n
जिम्मेदारी		n		n
सौंपी		v		n
गई		v		n
थी		v		n
।		punc		n
प्रोफेसर		n		n
ए.		n		n
घोष		n		n
व		avy		n
प्रोफेसर		n		n
डी.		n		n
वी.		n		n
सिंह		n		n
समिति		n		n
के		psp		n
सदस्य		n		n
हैं		v		v
।		punc		n
समिति		n		n
को		psp		n
सातों		num		n
संस्थानों		n		n
को		psp		n
उन्नत		adj		n
रूप		n		n
देने		v		n
के		psp		n
उपायों		n		n
के		psp		n
बारे		psp		n
में		psp		n
सुझाव		n		n
पेश		adj		n
करना		v		n
है		v		v
।		punc		n
१५		n		n
अगस्त		n		n
,		punc		n
२००३		n		n
को		psp		n
तत्कालीन		adj		n
प्रधानमंत्री		n		n
अटल		n		n
बिहारी		n		n
वाजपेयी		n		n
ने		psp		n
७		num		n
बेहतरीन		adj		n
संस्थानों		n		n
को		psp		n
उन्नत		adj		n
रूप		n		n
देकर		v		n
आईआईटी		n		n
के		psp		n
समकक्ष		adj		n
बनाने		v		n
की		psp		n
घोषणा		n		n
की		v		n
थी		v		n
।		punc		n
ऐसे		pn		n
संस्थानों		n		n
की		psp		n
पहचान		n		v
के		psp		n
लिए		psp		n
केंद्र		n		n
ने		psp		n
नवंबर		n		n
2003		n		n
में		psp		n
प्रोफेसर		n		n
एस.		n		n
के.		n		n
जोशी		n		n
की		psp		n
अध्यक्षता		n		n
में		psp		n
विशेषज्ञ		adj		n
समिति		n		n
गठित		adj		n
की		v		n
थी		v		n
।		punc		n
समिति		n		n
ने		psp		n
इस		pn		n
वर्ष		n		n
अपनी		pn		n
रिपोर्ट		n		n
सौंप		v		n
दी		v		n
है		v		v
।		punc		n
जोशी		n		n
समिति		n		n
ने		psp		n
उन्नत		adj		n
रूप		n		n
दिये		v		n
जाने		v		n
के		psp		n
लिए		psp		n
इंस्टीट्यूट		n		n
ऑफ		unk		n
टेक्नोलॉजी		n		n
,		punc		n
वाराणसी		n		n
,		punc		n
हैदराबाद		n		n
स्थित		adj		n
उस्मानिया		n		n
विश्वविद्यालय		n		n
के		psp		n
यूनिवर्सिटी		n		n
कॉलेज		n		n
ऑफ		unk		n
टेक्नोलॉजी		n		n
के		psp		n
साथ		nst		n
यूनिवर्सिटी		n		n
कॉलेज		n		n
ऑफ		unk		n
इंजीनियरिंग		n		n
को		psp		n
सम्मिलित		adj		n
करने		v		n
,		punc		n
