Word		Original_feature		Predicted_feature
है		hE		UNK
।		UNK		UNK
बैंकॉक		0		0
में		UNK		UNK
बिम्सटेक		0		0
सम्मेलन		0		0
के		UNK		UNK
दौरान		UNK		0
बांग्लादेश		0		0
की		UNK		UNK
प्रधानमंत्री		0		0
बेगम		0		UNK
खालिदा		0		0
जिया		0		0
और		UNK		0
भारत		0		0
के		UNK		UNK
प्रधानमंत्री		0		0
मनमोहन		0		UNK
सिंह		0		0
की		UNK		UNK
इस		UNK		0
मुद्दे		0		0
पर		UNK		UNK
बात		0		0
-		UNK		UNK
चीत		0		0
हुई		yA		0
थी		WA		0
।		UNK		UNK
बात		0		0
-		UNK		UNK
चीत		0		0
में		UNK		UNK
सिंह		0		0
ने		UNK		UNK
भरोसा		0		0
दिलाया		yA		0
था		WA		0
कि		UNK		UNK
भारत		0		0
इस		UNK		0
मुद्दे		0		UNK
पर		UNK		UNK
संबंधित		UNK		0
देशों		0		0
से		UNK		UNK
बात		0		0
-		UNK		UNK
चीत		0		0
के		UNK		UNK
बाद		UNK		0
ही		UNK		UNK
कोई		0		UNK
कदम		0		UNK
उठाएगा		gA		0
।		UNK		UNK
खान		0		0
ने		UNK		UNK
कहा		yA		0
कि		UNK		UNK
बांग्लादेश		0		0
हमेशा		UNK		0
से		UNK		0
ही		UNK		UNK
यह		UNK		UNK
अनुरोध		0		0
करता		wA		0
आ		0		UNK
रहा		yA		0
है		hE		UNK
कि		UNK		UNK
जल		0		0
प्रबंधन		0		0
पर		UNK		UNK
सभी		UNK		0
देशों		0		0
को		UNK		UNK
मिलकर		kara		0
काम		0		0
करना		nA		0
चाहिए		0		0
।		UNK		UNK
खान		0		0
ने		UNK		UNK
कहा		yA		0
कि		UNK		UNK
वह		0		UNK
समझते		wA		0
हैं		hE		UNK
कि		UNK		UNK
भारत		0		0
ने		UNK		UNK
उनके		kA		UNK
प्रस्ताव		0		0
को		UNK		UNK
मंजूर		UNK		0
कर		0		UNK
लिया		yA		0
है		hE		UNK
।		UNK		UNK
खान		0		0
ने		UNK		UNK
कहा		yA		0
कि		UNK		UNK
बंगाल		0		0
की		UNK		UNK
खाड़ी		0		0
में		UNK		UNK
गिरने		nA		UNK
वाली		UNK		0
भारत		0		0
की		UNK		UNK
सभी		UNK		0
नदियाँ		0		0
बांग्लादेश		0		0
से		UNK		0
होकर		kara		UNK
गुजरती		wA		0
हैं		hE		UNK
।		UNK		UNK
इन्हीं		UNK		0
नदियों		0		0
के		UNK		UNK
कारण		UNK		0
हर		UNK		UNK
साल		0		0
बाढ़		0		0
आती		wA		0
है		hE		UNK
।		UNK		UNK
इसके		ke		0
अलावा		UNK		0
मनमोहन		0		UNK
सिंह		0		0
ने		UNK		UNK
वादा		0		0
किया		yA		0
है		hE		UNK
कि		UNK		UNK
भारत		0		0
बांग्लादेशी		UNK		0
सामानों		0		0
के		UNK		UNK
लिए		UNK		0
बड़ा		UNK		0
बाजार		0		0
उपलब्ध		UNK		0
कराता		wA		0
रहेगा		gA		0
।		UNK		UNK
इसके		ke		0
साथ		UNK		0
ही		UNK		UNK
भारत		0		0
द्विपक्षीय		UNK		0
मुद्दों		0		0
पर		UNK		UNK
आपसी		UNK		0
विचार		0		0
-		UNK		UNK
विमर्श		0		0
के		UNK		UNK
बाद		UNK		0
ही		UNK		UNK
कदम		0		UNK
उठाएगा		gA		0
।		UNK		UNK
खान		0		0
ने		UNK		UNK
सिंह		0		0
के		UNK		UNK
उस		UNK		0
बयान		0		0
का		UNK		0
स्वागत		0		0
किया		yA		0
है		hE		UNK
जिसमें		meM		0
कहा		yA		0
है		hE		UNK
कि		UNK		UNK
बांग्लादेशी		UNK		0
घुसपैठियों		0		0
के		UNK		UNK
मामले		0		0
में		UNK		UNK
भारत		0		0
बिना		UNK		0
किसी		0		0
सुबूत		0		0
के		UNK		UNK
कार्रवाई		0		0
नहीं		UNK		UNK
करेगा		gA		0
।		UNK		UNK
शहीद		0		0
-		UNK		UNK
ए		UNK		UNK
-		UNK		UNK
आजम		0		0
भगत		0		UNK
सिंह		0		0
,		UNK		UNK
राजगुरु		0		0
और		UNK		0
सुखदेव		0		0
को		UNK		UNK
उनके		kA		UNK
शहादत		0		0
दिवस		0		0
के		UNK		UNK
मौके		0		UNK
पर		UNK		UNK
बुधवार		0		0
को		UNK		UNK
लोकसभा		0		0
में		UNK		UNK
श्रद्घांजलि		0		0
नहीं		UNK		UNK
देने		nA		UNK
के		UNK		UNK
लिए		UNK		0
भाजपा		0		0
ने		UNK		UNK
प्रधानमंत्री		0		0
मनमोहन		0		UNK
सिंह		0		0
और		UNK		0
कांग्रेस		0		0
की		UNK		UNK
आलोचना		0		0
की		yA		UNK
है		hE		UNK
।		UNK		UNK
सभापति		0		0
भैरों		0		UNK
सिंह		0		0
शेखावत		0		0
ने		UNK		UNK
कहा		yA		0
कि		UNK		UNK
उनकी		kA		0
कुर्बानी		0		0
पर		UNK		UNK
पूरे		UNK		UNK
देश		0		0
को		UNK		UNK
गर्व		0		UNK
है		hE		UNK
।		UNK		UNK
'		UNK		UNK
राष्ट्र		0		0
उन्हें		ko		UNK
कभी		UNK		UNK
नहीं		UNK		UNK
भूल		0		0
सकता		wA		0
भाजपा		0		0
संसदीय		UNK		0
पार्टी		0		0
के		UNK		UNK
प्रवक्ता		0		0
वी.		0		UNK
के.		0		UNK
मल्होत्रा		0		0
ने		UNK		UNK
कहा		yA		0
कि		UNK		UNK
समूचे		UNK		0
सदन		0		0
की		UNK		UNK
ओर		UNK		UNK
से		UNK		0
तीनों		UNK		0
शहीदों		0		0
को		UNK		UNK
श्रद्घांजलि		0		0
देने		nA		UNK
में		UNK		UNK
हम		0		UNK
अध्यक्ष		0		0
के		UNK		UNK
प्रयासों		0		0
की		UNK		UNK
सराहना		0		0
करते		wA		UNK
हैं		hE		UNK
।		UNK		UNK
हालांकि		UNK		0
प्रधानमंत्री		0		0
भी		UNK		UNK
सदन		0		0
में		UNK		UNK
उपस्थित		UNK		0
थे		WA		UNK
और		UNK		0
समय		0		0
का		UNK		0
तकाजा		0		0
था		WA		0
कि		UNK		UNK
वह		0		UNK
भी		UNK		UNK
श्रद्घांजलि		0		0
देते		eM		UNK
।		UNK		UNK
उन्होंने		ne		UNK
कहा		yA		0
कि		UNK		UNK
कांग्रेस		0		0
पार्टी		0		0
से		UNK		0
किसी		0		0
ने		UNK		UNK
भी		UNK		UNK
शहीदों		0		0
का		UNK		0
जिक्र		0		0
नहीं		UNK		UNK
किया		yA		0
।		UNK		UNK
अगर		UNK		0
प्रधानमंत्री		0		0
श्रद्घांजलि		0		0
में		UNK		UNK
शामिल		UNK		0
नहीं		UNK		UNK
होते		wA		UNK
हैं		hE		UNK
तो		UNK		UNK
यह		0		UNK
साबित		UNK		0
होता		wA		0
है		hE		UNK
कि		UNK		UNK
कांग्रेस		0		0
क्रांतिकारियों		0		0
के		UNK		UNK
योगदान		0		0
की		UNK		UNK
अनसुनी		UNK		0
कर		0		UNK
रही		yA		UNK
है		hE		UNK
और		UNK		0
केवल		UNK		UNK
एक		UNK		UNK
ही		UNK		UNK
परिवार		0		0
के		UNK		UNK
योगदान		0		0
की		UNK		UNK
बात		0		0
कर		0		UNK
रही		yA		UNK
है		hE		UNK
।		UNK		UNK
मल्होत्रा		0		0
ने		UNK		UNK
मांग		0		0
की		yA		UNK
कि		UNK		UNK
संसद		0		0
के		UNK		UNK
सेंट्रल		0		0
हाल		0		0
में		UNK		UNK
उस		UNK		0
जगह		0		UNK
पर		UNK		UNK
यादगार		0		0
के		UNK		UNK
तौर		UNK		0
पर		UNK		UNK
एक		UNK		UNK
पट्टिका		0		0
लगाई		yA		0
जाए		eM		0
जहां		UNK		0
से		UNK		0
भगत		0		0
सिंह		0		0
और		UNK		0
उनके		kA		UNK
दो		UNK		UNK
साथी		0		0
क्रांतिकारियों		0		0
ने		UNK		UNK
बम		0		UNK
फेंका		yA		UNK
था		WA		0
और		UNK		0
जहां		UNK		0
पर		UNK		UNK
बम		0		UNK
गिरा		yA		0
था		WA		0
।		UNK		UNK
उन्होंने		ne		UNK
संसद		0		0
में		UNK		UNK
भगत		0		UNK
सिंह		0		0
की		UNK		UNK
एक		UNK		UNK
तस्वीर		0		0
लगाने		nA		0
की		UNK		UNK
भी		UNK		UNK
मांग		0		0
की		yA		UNK
।		UNK		UNK
NULL		UNK		UNK
गौरतलब		UNK		0
है		hE		UNK
कि		UNK		UNK
तीनों		UNK		0
क्रांतिकारियों		0		0
को		UNK		UNK
२३		0		0
मार्च		0		0
,		UNK		UNK
१९३१		0		0
में		UNK		UNK
फांसी		0		0
दे		0		UNK
दी		yA		UNK
गई		yA1		UNK
थी		WA		0
।		UNK		UNK
भारतीय		UNK		0
डाक		0		0
,		UNK		UNK
दांडी		0		0
मार्च		0		0
,		UNK		UNK
अलबर्ट		0		0
आइंस्टाइन		0		0
और		UNK		0
बंगाल		0		0
विभाजन		0		0
की		UNK		UNK
वर्षगांठ		0		0
मनाने		nA		0
की		UNK		UNK
सरकार		0		0
की		UNK		UNK
योजना		0		0
का		UNK		0
उल्लेख		0		UNK
करते		wA		UNK
हुए		yA		UNK
मल्होत्रा		0		0
ने		UNK		UNK
कहा		yA		0
कि		UNK		UNK
'		UNK		UNK
यह		0		UNK
बड़े		UNK		UNK
ही		UNK		UNK
दुख		0		0
की		UNK		UNK
बात		0		0
है		hE		UNK
कि		UNK		UNK
सरकार		0		0
ने		UNK		UNK
इन		UNK		0
समारोह		0		0
योजनाओं		0		0
में		UNK		UNK
भगत		0		UNK
सिंह		0		0
की		UNK		UNK
शहादत		0		0
की		UNK		UNK
७५वीं		UNK		0
वर्षगांठ		0		0
को		UNK		UNK
शामिल		UNK		0
नहीं		UNK		UNK
किया		yA		0
।		UNK		UNK
निगम		0		0
ने		UNK		UNK
19		UNK		UNK
बैचों		0		UNK
के		UNK		UNK
हिसाब		0		0
से		UNK		UNK
यात्रा		0		0
का		UNK		0
अनुमानित		UNK		0
कार्यक्रम		0		0
भी		UNK		UNK
भारत		0		0
सरकार		0		0
को		UNK		UNK
भेजा		yA		0
है		hE		UNK
।		UNK		UNK
इसमें		meM		0
सुझाव		0		0
दिया		yA		0
गया		yA1		0
है		hE		UNK
कि		UNK		UNK
यदि		UNK		0
पहला		UNK		0
यात्री		0		0
दल		0		0
25		0		UNK
मई		0		0
को		UNK		UNK
दिल्ली		0		0
से		UNK		UNK
गंतव्य		0		0
के		UNK		UNK
लिए		UNK		0
रवाना		UNK		0
हो		0		UNK
जाए		eM		0
तो		UNK		UNK
6		0		UNK
अक्तूबर		0		0
को		UNK		UNK
आखिरी		UNK		0
यानि		UNK		0
उन्नीसवां		UNK		0
दल		0		0
दिल्ली		0		0
वापस		UNK		0
भी		UNK		UNK
लौट		0		0
जाएगा		gA		0
।		UNK		UNK
मालूम		UNK		0
हो		0		UNK
कि		UNK		UNK
अभी		UNK		UNK
तक		UNK		UNK
इस		UNK		0
यात्रा		0		0
में		UNK		UNK
16		UNK		UNK
बैच		0		0
ही		UNK		UNK
भेजे		yA		UNK
जाते		wA		0
रहे		yA		UNK
हैं		hE		UNK
।		UNK		UNK
विगत		UNK		0
12		0		UNK
अप्रैल		0		0
को		UNK		UNK
पिथौरागढ़		0		0
में		UNK		UNK
जिलाधिकारी		0		0
की		UNK		UNK
अध्यक्षता		0		0
में		UNK		UNK
संपन्न		UNK		0
हुई		yA		0
बैठक		0		0
में		UNK		UNK
लिए		yA		0
गए		yA1		UNK
फैसले		0		0
के		UNK		UNK
अनुसार		UNK		0
यात्रा		0		0
में		UNK		UNK
17वें		UNK		UNK
दल		0		0
को		UNK		UNK
शामिल		UNK		0
करने		nA		UNK
का		UNK		0
प्रस्ताव		0		0
भारत		0		0
सरकार		0		0
को		UNK		UNK
भेजा		yA		0
गया		yA1		0
है		hE		UNK
।		UNK		UNK
इस		0		0
पर		UNK		UNK
भी		UNK		UNK
अंतिम		UNK		0
फैसला		0		0
नहीं		UNK		UNK
हो		0		UNK
पाया		yA		0
है		hE		UNK
।		UNK		UNK
इस		UNK		0
बीच		UNK		0
चीन		0		0
सरकार		0		0
की		UNK		UNK
ओर		UNK		UNK
से		UNK		0
तीन		UNK		0
बैच		0		0
बढ़ाने		nA		0
का		UNK		0
प्रस्ताव		0		0
भी		UNK		UNK
निगम		0		0
के		UNK		UNK
पास		UNK		0
आ		0		UNK
चुका		yA		0
है		hE		UNK
।		UNK		UNK
अब		UNK		UNK
निगम		0		0
को		UNK		UNK
भारत		0		0
तिब्बत		0		0
सीमा		0		0
पुलिस		0		0
की		UNK		UNK
मंजूरी		0		0
का		UNK		0
इंतजार		0		0
है		hE		UNK
।		UNK		UNK
यात्रियों		0		0
की		UNK		UNK
सुरक्षा		0		0
के		UNK		UNK
साथ		UNK		0
ही		UNK		UNK
संचार		0		0
और		UNK		0
चिकित्सा		0		0
का		UNK		0
जिम्मा		0		0
आईटीबीपी		0		0
पर		UNK		UNK
है		hE		UNK
।		UNK		UNK
आईटीबीपी		0		0
मिर्गी		0		0
कैंप		0		UNK
के		UNK		UNK
कार्यवाहक		UNK		0
कमान		0		0
अधिकारी		0		0
ने		UNK		UNK
इस		UNK		0
संबंध		0		0
में		UNK		UNK
पूछे		yA		UNK
जाने		nA		0
पर		UNK		UNK
कहा		yA		0
कि		UNK		UNK
इस		UNK		0
मामले		0		0
में		UNK		UNK
वे		0		UNK
कुछ		UNK		0
भी		UNK		UNK
नहीं		UNK		UNK
कह		0		UNK
सकते		wA		0
।		UNK		UNK
आईटीबीपी		0		0
मुख्यालय		0		0
से		UNK		0
ही		UNK		UNK
इस		UNK		0
संबंध		0		0
में		UNK		UNK
कोई		0		UNK
जानकारी		0		0
हासिल		UNK		0
की		yA		UNK
जा		0		0
सकती		wA		0
है		hE		UNK
।		UNK		UNK
तिलहन		0		0
के		UNK		UNK
उत्पादन		0		0
को		UNK		UNK
लेकर		kara		UNK
उद्योग		0		0
जगत		0		0
और		UNK		0
कृषि		0		0
मंत्रालय		0		0
एक		UNK		UNK
बार		0		0
फिर		UNK		0
अलग		UNK		0
-		UNK		UNK
अलग		UNK		UNK
दावे		0		0
कर		0		UNK
रहे		yA		UNK
हैं		hE		UNK
।		UNK		UNK
उद्योग		0		0
जगत		0		0
का		UNK		0
कहना		nA		0
है		hE		UNK
कि		UNK		UNK
इस		UNK		0
साल		0		0
खरीफ		0		0
सीजन		0		0
के		UNK		UNK
दौरान		UNK		0
तिलहन		0		0
का		UNK		0
उत्पादन		0		0
130		UNK		UNK
लाख		UNK		0
टन		0		UNK
होगा		gA		UNK
।		UNK		UNK
जबकि		UNK		0
कृषि		0		0
मंत्रालय		0		0
के		UNK		UNK
मुताबिक		UNK		0
इस		UNK		0
साल		0		0
तिलहन		0		0
का		UNK		0
उत्पादन		0		0
145.6		UNK		UNK
लाख		UNK		0
टन		0		UNK
रहने		nA		UNK
का		UNK		0
अनुमान		0		0
है		hE		UNK
,		UNK		UNK
जो		0		UNK
पिछले		UNK		0
साल		0		0
की		UNK		UNK
तुलना		UNK		0
में		UNK		UNK
करीब		UNK		0
2.5		UNK		UNK
फीसदी		0		0
कम		UNK		UNK
है		hE		UNK
।		UNK		UNK
लेकिन		UNK		UNK
उद्योग		0		0
का		UNK		0
कहना		nA		0
है		hE		UNK
कि		UNK		UNK
इस		UNK		0
साल		0		0
तिलहन		0		0
का		UNK		0
उत्पादन		0		0
पिछले		UNK		0
साल		0		0
की		UNK		UNK
तुलना		UNK		0
में		UNK		UNK
ज्यादा		UNK		0
होगा		gA		UNK
।		UNK		UNK
उद्योग		0		0
जगत		0		0
और		UNK		0
कृषि		0		0
मंत्रालय		0		0
ने		UNK		UNK
खरीफ		0		0
सीज़न		0		0
के		UNK		UNK
पहले		UNK		UNK
अग्रिम		UNK		0
अनुमानों		0		0
को		UNK		UNK
जारी		UNK		0
किया		yA		0
है		hE		UNK
।		UNK		UNK
तिलहन		0		0
उद्योग		0		0
और		UNK		0
ट्रेड		0		UNK
की		UNK		UNK
सबसे		UNK		0
बड़ी		UNK		UNK
संस्था		0		0
सेंट्रल		UNK		0
ऑर्गेनाइजेशन		0		0
फॉर		UNK		0
ऑयल		0		0
इंडस्ट्री		0		0
एंड		UNK		0
ट्रेड		0		UNK
यानि		UNK		0
कोइट		0		0
का		UNK		0
कहना		nA		0
है		hE		UNK
कि		UNK		UNK
इस		UNK		0
साल		0		0
तिलहन		0		0
का		UNK		0
उत्पादन		0		0
कम		UNK		UNK
रहने		nA		UNK
की		UNK		UNK
उम्मीद		0		0
की		yA		UNK
जा		0		0
रही		yA		UNK
है		hE		UNK
।		UNK		UNK
उद्योग		0		0
जगत		0		0
दावा		0		0
करता		wA		0
है		hE		UNK
कि		UNK		UNK
इस		UNK		0
खरीफ		0		0
सीज़न		0		0
के		UNK		UNK
दौरान		UNK		0
तिलहन		0		0
का		UNK		0
उत्पादन		0		0
पिछले		UNK		0
साल		0		0
की		UNK		UNK
तुलना		UNK		0
में		UNK		UNK
ज्यादा		UNK		0
होगा		gA		UNK
।		UNK		UNK
उद्योग		0		0
के		UNK		UNK
मुताबिक		UNK		0
इस		UNK		0
साल		0		0
तिलहन		0		0
उत्पादन		0		0
करीब		UNK		0
130.4		UNK		UNK
लाख		UNK		0
टन		0		UNK
होगा		gA		UNK
।		UNK		UNK
जो		0		UNK
पिछले		UNK		0
साल		0		0
के		UNK		UNK
उत्पादन		0		0
में		UNK		UNK
करीब		UNK		0
6.8		UNK		UNK
लाख		UNK		0
टन		0		UNK
ज्यादा		UNK		0
है		hE		UNK
।		UNK		UNK
पिछले		UNK		0
साल		0		0
तिलहन		0		0
का		UNK		0
उत्पादन		0		0
123		UNK		UNK
लाख		UNK		0
टन		0		UNK
हुआ		yA		0
था		WA		0
।		UNK		UNK
उद्योग		0		0
का		UNK		0
अनुमान		0		0
है		hE		UNK
कि		UNK		UNK
इस		UNK		0
साल		0		0
मूँगफली		0		0
का		UNK		0
उत्पादन		0		0
56.5		UNK		UNK
लाख		UNK		0
टन		0		UNK
NULL		UNK		UNK
और		UNK		0
सोयाबीन		0		0
का		UNK		0
उत्पादन		0		0
53.6		UNK		UNK
लाख		UNK		0
टन		0		UNK
होगा		gA		UNK
।		UNK		UNK
जबकि		UNK		0
पिछले		UNK		0
साल		0		0
मूँगफली		0		0
का		UNK		0
उत्पादन		0		0
44.5		UNK		UNK
NULL		UNK		UNK
और		UNK		0
सोयाबीन		0		0
का		UNK		0
उत्पादन		0		0
58.5		UNK		UNK
लाख		UNK		0
टन		0		UNK
हुआ		yA		0
था		WA		0
।		UNK		UNK
कृषि		0		0
मंत्रालय		0		0
उद्योग		0		0
जगत		0		0
के		UNK		UNK
इन		UNK		0
आँकड़ों		0		UNK
से		UNK		UNK
इत्तेफाक		0		0
नहीं		UNK		UNK
रखता		wA		0
है		hE		UNK
और		UNK		0
उसके		ke		0
मुताबिक		UNK		0
इस		UNK		0
साल		0		0
तिहलन		0		0
उत्पादन		0		0
में		UNK		UNK
करीब		UNK		0
2.5		UNK		UNK
फीसदी		0		0
की		UNK		UNK
कमी		0		UNK
आ		0		UNK
सकती		wA		0
है		hE		UNK
।		UNK		UNK
इस		UNK		0
साल		0		0
महाराष्ट्र		0		0
और		UNK		0
गुजरात		0		0
में		UNK		UNK
ज्यादा		UNK		0
बारिश		0		0
का		UNK		0
असर		0		0
तिलहन		0		0
उत्पादन		0		0
पर		UNK		UNK
पड़ा		yA		0
है		hE		UNK
।		UNK		UNK
पिछले		UNK		0
साल		0		0
149.4		UNK		UNK
लाख		UNK		0
टन		0		UNK
तिलहन		0		0
का		UNK		0
उत्पादन		0		0
हुआ		yA		0
था		WA		0
।		UNK		UNK
मंत्रालय		0		0
का		UNK		0
कहना		nA		0
है		hE		UNK
कि		UNK		UNK
इस		UNK		0
साल		0		0
मूँगफली		0		0
का		UNK		0
उत्पादन		0		0
59.4		UNK		UNK
लाख		UNK		0
टन		0		UNK
NULL		UNK		UNK
और		UNK		0
सोयाबीन		0		0
का		UNK		0
65.8		UNK		UNK
लाख		UNK		0
टन		0		UNK
होने		nA		UNK
की		UNK		UNK
संभावना		0		0
है		hE		UNK
।		UNK		UNK
बैजोरिया		0		0
का		UNK		0
कहना		nA		0
है		hE		UNK
कि		UNK		UNK
इन		UNK		0
आँकड़ों		0		UNK
में		UNK		UNK
अंतर		0		0
का		UNK		0
असर		0		0
तिलहन		0		0
की		UNK		UNK
कीमतों		0		UNK
पर		UNK		UNK
नहीं		UNK		UNK
पड़ता		wA		0
है		hE		UNK
।		UNK		UNK
उनका		kA		0
कहना		nA		0
है		hE		UNK
कि		UNK		UNK
उनके		ke		UNK
पास		UNK		0
ये		UNK		UNK
आँकड़ें		0		UNK
स्थानीय		UNK		0
स्तर		0		0
पर		UNK		UNK
आते		wA		0
हैं		hE		UNK
जो		0		UNK
पूरी		UNK		0
तरह		0		0
से		UNK		0
सही		UNK		UNK
होते		wA		UNK
