Word		Original_feature		Predicted_feature
جو		sg		sg
کل		sg		sg
شام		sg		sg
اپنے		sg		sg
مکان		sg		sg
مےں		UNK		sg
کام		sg		sg
کاج		sg		sg
کے		UNK		sg
دوران		sg		sg
برقی		any		sg
شاک		sg		sg
کی		sg		sg
زد		sg		sg
مےں		UNK		sg
آ		any		sg
گئی		sg		sg
۔		UNK		sg
لڑکی		sg		sg
کو		UNK		sg
فوری		any		sg
طور		sg		sg
پر		UNK		sg
قریبی		any		sg
ہاسپٹل		sg		sg
سے		UNK		sg
رجوع		sg		sg
کیا		sg		sg
گیا		sg		sg
جہاں		UNK		sg
دوران		sg		sg
علاج		sg		sg
وہ		sg		sg
فوت		sg		sg
ہو		any		sg
گئی		sg		sg
۔		UNK		sg
پولیس		sg		sg
نریڈ		sg		sg
میٹ		sg		sg
نے		UNK		sg
مقدمہ		sg		sg
درج		any		sg
کر		any		sg
لیا		sg		sg
ہے		sg		sg
اور		UNK		sg
تحقیقات		pl		sg
جاری		any		sg
ہےں		pl		sg
۔		UNK		sg
اےک		any		sg
شخص		sg		sg
نے		UNK		sg
مبینہ		any		sg
طور		sg		sg
پر		UNK		sg
اپنی		sg		sg
منگیتر		sg		sg
اور		UNK		sg
اس		sg		sg
کے		sg		sg
والدین		sg		sg
پر		UNK		sg
چاقو		sg		sg
سے		UNK		sg
حملہ		sg		sg
کر		any		sg
کے		sg		sg
زخمی		any		sg
کر		any		sg
دیا		sg		sg
۔		UNK		sg
پولیس		sg		sg
نے		UNK		sg
بتایا		sg		sg
کہ		UNK		sg
نوجوان		any		sg
لڑکی		sg		sg
کی		sg		sg
پاک_دامنی		sg		sg
پر		UNK		sg
شبہ		sg		sg
کرتے		any		sg
ہوئے		any		sg
حملہ		sg		sg
کیا		sg		sg
۔		UNK		sg
ڈی		sg		sg
بھارت		sg		sg
کرشنا		sg		sg
خانگی		any		sg
ملازم		sg		sg
جو		sg		sg
24		any		sg
سالہ		any		sg
خاتون		sg		sg
فروین		sg		sg
صنم		sg		sg
متعلم		any		sg
ایم		sg		sg
کام		sg		sg
سے		UNK		sg
عشق		sg		sg
کرتا		sg		sg
تھا		sg		sg
۔		UNK		sg
دونوں		pl		sg
کے		pl		sg
ارکان		pl		sg
خاندان		sg		sg
ان		pl		sg
کی		sg		sg
اس		sg		sg
سال		sg		sg
فبروری		sg		sg
مےں		UNK		sg
منگنی		sg		sg
کرنے		any		sg
کے		UNK		sg
بعد		sg		sg
شادی		sg		sg
سے		UNK		sg
اتفاق		sg		sg
کیا		sg		sg
تھا		sg		sg
اور		UNK		sg
21		sg		sg
مئی		sg		sg
کو		UNK		sg
شادی		sg		sg
مقرر		any		sg
تھی		sg		sg
۔		UNK		sg
تاہم		UNK		sg
بھارت		sg		sg
کرشنا		sg		sg
کو		UNK		sg
اپنی		sg		sg
منگیتر		sg		sg
کے		sg		sg
چال		sg		sg
و		UNK		sg
چلن		sg		sg
پر		UNK		sg
شبہ		sg		sg
ہوا		sg		sg
اور		UNK		sg
الزام		sg		sg
عائد		any		sg
کیا		sg		sg
کہ		UNK		sg
وہ		sg		sg
کسی		sg		sg
اور		any		sg
شخص		sg		sg
کے		UNK		sg
ساتھ		sg		sg
تعلقات		pl		sg
رکھتی		sg		sg
ہے		sg		sg
۔		UNK		sg
آج		sg		sg
شام		sg		sg
وہ		sg		sg
اپنی		sg		sg
منگیتر		sg		sg
کے		sg		sg
گھر		sg		sg
گیا		sg		sg
اور		UNK		sg
بحث		sg		sg
کرتے		any		sg
ہوئے		any		sg
اس		sg		sg
شخص		sg		sg
کا		sg		sg
نام		sg		sg
ظاہر		any		sg
کرنے		any		sg
کا		sg		sg
مطالبہ		sg		sg
کیا		sg		sg
اور		UNK		sg
کہا		sg		sg
کہ		UNK		sg
اس		sg		sg
کے		UNK		sg
ساتھ		sg		sg
ابھی		UNK		sg
چل		any		sg
کر		any		sg
شادی		sg		sg
کر		any		sg
لے		any		sg
لیکن		UNK		sg
خاتون		sg		sg
نے		UNK		sg
انکار		sg		sg
کیا		sg		sg
اور		UNK		sg
چیخ		sg		sg
و		UNK		sg
پکار		sg		sg
سن		any		sg
کر		any		sg
لڑکی		sg		sg
کے		sg		sg
والدین		pl		sg
اور		UNK		sg
دیگر		any		sg
ارکان		pl		sg
پہنچ		any		sg
گئے		pl		sg
NULL		UNK		sg
جس		sg		sg
پر		UNK		sg
برہم		any		sg
بھارت		sg		sg
نے		UNK		sg
لڑکی		sg		sg
اور		UNK		sg
اس		sg		sg
کے		sg		sg
والدین		pl		sg
پر		UNK		sg
چاقو		sg		sg
سے		UNK		sg
حملہ		sg		sg
کیا		sg		sg
۔		UNK		sg
لڑکی		sg		sg
کے		sg		sg
گردن		sg		sg
اور		UNK		sg
ہاتھ		sg		sg
پر		UNK		sg
شدید		any		sg
زخم		sg		sg
آئے		pl		sg
۔		UNK		sg
والدین		sg		sg
معمولی		any		sg
زخمی		sg		sg
ہوئے		pl		sg
ہےں		pl		sg
۔		UNK		sg
کرشنا		sg		sg
چلڈرنس		sg		sg
ہاسپٹل		sg		sg
لکڑی		sg		sg
کا		sg		sg
پل		sg		sg
پر		UNK		sg
عالمی		any		sg
یوم		sg		sg
دمہ		sg		sg
کے		sg		sg
موقع		sg		sg
پر		UNK		sg
3		sg		sg
مئی		sg		sg
کو		UNK		sg
صبح		sg		sg
8		any		sg
بجے		sg		sg
بچوں		pl		sg
کے		UNK		sg
لئے		UNK		sg
مفت		any		sg
دمہ		sg		sg
چیک		sg		sg
اپ		sg		sg
کیمپ		sg		sg
منعقد		any		sg
کیا		sg		sg
جائےگا		sg		sg
۔		UNK		sg
رجسٹریشن		sg		sg
کے		UNK		sg
لئے		UNK		sg
040		any		sg
-		UNK		sg
66838383		any		sg
پر		UNK		sg
کال		sg		sg
کریں		pl		sg
۔		UNK		sg
ڈی		sg		sg
سی		sg		sg
پی		any		sg
ساؤتھ		sg		sg
زون		sg		sg
کی		sg		sg
حیثیت		UNK		sg
سے		UNK		sg
مسٹر		UNK		sg
ونیت		sg		sg
برج		sg		sg
لال		sg		sg
نے		UNK		sg
آج		sg		sg
شام		sg		sg
اپنے		sg		sg
عہدے		sg		sg
کا		sg		sg
جائزہ		sg		sg
حاصل		sg		sg
کر		any		sg
لیا		sg		sg
۔		UNK		sg
ڈی		sg		sg
سی		sg		sg
پی		sg		sg
ساؤتھ		sg		sg
زون		sg		sg
مدھو		sg		sg
سدھن		sg		sg
ریڈی		sg		sg
کی		sg		sg
ترقی		sg		sg
کے		UNK		sg
بعد		sg		sg
وہ		sg		sg
انچارج		sg		sg
ڈی		sg		sg
سی		sg		sg
پی		sg		sg
کی		sg		sg
حیثیت		UNK		sg
سے		UNK		sg
خدمات		pl		sg
انجام		sg		sg
دے		any		sg
رہے		sg		sg
تھے		sg		sg
۔		UNK		sg
مسٹر		UNK		sg
ونیت		sg		sg
برج		sg		sg
لال		sg		sg
نے		UNK		sg
آج		sg		sg
ان		sg		sg
سے		UNK		sg
اپنے		sg		sg
عہدے		sg		sg
کا		sg		sg
جائزہ		sg		sg
حاصل		sg		sg
کر		any		sg
لیا		sg		sg
۔		UNK		sg
ونیت		sg		sg
برج		sg		sg
لال		sg		sg
وئیزاک		sg		sg
رورل		sg		sg
کے		sg		sg
ایس		sg		sg
پی		sg		sg
کی		sg		sg
حیثیت		UNK		sg
سے		UNK		sg
خدمات		pl		sg
انجام		sg		sg
دے		any		sg
رہے		sg		sg
تھے		sg		sg
۔		UNK		sg
چینائی		sg		sg
سوپر		sg		sg
کنگس		sg		sg
کے		sg		sg
بولرس		pl		sg
نے		UNK		sg
آج		sg		sg
بہترین		any		sg
مظاہرہ		sg		sg
کرتے		any		sg
ہوئے		any		sg
دکن		sg		sg
چارجرس		sg		sg
کے		UNK		sg
خلاف		any		sg
19		any		sg
رنز		sg		sg
سے		UNK		sg
کامیابی		sg		sg
یقینی		any		sg
بنائی		sg		sg
۔		UNK		sg
سوہال		sg		sg
نے		UNK		sg
24		any		sg
گیندوں		pl		sg
مےں		UNK		sg
جاریہ		any		sg
سیزن		sg		sg
کی		sg		sg
تیزترین		UNK		sg
نصف		any		sg
سنچری		sg		sg
بنائی		sg		sg
لیکن		UNK		sg
ان		sg		sg
کے		sg		sg
آوٹ		sg		sg
ہونے		any		sg
کے		UNK		sg
بعد		sg		sg
میچ		sg		sg
چینائی		sg		sg
سوپر		sg		sg
کنگس		sg		sg
کے		sg		sg
حق		sg		sg
مےں		UNK		sg
چلا		sg		sg
گیا		sg		sg
۔		UNK		sg
مقررہ		any		sg
20		any		sg
اوورس		pl		sg
مےں		UNK		sg
165		any		sg
رنز		sg		sg
بنانے		any		sg
کے		UNK		sg
بعد		sg		sg
ٹیم		sg		sg
نے		UNK		sg
حریف		any		sg
دکن		sg		sg
چارجرس		sg		sg
کو		UNK		sg
146		any		sg
/		UNK		sg
8		any		sg
پر		UNK		sg
محدود		any		sg
کر		any		sg
دیا		sg		sg
۔		UNK		sg
سریش		sg		sg
رائنا		sg		sg
نے		UNK		sg
چینائی		sg		sg
سوپر		sg		sg
کنگس		sg		sg
کے		UNK		sg
لئے		UNK		sg
59		any		sg
رنز		sg		sg
بنائے		sg		sg
جبکہ		UNK		sg
البی		sg		sg
مرکل		sg		sg
نے		UNK		sg
3		any		sg
وکٹس		sg		sg
حاصل		sg		sg
کئے		sg		sg
۔		UNK		sg
کامیابی		sg		sg
کے		UNK		sg
لئے		UNK		sg
166		any		sg
رنز		sg		sg
کا		sg		sg
تعاقب		sg		sg
کرتے		any		sg
ہوئے		any		sg
دفاعی		any		sg
چمپئین		sg		sg
دکن		sg		sg
چارجرس		sg		sg
نے		UNK		sg
اچھی		any		sg
شروعات		sg		sg
کی		sg		sg
لیکن		UNK		sg
بعد		sg		sg
مےں		UNK		sg
بیٹسمین		sg		sg
ناکام		any		sg
ہو		any		sg
۔		UNK		sg
اےک		any		sg
مرحلہ		sg		sg
پر		UNK		sg
دکن		sg		sg
چارجرس		sg		sg
کا		sg		sg
اسکور		sg		sg
6.4		any		sg
اوورس		sg		sg
مےں		UNK		sg
بنا		UNK		sg
کسی		sg		sg
نقصان		sg		sg
سے		UNK		sg
71		any		sg
رنز		sg		sg
ہو		any		sg
گیا		sg		sg
تھا		sg		sg
۔		UNK		sg
سوہال		sg		sg
نے		UNK		sg
24		any		sg
گیندوں		pl		sg
مےں		UNK		sg
جاریہ		any		sg
سیزن		sg		sg
کی		sg		sg
تیزترین		UNK		sg
نصف		any		sg
سنچری		sg		sg
بنائی		sg		sg
لیکن		UNK		sg
ان		sg		sg
کے		sg		sg
آوٹ		sg		sg
ہونے		any		sg
کے		UNK		sg
بعد		sg		sg
میچ		sg		sg
چینائی		sg		sg
سوپر		sg		sg
کنگس		sg		sg
کے		sg		sg
حق		sg		sg
مےں		UNK		sg
چلا		sg		sg
گیا		sg		sg
۔		UNK		sg
قبل_ازیں		UNK		sg
سریش		sg		sg
رائنا		sg		sg
کی		sg		sg
نصف		any		sg
سنچری		sg		sg
اور		UNK		sg
مرکل		sg		sg
کی		sg		sg
بہترین		any		sg
بالنگ		sg		sg
نے		UNK		sg
ٹیم		sg		sg
کی		sg		sg
کامیابی		sg		sg
کو		UNK		sg
یقینی		any		sg
بنایا		sg		sg
۔		UNK		sg
سریش		sg		sg
رائنا		sg		sg
نے		UNK		sg
فارم		sg		sg
مےں		UNK		sg
واپس		any		sg
ہوتے		any		sg
ہوئے		any		sg
6		any		sg
چوکوں		pl		sg
اور		UNK		sg
2		any		sg
چھکوں		pl		sg
کی		sg		sg
مدد		sg		sg
سے		UNK		sg
35		any		sg
گیندوں		pl		sg
مےں		UNK		sg
59		any		sg
رنز		sg		sg
بنائے		pl		sg
جبکہ		UNK		sg
مرکل		sg		sg
نے		UNK		sg
3		any		sg
وکٹس		sg		sg
حاصل		sg		sg
کئے		sg		sg
۔		UNK		sg
اس		sg		sg
کے		UNK		sg
علاوہ		UNK		sg
انہوں		sg		sg
نے		UNK		sg
چھ		any		sg
گیندوں		pl		sg
مےں		UNK		sg
تین		any		sg
چھکوں		pl		sg
کی		sg		sg
مدد		sg		sg
سے		UNK		sg
19		any		sg
رنز		sg		sg
بنائے		sg		sg
۔		UNK		sg
چینائی		sg		sg
سوپر		sg		sg
کنگس		sg		sg
نے		UNK		sg
آخری		any		sg
پانچ		any		sg
اوورس		sg		sg
مےں		UNK		sg
69		any		sg
رنز		sg		sg
بناتے		any		sg
ہوئے		any		sg
اسکور		sg		sg
کو		UNK		sg
165		any		sg
تک		UNK		sg
پہنچا		sg		sg
دیا		sg		sg
۔		UNK		sg
کپتان		sg		sg
مہیندر		sg		sg
سنگھ		sg		sg
دھونی		sg		sg
نے		UNK		sg
21		any		sg
رنز		sg		sg
بنائے		sg		sg
۔		UNK		sg
آندھراپردیش		sg		sg
ہائیکورٹ		sg		sg
نے		UNK		sg
قبرستان		sg		sg
چوکھنڈی		sg		sg
،		UNK		sg
شیخ		sg		sg
پیٹ		sg		sg
کی		sg		sg
موجودہ		any		sg
حالت		sg		sg
کے		UNK		sg
تعلق		UNK		sg
سے		UNK		sg
اےک		any		sg
رپورٹ		sg		sg
پیش		sg		sg
کرنے		any		sg
کی		sg		sg
سکریٹری		sg		sg
محکمہ		sg		sg
اقلیتی		sg		sg
بہبود		sg		sg
،		UNK		sg
اسپیشل		sg		sg
آفیسر		sg		sg
مجلس		sg		sg
بلدیہ		sg		sg
عظیم_تر		sg		sg
حیدرآباد		sg		sg
،		UNK		sg
چیف		sg		sg
ایگزیکیٹیو		sg		sg
آفیسر		sg		sg
اے		sg		sg
پی		sg		sg
اسٹیٹ		sg		sg
وقف		sg		sg
بورڈ		sg		sg
اور		UNK		sg
کمشنر		sg		sg
پولیس		sg		sg
حیدرآباد		sg		sg
کو		UNK		sg
ہدایت		sg		sg
دی		sg		sg
ہے		sg		sg
NULL		UNK		sg
اس		sg		sg
کے		UNK		sg
علاوہ		UNK		sg
انہیں		sg		sg
یہ		sg		sg
بھی		UNK		sg
ہدایت		sg		sg
دی		sg		sg
گئی		sg		sg
ہے		sg		sg
کہ		UNK		sg
وہ		sg		sg
قبرستان		sg		sg
چوکھنڈی		sg		sg
مےں		UNK		sg
جوں		UNK		sg
کا		UNK		sg
توں		UNK		sg
موقف		sg		sg
برقرار		any		sg
رکھنے		any		sg
کے		UNK		sg
تعلق		UNK		sg
سے		UNK		sg
عدالت		sg		sg
کے		sg		sg
احکام		sg		sg
کی		sg		sg
پابندی		sg		sg
کو		UNK		sg
یقینی		any		sg
بنائیں		pl		sg
۔		UNK		sg
چیف		sg		sg
جسٹس		sg		sg
مسٹر		UNK		sg
جسٹس		sg		sg
نثار		sg		sg
احمد		sg		sg
کاکرو		sg		sg
اور		UNK		sg
جسٹس		sg		sg
وی		sg		sg
وی		sg		sg
افضل		sg		sg
پورکر		sg		sg
پر		UNK		sg
مشتمل		any		sg
بنچ		sg		sg
نے		UNK		sg
یہ		sg		sg
ہدایت		sg		sg
جاری		any		sg
کی		sg		sg
۔		UNK		sg
تفصیلات		pl		sg
کے		UNK		sg
بموجب		UNK		sg
درخواست_گذار		sg		sg
و		UNK		sg
صدر		sg		sg
وقف		sg		sg
پراپرٹیز		sg		sg
پروٹیکشن		sg		sg
سوسائیٹی		sg		sg
جناب		UNK		sg
عثمان		sg		sg
بن		sg		sg
محمد		sg		sg
الہاجری		sg		sg
نے		UNK		sg
قبرستان		sg		sg
چوکھنڈی		sg		sg
شیخ_پیٹ		sg		sg
کی		sg		sg
بانڈری		sg		sg
و		UNK		sg
قبور		pl		sg
کو		UNK		sg
مسمار		any		sg
کرتے		any		sg
ہوئے		any		sg
سڑک		sg		sg
کی		sg		sg
تعمیر		sg		sg
کے		UNK		sg
خلاف		any		sg
عدالت		sg		sg
کا		sg		sg
دروازہ		sg		sg
کھٹکھٹایا		sg		sg
تھا		sg		sg
NULL		UNK		sg
جس		sg		sg
پر		UNK		sg
عدالت		sg		sg
کی		sg		sg
جانب		sg		sg
سے		UNK		sg
یہاں		sg		sg
جوں		UNK		sg
کا		UNK		sg
توں		UNK		sg
موقف		sg		sg
برقرار		any		sg
رکھنے		any		sg
کی		sg		sg
ہدایت		sg		sg
جاری		any		sg
کی		sg		sg
گئی		sg		sg
تھی		sg		sg
۔		UNK		sg
عدالت		sg		sg
کی		sg		sg
ہدایت		sg		sg
کے		UNK		sg
باوجود		UNK		sg
یہاں		sg		sg
بلدیہ		sg		sg
کی		sg		sg
جانب		sg		sg
سے		UNK		sg
سوچے		sg		sg
سمجھے		sg		sg
منصوبہ		sg		sg
کے		UNK		sg
تحت		UNK		sg
مذکورہ		any		sg
سڑک		sg		sg
کی		sg		sg
تعمیر		sg		sg
کا		sg		sg
کام		sg		sg
جاری		any		sg
رکھا		sg		sg
گیا		sg		sg
تھا		sg		sg
۔		UNK		sg
رات		sg		sg
مےں		UNK		sg
بھی		UNK		sg
تعمیری		any		sg
کام		sg		sg
جاری		any		sg
رکھا		sg		sg
گیا		sg		sg
اور		UNK		sg
راستہ		sg		sg
کو		UNK		sg
عوام		sg		sg
کے		UNK		sg
لئے		UNK		sg
کھولنے		any		sg
کی		sg		sg
کوشش		sg		sg
کی		sg		sg
گئی		sg		sg
تھی		sg		sg
۔		UNK		sg
اس		sg		sg
پر		UNK		sg
عثمان		sg		sg
بن		sg		sg
محمد		sg		sg
الہاجری		sg		sg
نے		UNK		sg
اےک		any		sg
درخواست		sg		sg
ہائیکورٹ		sg		sg
مےں		UNK		sg
داخل		sg		sg
کرتے		any		sg
ہوئے		any		sg
استدعا		sg		sg
کی		sg		sg
تھی		sg		sg
کہ		UNK		sg
مذکورہ		any		sg
قبرستان		sg		sg
کی		sg		sg
حصاربندی		sg		sg
کرتے		any		sg
ہوئے		any		sg
اس		sg		sg
کے		sg		sg
تقدس		sg		sg
کا		sg		sg
تحفظ		sg		sg
کیا		sg		sg
جائے		sg		sg
۔		UNK		sg
عثمان		sg		sg
الہاجری		sg		sg
کی		sg		sg
جانب		sg		sg
سے		UNK		sg
سید		sg		sg
کریم		sg		sg
الدین		sg		sg
شکیل		sg		sg
ایڈوکیٹ		sg		sg
نے		UNK		sg
عدالت		sg		sg
کو		UNK		sg
تفصیلات		pl		sg
سے		UNK		sg
آگاہ		any		sg
کیا		sg		sg
NULL		UNK		sg
جس		sg		sg
پر		UNK		sg
عدالت		sg		sg
نے		UNK		sg
سخت		any		sg
نوٹ		sg		sg
لیتے		any		sg
ہوئے		any		sg
گریٹر		sg		sg
حیدرآباد		sg		sg
میونسپل		sg		sg
کارپوریشن		sg		sg
،		UNK		sg
میناریٹی		sg		sg
ویلفیر		sg		sg
ڈپاٹمنٹ		sg		sg
،		UNK		sg
وقف		sg		sg
بورڈ		sg		sg
اور		UNK		sg
کمشنر		sg		sg
پولیس		sg		sg
کو		UNK		sg
حکم		sg		sg
دیا		sg		sg
کہ		UNK		sg
وہ		sg		sg
عدالتی		any		sg
احکام		pl		sg
کے		UNK		sg
تحت		UNK		sg
جوں		UNK		sg
کا		UNK		sg
توں		UNK		sg
موقف		sg		sg
برقرار		any		sg
رکھے		any		sg
جانے		any		sg
کو		UNK		sg
یقینی		any		sg
بنائیں		pl		sg
اور		UNK		sg
آئندہ		any		sg
تاریخ		sg		sg
سماعت		sg		sg
تک		UNK		sg
عدالت		sg		sg
مےں		UNK		sg
مقام		sg		sg
مذکور		sg		sg
کا		sg		sg
معائنہ		sg		sg
کرتے		any		sg
ہوئے		any		sg
تفصیلی		any		sg
رپورٹ		sg		sg
پیش		sg		sg
کریں		pl		sg
۔		UNK		sg
یہ		sg		sg
واضح		any		sg
کرتے		sg		sg
ہوئے		sg		sg
کہ		UNK		sg
صدر		sg		sg
بارک		sg		sg
اوباما		sg		sg
ہند		sg		sg
-		UNK		sg
امریکہ		sg		sg
تعلقات		pl		sg
کو		UNK		sg
ایشیا		sg		sg
مےں		UNK		sg
امریکہ		sg		sg
کے		UNK		sg
لئے		UNK		sg
اہمیت		sg		sg
کا		sg		sg
حامل		sg		sg
سمجھتے		pl		sg
ہےں		pl		sg
وائیٹ		sg		sg
ہاوز		sg		sg
نے		UNK		sg
آج		sg		sg
کہا		sg		sg
کہ		UNK		sg
امریکہ		sg		sg
ہندوستان		sg		sg
کے		UNK		sg
ساتھ		sg		sg
اپنے		any		sg
تعلقات		pl		sg
کو		UNK		sg
مزید		any		sg
گیرائی		sg		sg
عطا		sg		sg
کرنے		any		sg
کے		UNK		sg
تعلق		UNK		sg
سے		UNK		sg
پابند		sg		sg
ہے		sg		sg
اور		UNK		sg
وہ		sg		sg
ہندوستان		sg		sg
کے		UNK		sg
ساتھ		sg		sg
اپنی		any		sg
ترجیحات		pl		sg
جاری		any		sg
رکھےگا		sg		sg
۔		UNK		sg
وائیٹ		sg		sg
ہاوز		sg		sg
کے		sg		sg
پریس		sg		sg
سکریٹری		sg		sg
مسٹر		UNK		sg
جے		sg		sg
کارنی		sg		sg
نے		UNK		sg
پی		sg		sg
ٹی		sg		sg
آئی		sg		sg
سے		UNK		sg
بات_چیت		sg		sg
کرتے		sg		sg
ہوئے		sg		sg
کہا		sg		sg
کہ		UNK		sg
صدر		sg		sg
اوباما		sg		sg
ہندوستانی		any		sg
عوام		sg		sg
کا		sg		sg
احترام		sg		sg
کرتے		sg		sg
ہےں		sg		sg
اور		UNK		sg
وزیر		sg		sg
اعظم		sg		sg
