Word		Original_feature		Predicted_feature
کام		o		UNK
کاج		o		UNK
کے		UNK		UNK
دوران		d		UNK
برقی		o		UNK
شاک		o		UNK
کی		d		UNK
زد		o		UNK
مےں		UNK		UNK
آ		UNK		UNK
گئی		UNK		UNK
۔		UNK		UNK
لڑکی		o		UNK
کو		UNK		UNK
فوری		o		UNK
طور		o		UNK
پر		UNK		UNK
قریبی		o		UNK
ہاسپٹل		o		UNK
سے		UNK		UNK
رجوع		d		UNK
کیا		UNK		UNK
گیا		UNK		UNK
جہاں		d		UNK
دوران		d		UNK
علاج		d		UNK
وہ		d		UNK
فوت		d		UNK
ہو		UNK		UNK
گئی		UNK		UNK
۔		UNK		UNK
پولیس		d		UNK
نریڈ		d		UNK
میٹ		o		UNK
نے		UNK		UNK
مقدمہ		d		UNK
درج		UNK		UNK
کر		UNK		UNK
لیا		UNK		UNK
ہے		UNK		UNK
اور		UNK		UNK
تحقیقات		d		UNK
جاری		UNK		UNK
ہےں		UNK		UNK
۔		UNK		UNK
اےک		any		UNK
شخص		o		UNK
نے		UNK		UNK
مبینہ		o		UNK
طور		o		UNK
پر		UNK		UNK
اپنی		o		UNK
منگیتر		o		UNK
اور		UNK		UNK
اس		o		UNK
کے		o		UNK
والدین		o		UNK
پر		UNK		UNK
چاقو		o		UNK
سے		UNK		UNK
حملہ		d		UNK
کر		UNK		UNK
کے		o		UNK
زخمی		UNK		UNK
کر		UNK		UNK
دیا		UNK		UNK
۔		UNK		UNK
پولیس		o		UNK
نے		UNK		UNK
بتایا		UNK		UNK
کہ		UNK		UNK
نوجوان		o		UNK
لڑکی		o		UNK
کی		o		UNK
پاک_دامنی		o		UNK
پر		UNK		UNK
شبہ		d		UNK
کرتے		UNK		UNK
ہوئے		UNK		UNK
حملہ		d		UNK
کیا		UNK		UNK
۔		UNK		UNK
ڈی		d		UNK
بھارت		d		UNK
کرشنا		d		UNK
خانگی		d		UNK
ملازم		d		UNK
جو		d		UNK
24		any		UNK
سالہ		d		UNK
خاتون		d		UNK
فروین		d		UNK
صنم		o		UNK
متعلم		o		UNK
ایم		d		UNK
کام		o		UNK
سے		UNK		UNK
عشق		d		UNK
کرتا		UNK		UNK
تھا		UNK		UNK
۔		UNK		UNK
دونوں		o		UNK
کے		d		UNK
ارکان		d		UNK
خاندان		d		UNK
ان		o		UNK
کی		d		UNK
اس		d		UNK
سال		d		UNK
فبروری		o		UNK
مےں		UNK		UNK
منگنی		o		UNK
کرنے		o		UNK
کے		UNK		UNK
بعد		d		UNK
شادی		o		UNK
سے		UNK		UNK
اتفاق		d		UNK
کیا		UNK		UNK
تھا		UNK		UNK
اور		UNK		UNK
21		d		UNK
مئی		o		UNK
کو		UNK		UNK
شادی		d		UNK
مقرر		UNK		UNK
تھی		UNK		UNK
۔		UNK		UNK
تاہم		UNK		UNK
بھارت		d		UNK
کرشنا		o		UNK
کو		UNK		UNK
اپنی		o		UNK
منگیتر		o		UNK
کے		d		UNK
چال		o		UNK
و		UNK		UNK
چلن		o		UNK
پر		UNK		UNK
شبہ		d		UNK
ہوا		UNK		UNK
اور		UNK		UNK
الزام		d		UNK
عائد		UNK		UNK
کیا		UNK		UNK
کہ		UNK		UNK
وہ		d		UNK
کسی		o		UNK
اور		o		UNK
شخص		o		UNK
کے		UNK		UNK
ساتھ		d		UNK
تعلقات		d		UNK
رکھتی		UNK		UNK
ہے		UNK		UNK
۔		UNK		UNK
آج		d		UNK
شام		d		UNK
وہ		d		UNK
اپنی		o		UNK
منگیتر		o		UNK
کے		d		UNK
گھر		d		UNK
گیا		UNK		UNK
اور		UNK		UNK
بحث		o		UNK
کرتے		UNK		UNK
ہوئے		UNK		UNK
اس		o		UNK
شخص		o		UNK
کا		d		UNK
نام		o		UNK
ظاہر		o		UNK
کرنے		o		UNK
کا		d		UNK
مطالبہ		o		UNK
کیا		UNK		UNK
اور		UNK		UNK
کہا		UNK		UNK
کہ		UNK		UNK
اس		o		UNK
کے		UNK		UNK
ساتھ		d		UNK
ابھی		d		UNK
چل		UNK		UNK
کر		UNK		UNK
شادی		d		UNK
کر		UNK		UNK
لے		UNK		UNK
لیکن		UNK		UNK
خاتون		o		UNK
نے		UNK		UNK
انکار		d		UNK
کیا		UNK		UNK
اور		UNK		UNK
چیخ		o		UNK
و		UNK		UNK
پکار		o		UNK
سن		UNK		UNK
کر		UNK		UNK
لڑکی		o		UNK
کے		d		UNK
والدین		o		UNK
اور		UNK		UNK
دیگر		d		UNK
ارکان		o		UNK
پہنچ		UNK		UNK
گئے		UNK		UNK
NULL		UNK		UNK
جس		o		UNK
پر		UNK		UNK
برہم		o		UNK
بھارت		o		UNK
نے		UNK		UNK
لڑکی		o		UNK
اور		UNK		UNK
اس		o		UNK
کے		o		UNK
والدین		o		UNK
پر		UNK		UNK
چاقو		o		UNK
سے		UNK		UNK
حملہ		d		UNK
کیا		UNK		UNK
۔		UNK		UNK
لڑکی		o		UNK
کے		d		UNK
گردن		o		UNK
اور		UNK		UNK
ہاتھ		o		UNK
پر		UNK		UNK
شدید		d		UNK
زخم		d		UNK
آئے		UNK		UNK
۔		UNK		UNK
والدین		o		UNK
معمولی		d		UNK
زخمی		d		UNK
ہوئے		UNK		UNK
ہےں		UNK		UNK
۔		UNK		UNK
کرشنا		d		UNK
چلڈرنس		d		UNK
ہاسپٹل		d		UNK
لکڑی		d		UNK
کا		d		UNK
پل		o		UNK
پر		UNK		UNK
عالمی		o		UNK
یوم		d		UNK
دمہ		o		UNK
کے		o		UNK
موقع		o		UNK
پر		UNK		UNK
3		d		UNK
مئی		o		UNK
کو		UNK		UNK
صبح		d		UNK
8		any		UNK
بجے		d		UNK
بچوں		o		UNK
کے		UNK		UNK
لئے		UNK		UNK
مفت		d		UNK
دمہ		o		UNK
چیک		d		UNK
اپ		o		UNK
کیمپ		d		UNK
منعقد		UNK		UNK
کیا		UNK		UNK
جائےگا		UNK		UNK
۔		UNK		UNK
رجسٹریشن		o		UNK
کے		UNK		UNK
لئے		UNK		UNK
040		any		UNK
-		UNK		UNK
66838383		any		UNK
پر		UNK		UNK
کال		d		UNK
کریں		UNK		UNK
۔		UNK		UNK
ڈی		d		UNK
سی		d		UNK
پی		UNK		UNK
ساؤتھ		d		UNK
زون		d		UNK
کی		o		UNK
حیثیت		o		UNK
سے		UNK		UNK
مسٹر		UNK		UNK
ونیت		d		UNK
برج		d		UNK
لال		o		UNK
نے		UNK		UNK
آج		d		UNK
شام		d		UNK
اپنے		o		UNK
عہدے		o		UNK
کا		d		UNK
جائزہ		d		UNK
حاصل		d		UNK
کر		UNK		UNK
لیا		UNK		UNK
۔		UNK		UNK
ڈی		d		UNK
سی		d		UNK
پی		d		UNK
ساؤتھ		d		UNK
زون		d		UNK
مدھو		d		UNK
سدھن		d		UNK
ریڈی		o		UNK
کی		o		UNK
ترقی		o		UNK
کے		UNK		UNK
بعد		d		UNK
وہ		d		UNK
انچارج		d		UNK
ڈی		d		UNK
سی		d		UNK
پی		0		UNK
کی		o		UNK
حیثیت		o		UNK
سے		UNK		UNK
خدمات		d		UNK
انجام		d		UNK
دے		UNK		UNK
رہے		UNK		UNK
تھے		UNK		UNK
۔		UNK		UNK
مسٹر		UNK		UNK
ونیت		d		UNK
برج		d		UNK
لال		o		UNK
نے		UNK		UNK
آج		d		UNK
ان		o		UNK
سے		UNK		UNK
اپنے		o		UNK
عہدے		o		UNK
کا		d		UNK
جائزہ		d		UNK
حاصل		d		UNK
کر		UNK		UNK
لیا		UNK		UNK
۔		UNK		UNK
ونیت		d		UNK
برج		d		UNK
لال		d		UNK
وئیزاک		d		UNK
رورل		o		UNK
کے		o		UNK
ایس		d		UNK
پی		o		UNK
کی		o		UNK
حیثیت		o		UNK
سے		UNK		UNK
خدمات		d		UNK
انجام		d		UNK
دے		UNK		UNK
رہے		UNK		UNK
تھے		UNK		UNK
۔		UNK		UNK
چینائی		d		UNK
سوپر		d		UNK
کنگس		o		UNK
کے		o		UNK
بولرس		o		UNK
نے		UNK		UNK
آج		d		UNK
بہترین		d		UNK
مظاہرہ		d		UNK
کرتے		UNK		UNK
ہوئے		UNK		UNK
دکن		d		UNK
چارجرس		o		UNK
کے		UNK		UNK
خلاف		d		UNK
19		any		UNK
رنز		o		UNK
سے		UNK		UNK
کامیابی		d		UNK
یقینی		UNK		UNK
بنائی		UNK		UNK
۔		UNK		UNK
سوہال		o		UNK
نے		UNK		UNK
24		any		UNK
گیندوں		o		UNK
مےں		UNK		UNK
جاریہ		o		UNK
سیزن		o		UNK
کی		d		UNK
تیزترین		UNK		UNK
نصف		d		UNK
سنچری		d		UNK
بنائی		UNK		UNK
لیکن		UNK		UNK
ان		o		UNK
کے		o		UNK
آوٹ		o		UNK
ہونے		o		UNK
کے		UNK		UNK
بعد		d		UNK
میچ		o		UNK
چینائی		d		UNK
سوپر		d		UNK
کنگس		o		UNK
کے		o		UNK
حق		o		UNK
مےں		UNK		UNK
چلا		UNK		UNK
گیا		UNK		UNK
۔		UNK		UNK
مقررہ		d		UNK
20		any		UNK
اوورس		o		UNK
مےں		UNK		UNK
165		any		UNK
رنز		d		UNK
بنانے		o		UNK
کے		UNK		UNK
بعد		d		UNK
ٹیم		o		UNK
نے		UNK		UNK
حریف		d		UNK
دکن		d		UNK
چارجرس		o		UNK
کو		UNK		UNK
146		any		UNK
/		UNK		UNK
8		any		UNK
پر		UNK		UNK
محدود		UNK		UNK
کر		UNK		UNK
دیا		UNK		UNK
۔		UNK		UNK
سریش		d		UNK
رائنا		o		UNK
نے		UNK		UNK
چینائی		d		UNK
سوپر		d		UNK
کنگس		o		UNK
کے		UNK		UNK
لئے		UNK		UNK
59		any		UNK
رنز		d		UNK
بنائے		UNK		UNK
جبکہ		UNK		UNK
البی		d		UNK
مرکل		o		UNK
نے		UNK		UNK
3		any		UNK
وکٹس		d		UNK
حاصل		d		UNK
کئے		UNK		UNK
۔		UNK		UNK
کامیابی		o		UNK
کے		UNK		UNK
لئے		UNK		UNK
166		any		UNK
رنز		o		UNK
کا		d		UNK
تعاقب		d		UNK
کرتے		UNK		UNK
ہوئے		UNK		UNK
دفاعی		d		UNK
چمپئین		d		UNK
دکن		o		UNK
چارجرس		o		UNK
نے		UNK		UNK
اچھی		d		UNK
شروعات		d		UNK
کی		UNK		UNK
لیکن		UNK		UNK
بعد		d		UNK
مےں		UNK		UNK
بیٹسمین		d		UNK
ناکام		UNK		UNK
ہو		UNK		UNK
۔		UNK		UNK
اےک		any		UNK
مرحلہ		o		UNK
پر		UNK		UNK
دکن		d		UNK
چارجرس		o		UNK
کا		d		UNK
اسکور		d		UNK
6.4		any		UNK
اوورس		o		UNK
مےں		UNK		UNK
بنا		UNK		UNK
کسی		o		UNK
نقصان		o		UNK
سے		UNK		UNK
71		any		UNK
رنز		d		UNK
ہو		UNK		UNK
گیا		UNK		UNK
تھا		UNK		UNK
۔		UNK		UNK
سوہال		o		UNK
نے		UNK		UNK
24		any		UNK
گیندوں		o		UNK
مےں		UNK		UNK
جاریہ		o		UNK
سیزن		o		UNK
کی		d		UNK
تیزترین		UNK		UNK
نصف		d		UNK
سنچری		d		UNK
بنائی		UNK		UNK
لیکن		UNK		UNK
ان		o		UNK
کے		o		UNK
آوٹ		o		UNK
ہونے		o		UNK
کے		UNK		UNK
بعد		d		UNK
میچ		o		UNK
چینائی		d		UNK
سوپر		d		UNK
کنگس		o		UNK
کے		o		UNK
حق		o		UNK
مےں		UNK		UNK
چلا		UNK		UNK
گیا		UNK		UNK
۔		UNK		UNK
قبل_ازیں		UNK		UNK
سریش		d		UNK
رائنا		o		UNK
کی		d		UNK
نصف		o		UNK
سنچری		o		UNK
اور		UNK		UNK
مرکل		o		UNK
کی		o		UNK
بہترین		o		UNK
بالنگ		o		UNK
نے		UNK		UNK
ٹیم		o		UNK
کی		o		UNK
کامیابی		o		UNK
کو		UNK		UNK
یقینی		UNK		UNK
بنایا		UNK		UNK
۔		UNK		UNK
سریش		d		UNK
رائنا		o		UNK
نے		UNK		UNK
فارم		o		UNK
مےں		UNK		UNK
واپس		UNK		UNK
ہوتے		UNK		UNK
ہوئے		UNK		UNK
6		any		UNK
چوکوں		o		UNK
اور		UNK		UNK
2		any		UNK
چھکوں		o		UNK
کی		o		UNK
مدد		o		UNK
سے		UNK		UNK
35		any		UNK
گیندوں		o		UNK
مےں		UNK		UNK
59		any		UNK
رنز		d		UNK
بنائے		UNK		UNK
جبکہ		UNK		UNK
مرکل		o		UNK
نے		UNK		UNK
3		any		UNK
وکٹس		d		UNK
حاصل		d		UNK
کئے		UNK		UNK
۔		UNK		UNK
اس		o		UNK
کے		UNK		UNK
علاوہ		UNK		UNK
انہوں		o		UNK
نے		UNK		UNK
چھ		any		UNK
گیندوں		o		UNK
مےں		UNK		UNK
تین		any		UNK
چھکوں		o		UNK
کی		o		UNK
مدد		o		UNK
سے		UNK		UNK
19		any		UNK
رنز		d		UNK
بنائے		UNK		UNK
۔		UNK		UNK
چینائی		d		UNK
سوپر		d		UNK
کنگس		o		UNK
نے		UNK		UNK
آخری		o		UNK
پانچ		any		UNK
اوورس		o		UNK
مےں		UNK		UNK
69		any		UNK
رنز		o		UNK
بناتے		UNK		UNK
ہوئے		UNK		UNK
اسکور		o		UNK
کو		UNK		UNK
165		any		UNK
تک		UNK		UNK
پہنچا		UNK		UNK
دیا		UNK		UNK
۔		UNK		UNK
کپتان		d		UNK
مہیندر		d		UNK
سنگھ		d		UNK
دھونی		o		UNK
نے		UNK		UNK
21		any		UNK
رنز		d		UNK
بنائے		UNK		UNK
۔		UNK		UNK
آندھراپردیش		d		UNK
ہائیکورٹ		o		UNK
نے		UNK		UNK
قبرستان		d		UNK
چوکھنڈی		d		UNK
،		UNK		UNK
شیخ		d		UNK
پیٹ		o		UNK
کی		d		UNK
موجودہ		o		UNK
حالت		o		UNK
کے		UNK		UNK
تعلق		o		UNK
سے		UNK		UNK
اےک		any		UNK
رپورٹ		d		UNK
پیش		d		UNK
کرنے		o		UNK
کی		d		UNK
سکریٹری		d		UNK
محکمہ		d		UNK
اقلیتی		d		UNK
بہبود		o		UNK
،		UNK		UNK
اسپیشل		d		UNK
آفیسر		o		UNK
مجلس		d		UNK
بلدیہ		d		UNK
عظیم_تر		d		UNK
حیدرآباد		o		UNK
،		UNK		UNK
چیف		d		UNK
ایگزیکیٹیو		d		UNK
آفیسر		o		UNK
اے		d		UNK
پی		d		UNK
اسٹیٹ		d		UNK
وقف		d		UNK
بورڈ		o		UNK
اور		UNK		UNK
کمشنر		d		UNK
پولیس		d		UNK
حیدرآباد		o		UNK
کو		UNK		UNK
ہدایت		d		UNK
دی		UNK		UNK
ہے		UNK		UNK
NULL		UNK		UNK
اس		o		UNK
کے		UNK		UNK
علاوہ		UNK		UNK
انہیں		d		UNK
یہ		d		UNK
بھی		UNK		UNK
ہدایت		d		UNK
دی		UNK		UNK
گئی		UNK		UNK
ہے		UNK		UNK
کہ		UNK		UNK
وہ		d		UNK
قبرستان		d		UNK
چوکھنڈی		o		UNK
مےں		UNK		UNK
جوں		UNK		UNK
کا		UNK		UNK
توں		UNK		UNK
موقف		d		UNK
برقرار		d		UNK
رکھنے		o		UNK
کے		UNK		UNK
تعلق		o		UNK
سے		UNK		UNK
عدالت		o		UNK
کے		o		UNK
احکام		o		UNK
کی		o		UNK
پابندی		o		UNK
کو		UNK		UNK
یقینی		UNK		UNK
بنائیں		UNK		UNK
۔		UNK		UNK
چیف		d		UNK
جسٹس		d		UNK
مسٹر		UNK		UNK
جسٹس		d		UNK
نثار		d		UNK
احمد		d		UNK
کاکرو		o		UNK
اور		UNK		UNK
جسٹس		o		UNK
وی		d		UNK
وی		d		UNK
افضل		d		UNK
پورکر		o		UNK
پر		UNK		UNK
مشتمل		o		UNK
بنچ		o		UNK
نے		UNK		UNK
یہ		d		UNK
ہدایت		d		UNK
جاری		UNK		UNK
کی		UNK		UNK
۔		UNK		UNK
تفصیلات		o		UNK
کے		UNK		UNK
بموجب		UNK		UNK
درخواست_گذار		o		UNK
و		UNK		UNK
صدر		d		UNK
وقف		d		UNK
پراپرٹیز		d		UNK
پروٹیکشن		d		UNK
سوسائیٹی		o		UNK
جناب		UNK		UNK
عثمان		d		UNK
بن		d		UNK
محمد		d		UNK
الہاجری		o		UNK
نے		UNK		UNK
قبرستان		d		UNK
چوکھنڈی		d		UNK
شیخ_پیٹ		d		UNK
کی		d		UNK
بانڈری		o		UNK
و		UNK		UNK
قبور		o		UNK
کو		UNK		UNK
مسمار		UNK		UNK
کرتے		UNK		UNK
ہوئے		UNK		UNK
سڑک		o		UNK
کی		o		UNK
تعمیر		o		UNK
کے		UNK		UNK
خلاف		UNK		UNK
عدالت		o		UNK
کا		d		UNK
دروازہ		d		UNK
کھٹکھٹایا		UNK		UNK
تھا		UNK		UNK
NULL		UNK		UNK
جس		o		UNK
پر		UNK		UNK
عدالت		o		UNK
کی		o		UNK
جانب		o		UNK
سے		UNK		UNK
یہاں		d		UNK
جوں		UNK		UNK
کا		UNK		UNK
توں		UNK		UNK
موقف		o		UNK
برقرار		o		UNK
رکھنے		o		UNK
کی		d		UNK
ہدایت		d		UNK
جاری		UNK		UNK
کی		UNK		UNK
گئی		UNK		UNK
تھی		UNK		UNK
۔		UNK		UNK
عدالت		o		UNK
کی		o		UNK
ہدایت		o		UNK
کے		UNK		UNK
باوجود		UNK		UNK
یہاں		d		UNK
بلدیہ		o		UNK
کی		o		UNK
جانب		o		UNK
سے		UNK		UNK
سوچے		UNK		UNK
سمجھے		UNK		UNK
منصوبہ		o		UNK
کے		UNK		UNK
تحت		UNK		UNK
مذکورہ		o		UNK
سڑک		o		UNK
کی		o		UNK
تعمیر		o		UNK
کا		d		UNK
کام		d		UNK
جاری		UNK		UNK
رکھا		UNK		UNK
گیا		UNK		UNK
تھا		UNK		UNK
۔		UNK		UNK
رات		o		UNK
مےں		UNK		UNK
بھی		UNK		UNK
تعمیری		d		UNK
کام		d		UNK
جاری		UNK		UNK
رکھا		UNK		UNK
گیا		UNK		UNK
اور		UNK		UNK
راستہ		o		UNK
کو		UNK		UNK
عوام		o		UNK
کے		UNK		UNK
لئے		UNK		UNK
کھولنے		o		UNK
کی		d		UNK
کوشش		d		UNK
کی		UNK		UNK
گئی		UNK		UNK
تھی		UNK		UNK
۔		UNK		UNK
اس		o		UNK
پر		UNK		UNK
عثمان		d		UNK
بن		d		UNK
محمد		d		UNK
الہاجری		o		UNK
نے		UNK		UNK
اےک		any		UNK
درخواست		d		UNK
ہائیکورٹ		o		UNK
مےں		UNK		UNK
داخل		d		UNK
کرتے		UNK		UNK
ہوئے		UNK		UNK
استدعا		d		UNK
کی		UNK		UNK
تھی		UNK		UNK
کہ		UNK		UNK
مذکورہ		o		UNK
قبرستان		o		UNK
کی		d		UNK
حصاربندی		d		UNK
کرتے		UNK		UNK
ہوئے		UNK		UNK
اس		o		UNK
کے		o		UNK
تقدس		o		UNK
کا		d		UNK
تحفظ		d		UNK
کیا		UNK		UNK
جائے		UNK		UNK
۔		UNK		UNK
عثمان		d		UNK
الہاجری		o		UNK
کی		o		UNK
جانب		o		UNK
سے		UNK		UNK
سید		d		UNK
کریم		d		UNK
الدین		d		UNK
شکیل		o		UNK
ایڈوکیٹ		o		UNK
نے		UNK		UNK
عدالت		o		UNK
کو		UNK		UNK
تفصیلات		o		UNK
سے		UNK		UNK
آگاہ		UNK		UNK
کیا		UNK		UNK
NULL		UNK		UNK
جس		o		UNK
پر		UNK		UNK
عدالت		o		UNK
نے		UNK		UNK
سخت		d		UNK
نوٹ		d		UNK
لیتے		UNK		UNK
ہوئے		UNK		UNK
گریٹر		d		UNK
حیدرآباد		d		UNK
میونسپل		d		UNK
کارپوریشن		o		UNK
،		UNK		UNK
میناریٹی		d		UNK
ویلفیر		d		UNK
ڈپاٹمنٹ		o		UNK
،		UNK		UNK
وقف		d		UNK
بورڈ		o		UNK
اور		UNK		UNK
کمشنر		o		UNK
پولیس		o		UNK
کو		UNK		UNK
حکم		d		UNK
دیا		UNK		UNK
کہ		UNK		UNK
وہ		d		UNK
عدالتی		o		UNK
احکام		o		UNK
کے		UNK		UNK
تحت		UNK		UNK
جوں		UNK		UNK
کا		UNK		UNK
توں		UNK		UNK
موقف		d		UNK
برقرار		UNK		UNK
رکھے		UNK		UNK
جانے		o		UNK
کو		UNK		UNK
یقینی		UNK		UNK
بنائیں		UNK		UNK
اور		UNK		UNK
آئندہ		o		UNK
تاریخ		o		UNK
سماعت		o		UNK
تک		UNK		UNK
عدالت		o		UNK
مےں		UNK		UNK
مقام		o		UNK
مذکور		o		UNK
کا		d		UNK
معائنہ		d		UNK
کرتے		UNK		UNK
ہوئے		UNK		UNK
تفصیلی		d		UNK
رپورٹ		d		UNK
پیش		d		UNK
کریں		UNK		UNK
۔		UNK		UNK
یہ		d		UNK
واضح		UNK		UNK
