Word		Original_feature		Predicted_feature
گیا		v		n
تھا		v		n
۔		punc		n
سوہال		n		n
نے		psp		n
24		num		n
گیندوں		n		n
مےں		psp		n
جاریہ		adj		n
سیزن		n		n
کی		psp		n
تیزترین		avy		n
نصف		adj		n
سنچری		n		n
بنائی		v		n
لیکن		avy		n
ان		pn		n
کے		psp		n
آوٹ		n		n
ہونے		v		n
کے		psp		n
بعد		nst		n
میچ		v		n
چینائی		n		n
سوپر		n		n
کنگس		n		n
کے		psp		n
حق		n		n
مےں		psp		n
چلا		v		n
گیا		v		n
۔		punc		n
قبل_ازیں		adv		n
سریش		n		n
رائنا		n		n
کی		psp		n
نصف		adj		n
سنچری		n		n
اور		avy		n
مرکل		n		n
کی		psp		n
بہترین		adj		n
بالنگ		n		n
نے		psp		n
ٹیم		n		n
کی		psp		n
کامیابی		n		n
کو		psp		n
یقینی		adj		n
بنایا		v		n
۔		punc		n
سریش		n		n
رائنا		n		n
نے		psp		n
فارم		n		n
مےں		psp		n
واپس		adj		n
ہوتے		v		n
ہوئے		v		n
6		num		n
چوکوں		n		n
اور		avy		n
2		num		n
چھکوں		n		n
کی		psp		n
مدد		n		n
سے		psp		n
35		num		n
گیندوں		n		n
مےں		psp		n
59		num		n
رنز		n		n
بنائے		v		n
جبکہ		adv		n
مرکل		n		n
نے		psp		n
3		num		n
وکٹس		n		n
حاصل		n		n
کئے		v		n
۔		punc		n
اس		pn		n
کے		psp		n
علاوہ		psp		n
انہوں		pn		n
نے		psp		n
چھ		num		n
گیندوں		n		n
مےں		psp		n
تین		num		n
چھکوں		n		n
کی		psp		n
مدد		n		n
سے		psp		n
19		num		n
رنز		n		n
بنائے		v		n
۔		punc		n
چینائی		n		n
سوپر		n		n
کنگس		n		n
نے		psp		n
آخری		adj		n
پانچ		num		n
اوورس		n		n
مےں		psp		n
69		num		n
رنز		n		n
بناتے		v		n
ہوئے		v		n
اسکور		n		n
کو		psp		n
165		num		n
تک		psp		n
پہنچا		v		n
دیا		v		n
۔		punc		n
کپتان		n		n
مہیندر		n		n
سنگھ		n		n
دھونی		n		n
نے		psp		n
21		num		n
رنز		n		n
بنائے		v		n
۔		punc		n
آندھراپردیش		n		n
ہائیکورٹ		n		n
نے		psp		n
قبرستان		n		n
چوکھنڈی		n		n
،		punc		n
شیخ		n		n
پیٹ		n		n
کی		psp		n
موجودہ		adj		n
حالت		n		n
کے		psp		n
تعلق		n		n
سے		psp		n
اےک		num		n
رپورٹ		n		n
پیش		nst		n
کرنے		v		n
کی		psp		n
سکریٹری		n		n
محکمہ		n		n
اقلیتی		n		n
بہبود		n		n
،		punc		n
اسپیشل		n		n
آفیسر		n		n
مجلس		n		n
بلدیہ		n		n
عظیم_تر		n		n
حیدرآباد		n		n
،		punc		n
چیف		n		n
ایگزیکیٹیو		n		n
آفیسر		n		n
اے		n		n
پی		n		n
اسٹیٹ		n		n
وقف		n		n
بورڈ		n		n
اور		avy		n
کمشنر		n		n
پولیس		n		n
حیدرآباد		n		n
کو		psp		n
ہدایت		n		n
دی		v		n
ہے		v		n
NULL		unk		n
اس		pn		n
کے		psp		n
علاوہ		psp		n
انہیں		pn		n
یہ		pn		n
بھی		avy		n
ہدایت		n		n
دی		v		n
گئی		v		n
ہے		v		n
کہ		avy		n
وہ		pn		n
قبرستان		n		n
چوکھنڈی		n		n
مےں		psp		n
جوں		adv		n
کا		avy		n
توں		adv		n
موقف		n		n
برقرار		adj		n
رکھنے		v		n
کے		psp		n
تعلق		n		n
سے		psp		n
عدالت		n		n
کے		psp		n
احکام		n		n
کی		psp		n
پابندی		n		n
کو		psp		n
یقینی		adj		n
بنائیں		v		n
۔		punc		n
چیف		n		n
جسٹس		n		n
مسٹر		avy		n
جسٹس		n		n
نثار		n		n
احمد		n		n
کاکرو		n		n
اور		avy		n
جسٹس		n		n
وی		n		n
وی		n		n
افضل		n		n
پورکر		n		n
پر		psp		n
مشتمل		adj		n
بنچ		n		n
نے		psp		n
یہ		pn		n
ہدایت		n		n
جاری		adj		n
کی		v		n
۔		punc		n
تفصیلات		n		n
کے		psp		n
بموجب		psp		n
درخواست_گذار		n		n
و		avy		n
صدر		n		n
وقف		n		n
پراپرٹیز		n		n
پروٹیکشن		n		n
سوسائیٹی		n		n
جناب		avy		n
عثمان		n		n
بن		n		n
محمد		n		n
الہاجری		n		n
نے		psp		n
قبرستان		n		n
چوکھنڈی		n		n
شیخ_پیٹ		n		n
کی		psp		n
بانڈری		n		n
و		avy		n
قبور		n		n
کو		psp		n
مسمار		adj		n
کرتے		v		n
ہوئے		v		n
سڑک		n		n
کی		psp		n
تعمیر		n		n
کے		psp		n
خلاف		adj		n
عدالت		n		n
کا		psp		n
دروازہ		n		n
کھٹکھٹایا		v		n
تھا		v		n
NULL		unk		n
جس		pn		n
پر		psp		n
عدالت		n		n
کی		psp		n
جانب		nst		n
سے		psp		n
یہاں		pn		n
جوں		adv		n
کا		avy		n
توں		adv		n
موقف		n		n
برقرار		adj		n
رکھنے		v		n
کی		psp		n
ہدایت		n		n
جاری		adj		n
کی		v		n
گئی		v		n
تھی		v		n
۔		punc		n
عدالت		n		n
کی		psp		n
ہدایت		n		n
کے		psp		n
باوجود		psp		n
یہاں		pn		n
بلدیہ		n		n
کی		psp		n
جانب		nst		n
سے		psp		n
سوچے		v		n
سمجھے		v		n
منصوبہ		n		n
کے		psp		n
تحت		psp		n
مذکورہ		adj		n
سڑک		n		n
کی		psp		n
تعمیر		n		n
کا		psp		n
کام		n		n
جاری		adj		n
رکھا		v		n
گیا		v		n
تھا		v		n
۔		punc		n
رات		n		n
مےں		psp		n
بھی		avy		n
تعمیری		adj		n
کام		n		n
جاری		adj		n
رکھا		v		n
گیا		v		n
اور		avy		n
راستہ		n		n
کو		psp		n
عوام		n		n
کے		psp		n
لئے		psp		n
کھولنے		v		n
کی		psp		n
کوشش		n		n
کی		v		n
گئی		v		n
تھی		v		n
۔		punc		n
اس		pn		n
پر		psp		n
عثمان		n		n
بن		n		n
محمد		n		n
الہاجری		n		n
نے		psp		n
اےک		num		n
درخواست		n		n
ہائیکورٹ		n		n
مےں		psp		n
داخل		n		n
کرتے		v		n
ہوئے		v		n
استدعا		n		n
کی		v		n
تھی		v		n
کہ		avy		n
مذکورہ		adj		n
قبرستان		n		n
کی		psp		n
حصاربندی		n		n
کرتے		v		n
ہوئے		v		n
اس		pn		n
کے		psp		n
تقدس		n		n
کا		psp		n
تحفظ		n		n
کیا		v		n
جائے		v		n
۔		punc		n
عثمان		n		n
الہاجری		n		n
کی		psp		n
جانب		nst		n
سے		psp		n
سید		n		n
کریم		n		n
الدین		n		n
شکیل		n		n
ایڈوکیٹ		n		n
نے		psp		n
عدالت		n		n
کو		psp		n
تفصیلات		n		n
سے		psp		n
آگاہ		adj		n
کیا		v		n
NULL		unk		n
جس		pn		n
پر		psp		n
عدالت		n		n
نے		psp		n
سخت		adj		n
نوٹ		n		n
لیتے		v		n
ہوئے		v		n
گریٹر		n		n
حیدرآباد		n		n
میونسپل		n		n
کارپوریشن		n		n
،		punc		n
میناریٹی		n		n
ویلفیر		n		n
ڈپاٹمنٹ		n		n
،		punc		n
وقف		n		n
بورڈ		n		n
اور		avy		n
کمشنر		n		n
پولیس		n		n
کو		n		n
حکم		n		n
دیا		v		n
کہ		avy		n
وہ		pn		n
عدالتی		adj		n
احکام		n		n
کے		psp		n
تحت		psp		n
جوں		adv		n
کا		avy		n
توں		adv		n
موقف		n		n
برقرار		adj		n
رکھے		v		n
جانے		v		n
کو		psp		n
یقینی		adj		n
بنائیں		v		n
اور		avy		n
آئندہ		adj		n
تاریخ		n		n
سماعت		n		n
تک		psp		n
عدالت		n		n
مےں		psp		n
مقام		n		n
مذکور		adj		n
کا		psp		n
معائنہ		n		n
کرتے		v		n
ہوئے		v		n
تفصیلی		adj		n
رپورٹ		n		n
پیش		nst		n
کریں		v		n
۔		punc		n
یہ		pn		n
واضح		adj		n
کرتے		v		n
ہوئے		v		n
کہ		avy		n
صدر		n		n
بارک		n		n
اوباما		n		n
ہند		n		n
-		punc		n
امریکہ		n		n
تعلقات		n		n
کو		psp		n
ایشیا		n		n
مےں		psp		n
امریکہ		n		n
کے		psp		n
لئے		psp		n
اہمیت		n		n
کا		psp		n
حامل		n		n
سمجھتے		v		n
ہےں		v		n
وائیٹ		n		n
ہاوز		n		n
نے		psp		n
آج		n		n
کہا		v		n
کہ		avy		n
امریکہ		n		n
ہندوستان		n		n
کے		psp		n
ساتھ		nst		n
اپنے		pn		n
تعلقات		n		n
کو		psp		n
مزید		adj		n
گیرائی		n		n
عطا		n		n
کرنے		v		n
کے		psp		n
تعلق		n		n
سے		psp		n
پابند		n		n
ہے		v		n
اور		avy		n
وہ		pn		n
ہندوستان		n		n
کے		psp		n
ساتھ		nst		n
اپنی		pn		n
ترجیحات		n		n
جاری		adj		n
رکھےگا		v		n
۔		punc		n
وائیٹ		n		n
ہاوز		n		n
کے		psp		n
پریس		n		n
سکریٹری		n		n
مسٹر		avy		n
جے		n		n
کارنی		n		n
نے		psp		n
پی		n		n
ٹی		n		n
آئی		n		n
سے		psp		n
بات_چیت		n		n
کرتے		v		n
ہوئے		v		n
کہا		v		n
کہ		avy		n
صدر		n		n
اوباما		n		n
ہندوستانی		adj		n
عوام		n		n
کا		psp		n
احترام		n		n
کرتے		v		n
ہےں		v		n
اور		avy		n
وزیر		n		n
اعظم		n		n
منموہن		n		n
سنگھ		n		n
کے		psp		n
ساتھ		nst		n
قریبی		adj		n
شراکت		n		n
رکھتے		v		n
ہےں		v		n
NULL		unk		n
وہ		pn		n
اس		pn		n
تعلق		n		n
کو		psp		n
ایشیا		n		n
مےں		psp		n
امریکہ		n		n
کی		psp		n
کوششوں		n		n
اور		avy		n
21		num		n
ویں		avy		n
صدی		n		n
کے		psp		n
وعدوں		n		n
کے		psp		n
لئے		psp		n
کافی		avy		n
اہم		adj		n
سمجھتے		v		n
ہیں		v		n
۔		punc		n
مسٹر		avy		n
کارنی		n		n
کا		psp		n
بیان		n		n
اس		pn		n
بات		n		n
کو		psp		n
ظاہر		n		n
کرتا		v		n
ہے		v		n
کہ		avy		n
ہندوستان		n		n
کے		psp		n
ساتھ		nst		n
تعلقات		n		n
کو		psp		n
مستحکم		n		n
کرنے		v		n
مےں		psp		n
اوباما		n		n
انتظامیہ		n		n
کے		psp		n
عزائم		n		n
مےں		psp		n
کسی		pn		n
طرح		n		n
کی		psp		n
تبدیلی		n		n
نہیں		avy		n
آئی		v		n
ہے		v		n
۔		punc		n
حالانکہ		adv		n
ہندوستان		n		n
نے		psp		n
دو		num		n
امریکی		adj		n
کمپنیوں		n		n
بوئنگ		n		n
اور		avy		n
لوک		n		n
ہیڈ		n		n
مارٹن		n		n
کو		psp		n
126		num		n
لڑاکا		n		n
طیارے		n		n
حاصل		n		n
کرنے		v		n
کی		psp		n
معاملت		n		n
سے		psp		n
خارج		adj		n
کر		v		n
دیا		v		n
ہے		v		n
۔		punc		n
امریکی		adj		n
محکمہ		n		n
دفاع		n		n
پنٹگان		n		n
اور		avy		n
امریکی		adj		n
سفیر		n		n
برائے		psp		n
ہند		n		n
مسٹر		avy		n
ٹموتھی		n		n
ریومر		n		n
نے		psp		n
ہندوستان		n		n
کے		psp		n
اس		pn		n
فیصلہ		n		n
پر		psp		n
مایوسی		n		n
کا		psp		n
اظہار		n		n
کیا		v		n
ہے		v		n
۔		punc		n
مسٹر		avy		n
کارنی		n		n
نے		psp		n
کہا		v		n
کہ		avy		n
مسٹر		avy		n
ریومر		n		n
کی		psp		n
دو		num		n
سالہ		adj		n
معیاد		n		n
کے		psp		n
دوران		nst		n
اوباما		n		n
نے		psp		n
ہندوستان		n		n
کے		psp		n
ساتھ		nst		n
تعلقات		n		n
کو		psp		n
کافی		adj		n
آگے		nst		n
بڑھایا		v		n
ہے		v		n
اور		avy		n
یہ		pn		n
تعلقات		n		n
ہمیشہ		adv		n
امریکہ		n		n
کی		psp		n
ترجیح		n		n
رہے		v		n
ہیں		v		n
۔		punc		n
امریکہ		n		n
کے		psp		n
خیال		n		n
مےں		psp		n
ہند		n		n
۔		punc		n
امریکہ		n		n
تعلقات		n		n
21		num		n
ویں		avy		n
صدی		n		n
مےں		psp		n
کافی		adj		n
اہمیت		n		n
کے		psp		n
حامل		adj		n
ہیں		v		n
۔		punc		n
بودھن		n		n
ٹاؤن		n		n
صدر		n		n
ٹی		n		n
آر		n		n
ایس		n		n
جناب		avy		n
عبدالرزاق		n		n
نے		psp		n
انسانی		n		n
حقوق		n		n
کمیشن		n		n
آندھراپردیش		n		n
کے		psp		n
نام		n		n
تحریرکردہ		adj		n
اپنے		pn		n
مکتوب		n		n
مےں		psp		n
انھوں		pn		n
نے		psp		n
حلقہ		n		n
اسمبلی		n		n
بودھن		n		n
مےں		psp		n
ضامن		n		n
روزگار		n		n
اسکیم		n		n
کے		psp		n
تحت		psp		n
مزدوروں		n		n
کو		psp		n
تقسیم		n		n
کے		psp		n
لئے		psp		n
مختص_کردہ		adj		n
رقم		n		n
اےک		num		n
کروڑ		num		n
67		num		n
لاکھ		num		n
روپئے		n		n
مبینہ		adj		n
طور		n		n
پر		psp		n
تغلب		n		n
کرنے		v		n
کا		psp		n
سرکاری		adj		n
عہدہ_داروں		n		n
اور		avy		n
قائدین		n		n
پر		psp		n
الزام		n		n
عائد		adj		n
کیا		v		n
۔		punc		n
مسٹر		avy		n
عبدالرزاق		n		n
نے		psp		n
اپنے		pn		n
مکتوب		n		n
کے		psp		n
ساتھ		nst		n
سوشیل		n		n
آڈٹ		n		n
کی		psp		n
رپورٹ		n		n
منسلک		adj		n
کی		v		n
جس		pn		n
مےں		psp		n
بودھن		n		n
منڈل		n		n
کے		psp		n
مواضعات		n		n
اچن		n		n
پلی		n		n
