Word		Original_feature		Predicted_feature
گروہ_واری		UNK		0
عناصر		0		UNK
انتخابات		0		0
مےں		UNK		UNK
دھاندلیوں		0		0
کی		UNK		UNK
منصوبہ_بندی		0		0
کر		0		UNK
رہے		yA		UNK
ہیں		hE		UNK
۔		UNK		UNK
انہوں		0		0
نے		UNK		UNK
بتایا		yA		0
کہ		UNK		UNK
جمہوریت		0		0
کی		UNK		UNK
بقاء		0		UNK
کے		UNK		UNK
لئے		UNK		UNK
یہ		0		UNK
ضروری		UNK		0
ہے		hE		UNK
کہ		UNK		0
چیف		0		UNK
الیکشن		0		UNK
کمشنر		0		UNK
کی		UNK		UNK
جانب		UNK		UNK
سے		UNK		UNK
ان		UNK		UNK
انتخابات		0		UNK
کی		UNK		UNK
راست		UNK		0
نگرانی		0		UNK
اور		UNK		0
غنڈہ		UNK		UNK
عناصر		0		UNK
پر		UNK		UNK
کنٹرول		0		0
کے		UNK		UNK
لئے		UNK		UNK
سخت_ترین		UNK		UNK
انتظامات		0		0
کئے		yA		UNK
جائیں		eM		0
۔		UNK		UNK
مسٹر		UNK		UNK
نائیڈو		0		0
نے		UNK		UNK
سی		0		UNK
ای		0		0
سی		0		0
کو		UNK		UNK
روانہ_کردہ		UNK		0
مکتوب		0		UNK
مےں		UNK		UNK
اس		UNK		UNK
بات		0		UNK
کی		UNK		0
طرف		UNK		UNK
بھی		UNK		0
اشارہ		0		0
کیا		yA		UNK
کہ		UNK		UNK
علاقے		0		0
مےں		UNK		0
وائی		0		0
ایس		0		UNK
جگن		0		UNK
موہن		0		UNK
ریڈی		0		0
کی		UNK		UNK
جانب		UNK		0
سے		UNK		UNK
بدعنوانیوں		0		0
و		UNK		UNK
بےقاعدگیوں		0		0
کے		UNK		UNK
ذریعہ		UNK		UNK
حاصل_کردہ		UNK		UNK
دولت		0		0
کے		UNK		UNK
استعمال		0		UNK
کے		UNK		UNK
ذریعہ		UNK		UNK
رائےدہندوں		0		UNK
کو		UNK		UNK
راغب		UNK		UNK
کرنے		nA		UNK
کی		UNK		UNK
کوشش		0		UNK
کی		yA		UNK
جا		0		0
رہی		yA		0
ہے		hE		0
جو		0		UNK
کہ		UNK		UNK
انتخابی		UNK		0
ضابطہ		0		0
اخلاق		0		UNK
کی		UNK		UNK
سنگین		UNK		UNK
خلاف_ورزی		0		UNK
ہے		hE		0
-		UNK		UNK
برقی		UNK		UNK
شاک		0		0
کی		UNK		UNK
زد		0		UNK
مےں		UNK		0
آ		0		0
کر		0		UNK
اےک		UNK		0
11		UNK		UNK
سالہ		UNK		UNK
لڑکی		0		UNK
سجانا		0		0
ہلاک		UNK		UNK
ہو		0		0
گئی		yA1		0
NULL		UNK		UNK
واقعہ		0		0
نریڈ		0		UNK
میٹ		0		UNK
پولیس		0		UNK
اسٹیشن		0		UNK
حدود		0		UNK
مےں		UNK		0
کل		0		UNK
شام		0		0
پیش		UNK		UNK
آیا		yA		UNK
۔		UNK		UNK
نریڈمیڈ		0		0
کے		UNK		UNK
ساکن		UNK		UNK
وینکٹیش		0		0
کی		UNK		UNK
لڑکی		0		0
سجاتا		0		UNK
6		UNK		UNK
ویں		UNK		0
جماعت		0		UNK
مےں		UNK		0
تعلیم		0		UNK
حاصل		0		UNK
کر		0		UNK
رہی		yA		UNK
تھی		WA		UNK
جو		0		UNK
کل		0		UNK
شام		0		0
اپنے		0		UNK
مکان		0		UNK
مےں		UNK		UNK
کام		0		UNK
کاج		0		UNK
کے		UNK		UNK
دوران		UNK		UNK
برقی		UNK		UNK
شاک		0		0
کی		UNK		UNK
زد		0		0
مےں		UNK		0
آ		0		0
گئی		yA1		UNK
۔		UNK		UNK
لڑکی		0		0
کو		UNK		UNK
فوری		UNK		0
طور		0		UNK
پر		UNK		0
قریبی		UNK		UNK
ہاسپٹل		0		0
سے		UNK		UNK
رجوع		0		0
کیا		yA		UNK
گیا		yA1		UNK
جہاں		UNK		UNK
دوران		UNK		UNK
علاج		0		0
وہ		0		UNK
فوت		0		UNK
ہو		0		0
گئی		yA1		0
۔		UNK		UNK
پولیس		0		0
نریڈ		0		UNK
میٹ		0		0
نے		UNK		UNK
مقدمہ		0		UNK
درج		UNK		UNK
کر		0		UNK
لیا		yA		UNK
ہے		hE		UNK
اور		UNK		UNK
تحقیقات		0		UNK
جاری		UNK		UNK
ہےں		hE		UNK
۔		UNK		UNK
اےک		UNK		0
شخص		0		UNK
نے		UNK		UNK
مبینہ		UNK		UNK
طور		0		UNK
پر		UNK		0
اپنی		0		UNK
منگیتر		0		UNK
اور		UNK		UNK
اس		0		0
کے		UNK		UNK
والدین		0		0
پر		UNK		UNK
چاقو		0		0
سے		UNK		UNK
حملہ		0		UNK
کر		0		0
کے		ka		UNK
زخمی		UNK		UNK
کر		0		UNK
دیا		yA		0
۔		UNK		UNK
پولیس		0		0
نے		UNK		UNK
بتایا		yA		UNK
کہ		UNK		UNK
نوجوان		UNK		UNK
لڑکی		0		UNK
کی		UNK		UNK
پاک_دامنی		0		0
پر		UNK		UNK
شبہ		0		0
کرتے		wA		UNK
ہوئے		yA		UNK
حملہ		0		UNK
کیا		yA		UNK
۔		UNK		UNK
ڈی		0		0
بھارت		0		0
کرشنا		0		UNK
خانگی		UNK		0
ملازم		0		UNK
جو		0		UNK
24		UNK		UNK
سالہ		UNK		0
خاتون		0		UNK
فروین		0		UNK
صنم		0		UNK
متعلم		UNK		0
ایم		0		UNK
کام		0		UNK
سے		UNK		UNK
عشق		0		UNK
کرتا		wA		UNK
تھا		WA		UNK
۔		UNK		UNK
دونوں		0		0
کے		UNK		UNK
ارکان		0		UNK
خاندان		0		UNK
ان		0		UNK
کی		UNK		UNK
اس		UNK		0
سال		0		0
فبروری		0		0
مےں		UNK		UNK
منگنی		0		0
کرنے		nA		UNK
کے		UNK		UNK
بعد		UNK		UNK
شادی		0		0
سے		UNK		UNK
اتفاق		0		UNK
کیا		yA		UNK
تھا		WA		0
اور		UNK		UNK
21		0		0
مئی		0		UNK
کو		UNK		UNK
شادی		0		0
مقرر		UNK		UNK
تھی		WA		0
۔		UNK		UNK
تاہم		UNK		0
بھارت		0		0
کرشنا		0		UNK
کو		UNK		UNK
اپنی		0		0
منگیتر		0		0
کے		UNK		UNK
چال		0		UNK
و		UNK		UNK
چلن		0		0
پر		UNK		UNK
شبہ		0		0
ہوا		yA		UNK
اور		UNK		0
الزام		0		0
عائد		UNK		0
کیا		yA		UNK
کہ		UNK		UNK
وہ		0		UNK
کسی		0		0
اور		UNK		0
شخص		0		0
کے		UNK		UNK
ساتھ		UNK		0
تعلقات		0		0
رکھتی		wA		0
ہے		hE		UNK
۔		UNK		UNK
آج		0		UNK
شام		0		UNK
وہ		0		UNK
اپنی		0		0
منگیتر		0		UNK
کے		UNK		0
گھر		0		UNK
گیا		yA1		0
اور		UNK		0
بحث		0		UNK
کرتے		wA		UNK
ہوئے		yA		UNK
اس		UNK		0
شخص		0		UNK
کا		UNK		UNK
نام		0		0
ظاہر		UNK		0
کرنے		nA		UNK
کا		UNK		UNK
مطالبہ		0		0
کیا		yA		UNK
اور		UNK		0
کہا		yA		UNK
کہ		UNK		UNK
اس		0		0
کے		UNK		UNK
ساتھ		UNK		0
ابھی		UNK		UNK
چل		0		0
کر		0		UNK
شادی		0		0
کر		0		UNK
لے		0		UNK
لیکن		UNK		UNK
خاتون		0		UNK
نے		UNK		UNK
انکار		0		0
کیا		yA		0
اور		UNK		UNK
چیخ		0		UNK
و		UNK		0
پکار		0		UNK
سن		0		UNK
کر		0		UNK
لڑکی		0		0
کے		UNK		UNK
والدین		0		0
اور		UNK		UNK
دیگر		UNK		UNK
ارکان		0		UNK
پہنچ		0		UNK
گئے		yA1		UNK
NULL		UNK		UNK
جس		0		0
پر		UNK		0
برہم		UNK		UNK
بھارت		0		0
نے		UNK		UNK
لڑکی		0		0
اور		UNK		UNK
اس		0		0
کے		UNK		UNK
والدین		0		0
پر		UNK		UNK
چاقو		0		0
سے		UNK		UNK
حملہ		0		UNK
کیا		yA		UNK
۔		UNK		UNK
لڑکی		0		0
کے		UNK		UNK
گردن		0		0
اور		UNK		UNK
ہاتھ		0		0
پر		UNK		UNK
شدید		UNK		0
زخم		0		UNK
آئے		yA		UNK
۔		UNK		UNK
والدین		0		0
معمولی		UNK		UNK
زخمی		0		UNK
ہوئے		yA		UNK
ہےں		hE		UNK
۔		UNK		UNK
کرشنا		0		UNK
چلڈرنس		0		UNK
ہاسپٹل		0		0
لکڑی		0		UNK
کا		0		UNK
پل		0		0
پر		UNK		UNK
عالمی		UNK		0
یوم		0		UNK
دمہ		0		UNK
کے		UNK		UNK
موقع		0		UNK
پر		UNK		UNK
3		0		UNK
مئی		0		UNK
کو		UNK		0
صبح		0		0
8		UNK		UNK
بجے		0		0
بچوں		0		0
کے		UNK		UNK
لئے		UNK		UNK
مفت		UNK		UNK
دمہ		0		UNK
چیک		0		UNK
اپ		0		UNK
کیمپ		0		0
منعقد		UNK		UNK
کیا		yA		UNK
جائےگا		gA		0
۔		UNK		UNK
رجسٹریشن		0		0
کے		UNK		UNK
لئے		UNK		UNK
040		UNK		0
-		UNK		UNK
66838383		UNK		UNK
پر		UNK		0
کال		0		0
کریں		eM		0
۔		UNK		0
ڈی		UNK		0
سی		UNK		0
پی		0		0
ساؤتھ		0		0
زون		0		UNK
کی		UNK		0
حیثیت		UNK		UNK
سے		UNK		UNK
مسٹر		UNK		UNK
ونیت		0		0
برج		0		UNK
لال		0		0
نے		UNK		UNK
آج		0		UNK
شام		0		0
اپنے		0		0
عہدے		0		UNK
کا		UNK		UNK
جائزہ		0		UNK
حاصل		0		UNK
کر		0		UNK
لیا		yA		UNK
۔		UNK		UNK
ڈی		0		0
سی		0		0
پی		0		UNK
ساؤتھ		0		0
زون		0		UNK
مدھو		0		0
سدھن		0		UNK
ریڈی		0		0
کی		UNK		UNK
ترقی		0		0
کے		UNK		UNK
بعد		UNK		0
وہ		0		UNK
انچارج		0		0
ڈی		0		UNK
سی		0		0
پی		0		0
کی		UNK		0
حیثیت		UNK		0
سے		UNK		UNK
خدمات		0		UNK
انجام		0		0
دے		0		UNK
رہے		yA		UNK
تھے		wA		UNK
۔		UNK		UNK
مسٹر		UNK		UNK
ونیت		0		0
برج		0		UNK
لال		0		0
نے		UNK		UNK
آج		0		UNK
ان		0		UNK
سے		UNK		0
اپنے		0		0
عہدے		0		UNK
کا		UNK		UNK
جائزہ		0		UNK
حاصل		0		UNK
کر		0		UNK
لیا		yA		UNK
۔		UNK		UNK
ونیت		0		0
برج		0		UNK
لال		0		0
وئیزاک		0		0
رورل		0		UNK
کے		ka		UNK
ایس		0		0
پی		0		UNK
کی		UNK		0
حیثیت		UNK		0
سے		UNK		UNK
خدمات		0		UNK
انجام		0		0
دے		0		UNK
رہے		yA		UNK
تھے		WA		UNK
۔		UNK		UNK
چینائی		0		0
سوپر		0		UNK
کنگس		0		0
کے		UNK		UNK
بولرس		0		0
نے		UNK		UNK
آج		0		UNK
بہترین		UNK		UNK
مظاہرہ		0		0
کرتے		wA		UNK
ہوئے		yA		UNK
دکن		0		UNK
چارجرس		0		0
کے		UNK		UNK
خلاف		UNK		0
19		UNK		UNK
رنز		0		0
سے		UNK		UNK
کامیابی		0		0
یقینی		UNK		UNK
بنائی		yA		UNK
۔		UNK		UNK
سوہال		0		0
نے		UNK		UNK
24		UNK		UNK
گیندوں		0		0
مےں		UNK		0
جاریہ		UNK		UNK
سیزن		0		UNK
کی		UNK		UNK
تیزترین		UNK		UNK
نصف		UNK		UNK
سنچری		0		0
بنائی		yA		UNK
لیکن		UNK		UNK
ان		0		UNK
کے		UNK		UNK
آوٹ		0		0
ہونے		nA		0
کے		UNK		UNK
بعد		UNK		UNK
میچ		0		UNK
چینائی		0		0
سوپر		0		UNK
کنگس		0		0
کے		UNK		UNK
حق		0		0
مےں		UNK		0
چلا		0		0
گیا		yA1		0
۔		UNK		UNK
مقررہ		UNK		0
20		UNK		0
اوورس		0		0
مےں		UNK		UNK
165		UNK		0
رنز		0		UNK
بنانے		nA		0
کے		UNK		UNK
بعد		UNK		UNK
ٹیم		0		UNK
نے		UNK		UNK
حریف		UNK		UNK
دکن		0		UNK
چارجرس		0		0
کو		UNK		UNK
146		UNK		0
/		UNK		UNK
8		UNK		0
پر		UNK		UNK
محدود		UNK		0
کر		0		UNK
دیا		yA		0
۔		UNK		0
سریش		0		UNK
رائنا		0		0
نے		UNK		UNK
چینائی		0		0
سوپر		0		UNK
کنگس		0		0
کے		UNK		UNK
لئے		UNK		0
59		UNK		0
رنز		0		UNK
بنائے		yA		UNK
جبکہ		UNK		0
البی		0		UNK
مرکل		0		UNK
نے		UNK		0
3		UNK		UNK
وکٹس		0		0
حاصل		0		0
کئے		yA		0
۔		UNK		UNK
کامیابی		0		0
کے		UNK		UNK
لئے		UNK		UNK
166		UNK		UNK
رنز		0		UNK
کا		UNK		UNK
تعاقب		0		0
کرتے		wA		UNK
ہوئے		yA		UNK
دفاعی		UNK		UNK
چمپئین		0		0
دکن		0		UNK
چارجرس		0		0
نے		UNK		UNK
اچھی		UNK		0
شروعات		0		UNK
کی		yA		UNK
لیکن		UNK		0
بعد		UNK		UNK
مےں		UNK		0
بیٹسمین		0		UNK
ناکام		UNK		UNK
ہو		0		UNK
۔		UNK		UNK
اےک		UNK		UNK
مرحلہ		0		0
پر		UNK		UNK
دکن		0		UNK
چارجرس		0		0
کا		UNK		UNK
اسکور		0		0
6.4		UNK		UNK
اوورس		0		0
مےں		UNK		UNK
بنا		UNK		0
کسی		0		UNK
نقصان		0		0
سے		UNK		0
71		UNK		UNK
رنز		0		UNK
ہو		0		0
گیا		yA1		UNK
تھا		WA		UNK
۔		UNK		UNK
سوہال		0		0
نے		UNK		UNK
24		UNK		UNK
گیندوں		0		0
مےں		UNK		0
جاریہ		UNK		UNK
سیزن		0		UNK
کی		UNK		UNK
تیزترین		UNK		UNK
نصف		UNK		UNK
سنچری		0		0
بنائی		yA		UNK
لیکن		UNK		UNK
ان		0		UNK
کے		UNK		UNK
آوٹ		0		0
ہونے		nA		0
کے		UNK		UNK
بعد		UNK		UNK
میچ		0		UNK
چینائی		0		0
سوپر		0		UNK
کنگس		0		0
کے		UNK		UNK
حق		0		0
مےں		UNK		0
چلا		0		0
گیا		yA1		0
۔		UNK		UNK
قبل_ازیں		UNK		0
سریش		0		UNK
رائنا		0		0
کی		UNK		UNK
نصف		UNK		UNK
سنچری		0		UNK
اور		UNK		UNK
مرکل		0		UNK
کی		UNK		UNK
بہترین		UNK		UNK
بالنگ		0		UNK
نے		UNK		UNK
ٹیم		0		0
کی		UNK		UNK
کامیابی		0		0
کو		UNK		UNK
یقینی		UNK		UNK
بنایا		yA		UNK
۔		UNK		UNK
سریش		0		UNK
رائنا		0		0
نے		UNK		UNK
فارم		0		0
مےں		UNK		UNK
واپس		UNK		0
ہوتے		wA		UNK
ہوئے		yA		0
6		UNK		UNK
چوکوں		0		0
اور		UNK		0
2		UNK		0
چھکوں		0		0
کی		UNK		UNK
مدد		0		UNK
سے		UNK		UNK
35		UNK		UNK
گیندوں		0		0
مےں		UNK		0
59		UNK		UNK
رنز		0		UNK
بنائے		yA		UNK
جبکہ		UNK		UNK
مرکل		0		UNK
نے		UNK		UNK
3		UNK		UNK
وکٹس		0		0
حاصل		0		0
کئے		yA		UNK
۔		UNK		UNK
اس		0		0
کے		UNK		0
علاوہ		UNK		0
انہوں		0		UNK
نے		UNK		UNK
چھ		UNK		UNK
گیندوں		0		UNK
مےں		UNK		0
تین		UNK		UNK
چھکوں		0		UNK
کی		UNK		UNK
مدد		0		UNK
سے		UNK		UNK
19		UNK		0
رنز		0		UNK
بنائے		yA		0
۔		UNK		UNK
چینائی		0		0
سوپر		0		UNK
کنگس		0		0
نے		UNK		UNK
آخری		UNK		0
پانچ		UNK		0
اوورس		0		0
مےں		UNK		UNK
69		UNK		UNK
رنز		0		UNK
بناتے		wA		0
ہوئے		yA		UNK
اسکور		0		0
کو		UNK		UNK
165		UNK		UNK
تک		UNK		UNK
پہنچا		yA		0
دیا		yA		UNK
۔		UNK		UNK
کپتان		0		UNK
مہیندر		0		UNK
سنگھ		0		UNK
دھونی		0		UNK
نے		UNK		UNK
21		UNK		0
رنز		0		UNK
بنائے		yA		UNK
۔		UNK		UNK
آندھراپردیش		0		0
ہائیکورٹ		0		UNK
نے		UNK		UNK
قبرستان		0		UNK
چوکھنڈی		0		UNK
،		UNK		0
شیخ		0		0
پیٹ		0		UNK
کی		UNK		0
موجودہ		UNK		UNK
حالت		0		UNK
کے		UNK		UNK
تعلق		UNK		UNK
سے		UNK		UNK
اےک		UNK		0
رپورٹ		0		UNK
پیش		UNK		0
کرنے		nA		UNK
کی		UNK		UNK
سکریٹری		0		UNK
محکمہ		0		UNK
اقلیتی		0		UNK
بہبود		0		UNK
،		UNK		UNK
اسپیشل		0		0
آفیسر		0		UNK
مجلس		0		UNK
بلدیہ		0		UNK
عظیم_تر		0		UNK
حیدرآباد		0		UNK
،		UNK		UNK
چیف		0		UNK
ایگزیکیٹیو		0		UNK
آفیسر		0		UNK
اے		0		UNK
پی		0		0
اسٹیٹ		0		0
وقف		0		UNK
بورڈ		0		0
اور		UNK		UNK
کمشنر		0		0
پولیس		0		UNK
حیدرآباد		0		UNK
کو		UNK		UNK
ہدایت		0		0
دی		yA		UNK
ہے		hE		0
NULL		UNK		UNK
اس		0		0
کے		UNK		UNK
علاوہ		UNK		0
انہیں		0		0
یہ		0		UNK
بھی		UNK		UNK
ہدایت		0		0
دی		yA		UNK
گئی		yA1		0
ہے		hE		0
کہ		UNK		UNK
وہ		0		UNK
قبرستان		0		0
چوکھنڈی		0		UNK
مےں		UNK		0
جوں		UNK		UNK
کا		UNK		UNK
توں		UNK		0
موقف		0		UNK
برقرار		UNK		UNK
رکھنے		nA		0
کے		UNK		UNK
تعلق		UNK		0
سے		UNK		UNK
عدالت		0		0
کے		UNK		UNK
احکام		0		0
کی		UNK		UNK
پابندی		0		UNK
کو		UNK		UNK
یقینی		UNK		0
بنائیں		eM		UNK
۔		UNK		0
چیف		0		0
جسٹس		0		UNK
مسٹر		UNK		UNK
جسٹس		0		0
نثار		0		UNK
احمد		0		0
کاکرو		0		0
اور		UNK		UNK
جسٹس		0		0
وی		0		UNK
وی		0		0
افضل		0		0
پورکر		0		UNK
پر		UNK		UNK
مشتمل		UNK		UNK
بنچ		0		UNK
نے		UNK		0
یہ		UNK		UNK
ہدایت		0		0
جاری		UNK		UNK
کی		yA		UNK
۔		UNK		UNK
تفصیلات		0		UNK
کے		UNK		UNK
بموجب		UNK		UNK
درخواست_گذار		0		0
و		UNK		UNK
صدر		0		UNK
وقف		0		UNK
پراپرٹیز		0		0
پروٹیکشن		0		UNK
سوسائیٹی		0		0
جناب		UNK		UNK
عثمان		0		UNK
بن		0		UNK
محمد		0		UNK
الہاجری		0		0
نے		UNK		UNK
قبرستان		0		UNK
چوکھنڈی		0		UNK
شیخ_پیٹ		0		0
کی		UNK		UNK
بانڈری		0		0
و		UNK		UNK
قبور		0		0
کو		UNK		UNK
مسمار		UNK		0
کرتے		wA		UNK
ہوئے		yA		0
سڑک		0		UNK
کی		UNK		UNK
تعمیر		0		0
کے		UNK		UNK
خلاف		UNK		0
عدالت		0		UNK
کا		UNK		UNK
دروازہ		0		UNK
کھٹکھٹایا		yA		UNK
تھا		WA		UNK
NULL		UNK		UNK
جس		0		0
پر		UNK		0
عدالت		0		0
کی		UNK		UNK
جانب		UNK		0
سے		UNK		UNK
یہاں		0		0
جوں		UNK		UNK
کا		UNK		UNK
توں		UNK		0
موقف		0		0
برقرار		UNK		UNK
رکھنے		nA		UNK
کی		UNK		UNK
ہدایت		0		UNK
جاری		UNK		UNK
کی		yA		0
گئی		yA1		UNK
تھی		WA		UNK
۔		UNK		UNK
عدالت		0		0
کی		UNK		UNK
ہدایت		0		0
کے		UNK		UNK
باوجود		UNK		0
یہاں		0		UNK
بلدیہ		0		0
کی		UNK		UNK
جانب		UNK		0
سے		UNK		UNK
سوچے		yA		UNK
سمجھے		yA		UNK
منصوبہ		0		UNK
کے		UNK		UNK
تحت		UNK		0
مذکورہ		UNK		UNK
سڑک		0		0
کی		UNK		UNK
تعمیر		0		0
کا		UNK		UNK
کام		0		0
جاری		UNK		UNK
رکھا		yA		UNK
گیا		yA1		UNK
تھا		WA		UNK
۔		UNK		UNK
رات		0		0
مےں		UNK		0
بھی		UNK		0
تعمیری		UNK		UNK
کام		0		UNK
جاری		UNK		0
رکھا		yA		UNK
گیا		yA1		UNK
اور		UNK		UNK
راستہ		0		0
کو		UNK		UNK
عوام		0		UNK
کے		UNK		UNK
لئے		UNK		UNK
کھولنے		nA		UNK
کی		UNK		UNK
کوشش		0		UNK
کی		yA		UNK
گئی		yA1		0
تھی		wA		UNK
۔		UNK		UNK
اس		0		0
پر		UNK		0
عثمان		0		0
بن		0		UNK
محمد		0		UNK
الہاجری		0		0
نے		UNK		UNK
اےک		UNK		UNK
درخواست		0		UNK
ہائیکورٹ		0		0
مےں		UNK		UNK
داخل		0		0
کرتے		wA		UNK
ہوئے		yA		0
استدعا		0		UNK
کی		yA		UNK
تھی		WA		0
کہ		UNK		UNK
مذکورہ		UNK		UNK
قبرستان		0		UNK
کی		UNK		UNK
حصاربندی		0		UNK
کرتے		wA		UNK
ہوئے		yA		UNK
اس		0		UNK
کے		UNK		0
تقدس		0		UNK
کا		UNK		UNK
تحفظ		0		0
کیا		yA		UNK
جائے		yA		0
۔		UNK		UNK
عثمان		0		UNK
الہاجری		0		0
کی		UNK		UNK
جانب		UNK		UNK
سے		UNK		UNK
سید		0		UNK
کریم		0		UNK
الدین		0		0
شکیل		0		UNK
ایڈوکیٹ		0		0
نے		UNK		UNK
عدالت		0		0
کو		UNK		UNK
تفصیلات		0		0
سے		UNK		UNK
آگاہ		UNK		0
کیا		yA		UNK
NULL		UNK		UNK
جس		0		0
پر		UNK		0
عدالت		0		0
نے		UNK		UNK
سخت		UNK		UNK
نوٹ		0		UNK
لیتے		wA		0
ہوئے		yA		UNK
گریٹر		0		UNK
حیدرآباد		0		0
میونسپل		0		UNK
کارپوریشن		0		0
،		UNK		UNK
میناریٹی		0		0
ویلفیر		0		UNK
ڈپاٹمنٹ		0		UNK
،		UNK		UNK
وقف		0		0
بورڈ		0		UNK
اور		UNK		0
کمشنر		0		UNK
پولیس		0		UNK
کو		UNK		UNK
حکم		0		0
دیا		yA		0
کہ		UNK		UNK
وہ		0		UNK
عدالتی		UNK		0
احکام		0		UNK
کے		UNK		UNK
تحت		UNK		UNK
جوں		UNK		UNK
کا		UNK		UNK
توں		UNK		UNK
موقف		0		0
برقرار		UNK		0
رکھے		yA		UNK
جانے		nA		UNK
کو		UNK		UNK
یقینی		UNK		0
بنائیں		eM		UNK
اور		UNK		UNK
آئندہ		UNK		UNK
تاریخ		0		UNK
سماعت		0		0
تک		UNK		UNK
عدالت		0		0
مےں		UNK		UNK
مقام		0		UNK
مذکور		UNK		UNK
کا		UNK		UNK
معائنہ		0		UNK
کرتے		wA		UNK
ہوئے		yA		UNK
تفصیلی		UNK		UNK
رپورٹ		0		0
پیش		UNK		UNK
کریں		eM		0
۔		UNK		UNK
یہ		0		0
واضح		UNK		0
کرتے		wA		UNK
ہوئے		yA		0
کہ		UNK		UNK
صدر		0		UNK
بارک		0		UNK
اوباما		0		0
ہند		0		UNK
-		UNK		UNK
امریکہ		0		UNK
تعلقات		0		0
کو		UNK		UNK
ایشیا		0		0
مےں		UNK		UNK
امریکہ		0		0
کے		UNK		UNK
لئے		UNK		UNK
اہمیت		0		0
کا		UNK		UNK
حامل		0		UNK
سمجھتے		wA		UNK
ہےں		hE		UNK
وائیٹ		0		0
ہاوز		0		0
نے		UNK		UNK
آج		0		UNK
کہا		yA		0
کہ		UNK		UNK
امریکہ		0		UNK
ہندوستان		0		UNK
کے		UNK		UNK
ساتھ		UNK		0
اپنے		0		UNK
تعلقات		0		0
کو		UNK		UNK
مزید		UNK		UNK
گیرائی		0		UNK
عطا		0		UNK
کرنے		nA		UNK
کے		UNK		UNK
تعلق		UNK		0
سے		UNK		UNK
پابند		0		0
ہے		hE		UNK
اور		UNK		0
وہ		0		UNK
ہندوستان		0		0
کے		UNK		UNK
ساتھ		UNK		0
اپنی		0		UNK
ترجیحات		0		0
جاری		UNK		UNK
رکھےگا		ga		UNK
۔		UNK		UNK
وائیٹ		0		0
ہاوز		0		UNK
کے		UNK		UNK
