Word		Original_feature		Predicted_feature
سے		UNK		3
عشق		3		3
کرتا		any		3
تھا		3		3
۔		UNK		UNK
دونوں		3		3
کے		UNK		3
ارکان		3		3
خاندان		3		3
ان		3		3
کی		UNK		UNK
اس		3		3
سال		3		3
فبروری		3		3
مےں		UNK		3
منگنی		3		3
کرنے		any		3
کے		UNK		3
بعد		3		3
شادی		3		3
سے		UNK		3
اتفاق		3		3
کیا		any		3
تھا		3		3
اور		UNK		3
21		3		UNK
مئی		3		3
کو		UNK		3
شادی		3		3
مقرر		UNK		3
تھی		3		3
۔		UNK		3
تاہم		UNK		3
بھارت		3		3
کرشنا		3		3
کو		UNK		3
اپنی		1		3
منگیتر		3		3
کے		UNK		3
چال		3		3
و		UNK		3
چلن		3		3
پر		UNK		3
شبہ		3		3
ہوا		any		3
اور		UNK		3
الزام		3		3
عائد		UNK		3
کیا		any		3
کہ		UNK		3
وہ		3		UNK
کسی		3		3
اور		UNK		3
شخص		3		3
کے		UNK		3
ساتھ		3		3
تعلقات		3		3
رکھتی		any		3
ہے		3		3
۔		UNK		3
آج		3		3
شام		3		3
وہ		3		3
اپنی		any		3
منگیتر		3		3
کے		UNK		3
گھر		3		3
گیا		any		3
اور		UNK		3
بحث		3		UNK
کرتے		any		3
ہوئے		any		3
اس		3		3
شخص		3		3
کا		UNK		3
نام		3		3
ظاہر		UNK		3
کرنے		any		3
کا		UNK		UNK
مطالبہ		3		3
کیا		any		3
اور		UNK		3
کہا		any		3
کہ		UNK		UNK
اس		3		3
کے		UNK		3
ساتھ		3		3
ابھی		UNK		3
چل		any		3
کر		any		3
شادی		3		3
کر		any		3
لے		any		3
لیکن		UNK		3
خاتون		3		3
نے		UNK		3
انکار		3		3
کیا		any		3
اور		UNK		3
چیخ		3		3
و		UNK		3
پکار		3		3
سن		any		3
کر		any		3
لڑکی		3		3
کے		UNK		3
والدین		3		3
اور		UNK		3
دیگر		UNK		3
ارکان		3		3
پہنچ		any		3
گئے		any		3
NULL		UNK		3
جس		3		3
پر		UNK		3
برہم		UNK		3
بھارت		3		3
نے		UNK		UNK
لڑکی		3		3
اور		UNK		3
اس		3		3
کے		UNK		3
والدین		3		3
پر		UNK		3
چاقو		3		3
سے		UNK		3
حملہ		3		3
کیا		any		3
۔		UNK		3
لڑکی		3		3
کے		UNK		3
گردن		3		3
اور		UNK		3
ہاتھ		3		3
پر		UNK		3
شدید		UNK		3
زخم		3		3
آئے		any		3
۔		UNK		3
والدین		3		3
معمولی		UNK		3
زخمی		3		3
ہوئے		2h		3
ہےں		3		3
۔		UNK		UNK
کرشنا		3		3
چلڈرنس		3		3
ہاسپٹل		3		3
لکڑی		3		3
کا		3		UNK
پل		3		3
پر		UNK		UNK
عالمی		UNK		3
یوم		3		3
دمہ		3		3
کے		UNK		UNK
موقع		3		3
پر		UNK		3
3		3		3
مئی		3		3
کو		UNK		3
صبح		3		3
8		UNK		3
بجے		3		3
بچوں		3		3
کے		UNK		3
لئے		UNK		3
مفت		UNK		3
دمہ		3		3
چیک		3		3
اپ		3		3
کیمپ		3		3
منعقد		UNK		3
کیا		any		3
جائےگا		any		3
۔		UNK		3
رجسٹریشن		3		3
کے		UNK		3
لئے		UNK		3
040		UNK		3
-		UNK		3
66838383		UNK		3
پر		UNK		3
کال		3		3
کریں		any		3
۔		UNK		3
ڈی		UNK		3
سی		UNK		3
پی		any		3
ساؤتھ		3		3
زون		3		3
کی		UNK		3
حیثیت		UNK		3
سے		UNK		3
مسٹر		UNK		3
ونیت		3		3
برج		3		3
لال		3		3
نے		UNK		UNK
آج		3		3
شام		3		3
اپنے		1		3
عہدے		3		3
کا		UNK		3
جائزہ		3		3
حاصل		3		3
کر		any		UNK
لیا		any		3
۔		UNK		3
ڈی		3		3
سی		3		3
پی		3		3
ساؤتھ		3		3
زون		3		3
مدھو		3		3
سدھن		3		3
ریڈی		3		3
کی		UNK		3
ترقی		3		3
کے		UNK		UNK
بعد		3		3
وہ		3		3
انچارج		3		3
ڈی		3		3
سی		3		3
پی		3		3
کی		UNK		UNK
حیثیت		UNK		3
سے		UNK		3
خدمات		3		3
انجام		3		3
دے		any		3
رہے		any		3
تھے		any		3
۔		UNK		3
مسٹر		UNK		3
ونیت		3		3
برج		3		3
لال		3		3
نے		UNK		3
آج		3		3
ان		3		3
سے		UNK		3
اپنے		1		3
عہدے		3		3
کا		UNK		3
جائزہ		3		3
حاصل		3		3
کر		any		UNK
لیا		any		3
۔		UNK		3
ونیت		3		3
برج		3		3
لال		3		3
وئیزاک		3		3
رورل		3		3
کے		UNK		UNK
ایس		3		3
پی		3		3
کی		UNK		3
حیثیت		UNK		3
سے		UNK		3
خدمات		3		3
انجام		3		3
دے		any		3
رہے		any		3
تھے		any		3
۔		UNK		UNK
چینائی		3		3
سوپر		3		3
کنگس		3		3
کے		UNK		3
بولرس		3		3
نے		UNK		3
آج		3		3
بہترین		UNK		3
مظاہرہ		3		3
کرتے		any		3
ہوئے		any		3
دکن		3		3
چارجرس		3		3
کے		UNK		UNK
خلاف		UNK		3
19		UNK		3
رنز		3		3
سے		UNK		UNK
کامیابی		3		3
یقینی		UNK		3
بنائی		any		3
۔		UNK		UNK
سوہال		3		3
نے		UNK		3
24		UNK		3
گیندوں		3		3
مےں		UNK		3
جاریہ		UNK		3
سیزن		3		3
کی		UNK		3
تیزترین		UNK		3
نصف		UNK		3
سنچری		3		3
بنائی		any		3
لیکن		UNK		3
ان		3		3
کے		UNK		3
آوٹ		3		3
ہونے		any		3
کے		UNK		3
بعد		3		3
میچ		3		3
چینائی		3		3
سوپر		3		3
کنگس		3		3
کے		UNK		3
حق		3		3
مےں		UNK		3
چلا		any		3
گیا		any		3
۔		UNK		UNK
مقررہ		UNK		3
20		UNK		3
اوورس		3		3
مےں		UNK		3
165		UNK		3
رنز		3		3
بنانے		any		3
کے		UNK		3
بعد		3		3
ٹیم		3		3
نے		UNK		3
حریف		UNK		3
دکن		3		3
چارجرس		3		3
کو		UNK		3
146		UNK		3
/		UNK		3
8		UNK		3
پر		UNK		3
محدود		UNK		3
کر		any		3
دیا		any		3
۔		UNK		3
سریش		3		3
رائنا		3		3
نے		UNK		3
چینائی		3		3
سوپر		3		3
کنگس		3		3
کے		UNK		UNK
لئے		UNK		3
59		UNK		3
رنز		3		3
بنائے		any		3
جبکہ		UNK		3
البی		3		3
مرکل		3		3
نے		UNK		3
3		UNK		3
وکٹس		3		3
حاصل		3		3
کئے		any		3
۔		UNK		3
کامیابی		3		3
کے		UNK		3
لئے		UNK		3
166		UNK		3
رنز		3		3
کا		UNK		3
تعاقب		3		3
کرتے		any		3
ہوئے		any		3
دفاعی		UNK		3
چمپئین		3		3
دکن		3		3
چارجرس		3		3
نے		UNK		3
اچھی		UNK		3
شروعات		3		3
کی		any		3
لیکن		UNK		3
بعد		3		3
مےں		UNK		3
بیٹسمین		3		3
ناکام		UNK		3
ہو		any		3
۔		UNK		3
اےک		UNK		3
مرحلہ		3		3
پر		UNK		3
دکن		3		3
چارجرس		3		3
کا		UNK		UNK
اسکور		3		3
6.4		UNK		3
اوورس		3		3
مےں		UNK		3
بنا		UNK		3
کسی		3		3
نقصان		3		3
سے		UNK		3
71		UNK		UNK
رنز		3		3
ہو		any		3
گیا		any		3
تھا		3		3
۔		UNK		3
سوہال		3		3
نے		UNK		3
24		UNK		3
گیندوں		3		3
مےں		UNK		3
جاریہ		UNK		3
سیزن		3		3
کی		UNK		3
تیزترین		UNK		3
نصف		UNK		3
سنچری		3		3
بنائی		any		3
لیکن		UNK		3
ان		3		3
کے		UNK		3
آوٹ		3		3
ہونے		any		3
کے		UNK		3
بعد		3		3
میچ		3		3
چینائی		3		3
سوپر		3		3
کنگس		3		3
کے		UNK		3
حق		3		3
مےں		UNK		3
چلا		any		3
گیا		any		3
۔		UNK		UNK
قبل_ازیں		UNK		3
سریش		3		3
رائنا		3		3
کی		UNK		3
نصف		UNK		UNK
سنچری		3		3
اور		UNK		3
مرکل		3		3
کی		UNK		UNK
بہترین		UNK		3
بالنگ		3		3
نے		UNK		3
ٹیم		3		3
کی		UNK		UNK
کامیابی		3		3
کو		UNK		3
یقینی		UNK		3
بنایا		any		3
۔		UNK		3
سریش		3		3
رائنا		3		3
نے		UNK		3
فارم		3		3
مےں		UNK		3
واپس		UNK		3
ہوتے		any		3
ہوئے		any		3
6		UNK		UNK
چوکوں		3		UNK
اور		UNK		3
2		UNK		3
چھکوں		3		3
کی		UNK		3
مدد		3		3
سے		UNK		3
35		UNK		UNK
گیندوں		3		3
مےں		UNK		3
59		UNK		UNK
رنز		3		3
بنائے		any		3
جبکہ		UNK		UNK
مرکل		3		3
نے		UNK		3
3		UNK		3
وکٹس		3		3
حاصل		3		3
کئے		any		3
۔		UNK		3
اس		3		3
کے		UNK		3
علاوہ		UNK		3
انہوں		3		3
نے		UNK		3
چھ		UNK		UNK
گیندوں		3		3
مےں		UNK		3
تین		UNK		3
چھکوں		3		3
کی		UNK		3
مدد		3		3
سے		UNK		3
19		UNK		3
رنز		3		3
بنائے		any		3
۔		UNK		UNK
چینائی		3		3
سوپر		3		3
کنگس		3		3
نے		UNK		3
آخری		UNK		3
پانچ		UNK		3
اوورس		3		3
مےں		UNK		3
69		UNK		3
رنز		3		3
بناتے		any		3
ہوئے		any		3
اسکور		3		3
کو		UNK		UNK
165		UNK		3
تک		UNK		UNK
پہنچا		any		3
دیا		any		3
۔		UNK		UNK
کپتان		3		3
مہیندر		3		3
سنگھ		3		3
دھونی		3		3
نے		UNK		3
21		UNK		UNK
رنز		3		3
بنائے		any		3
۔		UNK		3
آندھراپردیش		3		3
ہائیکورٹ		3		UNK
نے		UNK		3
قبرستان		3		3
چوکھنڈی		3		3
،		UNK		3
شیخ		3		3
پیٹ		3		3
کی		UNK		3
موجودہ		UNK		3
حالت		3		3
کے		UNK		UNK
تعلق		UNK		3
سے		UNK		3
اےک		UNK		3
رپورٹ		3		3
پیش		3		3
کرنے		any		3
کی		UNK		3
سکریٹری		3		3
محکمہ		3		3
اقلیتی		3		3
بہبود		3		3
،		UNK		UNK
اسپیشل		3		3
آفیسر		3		3
مجلس		3		3
بلدیہ		3		3
عظیم_تر		3		3
حیدرآباد		3		3
،		UNK		UNK
چیف		3		3
ایگزیکیٹیو		3		3
آفیسر		3		3
اے		3		3
پی		3		3
اسٹیٹ		3		3
وقف		3		3
بورڈ		3		3
اور		UNK		3
کمشنر		3		3
پولیس		3		3
حیدرآباد		3		3
کو		UNK		3
ہدایت		3		3
دی		any		3
ہے		3		3
NULL		UNK		3
اس		3		3
کے		UNK		3
علاوہ		UNK		3
انہیں		3		3
یہ		3		3
بھی		UNK		3
ہدایت		3		3
دی		any		3
گئی		any		3
ہے		3		3
کہ		UNK		3
وہ		3		3
قبرستان		3		3
چوکھنڈی		3		3
مےں		UNK		3
جوں		UNK		3
کا		UNK		3
توں		UNK		UNK
موقف		3		3
برقرار		UNK		3
رکھنے		any		3
کے		UNK		3
تعلق		UNK		3
سے		UNK		3
عدالت		3		3
کے		UNK		UNK
احکام		3		3
کی		UNK		UNK
پابندی		3		3
کو		UNK		UNK
یقینی		UNK		3
بنائیں		any		3
۔		UNK		3
چیف		3		3
جسٹس		3		3
مسٹر		UNK		3
جسٹس		3		3
نثار		3		3
احمد		3		UNK
کاکرو		3		3
اور		UNK		3
جسٹس		3		3
وی		3		3
وی		3		UNK
افضل		3		3
پورکر		3		3
پر		UNK		3
مشتمل		UNK		3
بنچ		3		3
نے		UNK		UNK
یہ		3		3
ہدایت		3		3
جاری		UNK		3
کی		any		3
۔		UNK		3
تفصیلات		3		3
کے		UNK		3
بموجب		UNK		3
درخواست_گذار		3		3
و		UNK		UNK
صدر		3		3
وقف		3		UNK
پراپرٹیز		3		3
پروٹیکشن		3		3
سوسائیٹی		3		3
جناب		UNK		3
عثمان		3		3
بن		3		3
محمد		3		3
الہاجری		3		3
نے		UNK		3
قبرستان		3		3
چوکھنڈی		3		3
شیخ_پیٹ		3		3
کی		UNK		UNK
بانڈری		3		3
و		UNK		3
قبور		3		3
کو		UNK		3
مسمار		UNK		3
کرتے		any		3
ہوئے		any		3
سڑک		3		3
کی		UNK		3
تعمیر		3		3
کے		UNK		3
خلاف		UNK		3
عدالت		3		3
کا		UNK		3
دروازہ		3		3
کھٹکھٹایا		any		3
تھا		3		3
NULL		UNK		3
جس		3		3
پر		UNK		UNK
عدالت		3		3
کی		UNK		3
جانب		3		3
سے		UNK		3
یہاں		3		3
جوں		UNK		3
کا		UNK		3
توں		UNK		UNK
موقف		3		3
برقرار		UNK		3
رکھنے		any		3
کی		UNK		3
ہدایت		3		3
جاری		UNK		3
کی		any		3
گئی		any		3
تھی		3		3
۔		UNK		3
عدالت		3		3
کی		UNK		3
ہدایت		3		3
کے		UNK		3
باوجود		UNK		3
یہاں		3		3
بلدیہ		3		3
کی		UNK		UNK
جانب		3		3
سے		UNK		3
سوچے		any		3
سمجھے		any		3
منصوبہ		3		3
کے		UNK		UNK
تحت		UNK		3
مذکورہ		UNK		3
سڑک		3		3
کی		UNK		UNK
تعمیر		3		3
کا		UNK		3
کام		3		3
جاری		UNK		3
رکھا		any		3
گیا		any		3
تھا		3		3
۔		UNK		3
رات		3		3
مےں		UNK		3
بھی		UNK		UNK
تعمیری		UNK		3
کام		3		3
جاری		UNK		3
رکھا		any		3
گیا		any		3
اور		UNK		3
راستہ		3		3
کو		UNK		3
عوام		3		3
کے		UNK		3
لئے		UNK		3
کھولنے		any		3
کی		UNK		3
کوشش		3		3
کی		any		3
گئی		any		3
تھی		3		3
۔		UNK		3
اس		3		3
پر		UNK		3
عثمان		3		3
بن		3		3
محمد		3		3
الہاجری		3		3
نے		UNK		3
اےک		UNK		3
درخواست		3		3
ہائیکورٹ		3		3
مےں		UNK		3
داخل		3		3
کرتے		any		3
ہوئے		any		3
استدعا		3		3
کی		any		UNK
تھی		any		3
کہ		UNK		UNK
مذکورہ		UNK		3
قبرستان		3		3
کی		UNK		UNK
حصاربندی		3		3
کرتے		any		3
ہوئے		any		3
اس		3		3
کے		UNK		3
تقدس		3		3
کا		UNK		3
تحفظ		3		3
کیا		any		3
جائے		any		3
۔		UNK		3
عثمان		3		3
الہاجری		3		3
کی		UNK		3
جانب		3		3
سے		UNK		UNK
سید		3		3
کریم		3		3
الدین		3		3
شکیل		3		3
ایڈوکیٹ		3		3
نے		UNK		3
عدالت		3		3
کو		UNK		UNK
تفصیلات		3		3
سے		UNK		UNK
آگاہ		UNK		3
کیا		any		3
NULL		UNK		3
جس		3		3
پر		UNK		3
عدالت		3		3
نے		UNK		3
سخت		UNK		3
نوٹ		3		UNK
لیتے		any		3
ہوئے		any		UNK
گریٹر		3		3
حیدرآباد		3		3
میونسپل		3		3
کارپوریشن		3		3
،		UNK		3
میناریٹی		3		3
ویلفیر		3		3
ڈپاٹمنٹ		3		3
،		UNK		UNK
وقف		3		UNK
بورڈ		3		3
اور		UNK		3
کمشنر		3		3
پولیس		3		3
کو		UNK		3
حکم		3		3
دیا		any		UNK
کہ		UNK		3
وہ		3		3
عدالتی		UNK		3
احکام		3		3
کے		UNK		3
تحت		UNK		3
جوں		UNK		3
کا		UNK		3
توں		UNK		3
موقف		3		3
برقرار		UNK		3
رکھے		any		UNK
جانے		any		3
کو		UNK		3
یقینی		UNK		3
بنائیں		any		3
اور		UNK		3
آئندہ		UNK		3
تاریخ		3		3
سماعت		3		3
تک		UNK		3
عدالت		3		3
مےں		UNK		3
مقام		3		3
مذکور		3		3
کا		UNK		UNK
معائنہ		3		3
کرتے		any		3
ہوئے		any		3
تفصیلی		UNK		3
رپورٹ		3		3
پیش		3		3
کریں		any		3
۔		UNK		3
یہ		3		3
واضح		UNK		3
کرتے		any		3
ہوئے		any		3
کہ		UNK		3
صدر		3		3
بارک		3		3
اوباما		3		3
ہند		3		3
-		UNK		3
امریکہ		3		3
تعلقات		3		3
کو		UNK		UNK
ایشیا		3		3
مےں		UNK		3
امریکہ		3		3
کے		UNK		3
لئے		UNK		3
اہمیت		3		3
کا		UNK		UNK
حامل		3		3
سمجھتے		any		3
ہےں		3		3
وائیٹ		3		UNK
ہاوز		3		3
نے		UNK		3
آج		3		3
کہا		any		3
کہ		UNK		3
امریکہ		3		3
ہندوستان		3		3
کے		UNK		UNK
ساتھ		3		3
اپنے		any		3
تعلقات		3		3
کو		UNK		UNK
مزید		UNK		3
گیرائی		3		3
عطا		3		3
کرنے		any		3
کے		UNK		3
تعلق		UNK		3
سے		UNK		3
پابند		3		3
ہے		3		UNK
اور		UNK		3
وہ		3		UNK
ہندوستان		3		3
کے		UNK		UNK
ساتھ		3		3
اپنی		any		3
ترجیحات		3		3
جاری		UNK		3
رکھےگا		3		3
۔		UNK		3
وائیٹ		3		3
ہاوز		3		3
کے		UNK		3
پریس		3		3
سکریٹری		3		3
مسٹر		UNK		3
جے		3		3
کارنی		3		3
نے		UNK		3
پی		3		3
ٹی		3		3
آئی		3		3
سے		UNK		3
بات_چیت		3		3
کرتے		any		3
ہوئے		any		3
کہا		any		3
کہ		UNK		UNK
صدر		3		UNK
اوباما		3		3
ہندوستانی		UNK		3
عوام		3		3
کا		UNK		3
احترام		3		3
کرتے		any		UNK
ہےں		3h		3
اور		UNK		3
وزیر		3		3
اعظم		3		3
منموہن		3		3
سنگھ		3		3
کے		UNK		UNK
ساتھ		3		3
قریبی		UNK		3
شراکت		3		3
رکھتے		3h		3
ہےں		3h		3
NULL		UNK		3
وہ		3		3
اس		3		3
تعلق		3		3
کو		UNK		UNK
ایشیا		3		3
مےں		UNK		3
امریکہ		3		3
کی		UNK		UNK
کوششوں		3		3
اور		UNK		3
21		UNK		3
ویں		UNK		3
صدی		3		3
کے		UNK		3
وعدوں		3		3
کے		UNK		3
لئے		UNK		3
کافی		UNK		3
اہم		UNK		3
سمجھتے		any		3
ہیں		3h		3
۔		UNK		3
مسٹر		UNK		3
کارنی		3		3
کا		UNK		3
بیان		3		3
اس		3		3
بات		3		3
کو		UNK		3
ظاہر		3		3
کرتا		any		3
ہے		3		3
کہ		UNK		3
ہندوستان		3		3
کے		UNK		UNK
ساتھ		3		3
تعلقات		3		3
کو		UNK		UNK
مستحکم		3		3
کرنے		any		UNK
مےں		UNK		3
اوباما		3		3
انتظامیہ		3		3
کے		UNK		UNK
عزائم		3		3
مےں		UNK		3
کسی		3		3
طرح		3		3
کی		UNK		UNK
تبدیلی		3		3
نہیں		UNK		3
آئی		any		3
ہے		3		3
۔		UNK		3
حالانکہ		UNK		3
ہندوستان		3		3
نے		UNK		UNK
دو		UNK		3
امریکی		UNK		3
کمپنیوں		3		3
بوئنگ		3		3
اور		UNK		3
لوک		3		3
ہیڈ		3		3
مارٹن		3		3
کو		UNK		UNK
126		UNK		3
لڑاکا		3		3
طیارے		3		3
حاصل		3		3
کرنے		any		3
کی		UNK		UNK
معاملت		3		3
سے		UNK		3
خارج		UNK		3
کر		any		3
دیا		any		3
ہے		3		3
۔		UNK		3
امریکی		UNK		3
محکمہ		3		3
دفاع		3		3
پنٹگان		3		3
اور		UNK		3
امریکی		UNK		3
سفیر		3		3
برائے		UNK		3
ہند		3		3
مسٹر		UNK		3
ٹموتھی		3		3
ریومر		3		3
نے		UNK		3
ہندوستان		3		3
کے		UNK		UNK
اس		3		3
فیصلہ		3		3
پر		UNK		UNK
مایوسی		3		3
کا		UNK		3
اظہار		3		3
کیا		any		UNK
ہے		3		3
۔		UNK		3
مسٹر		UNK		3
کارنی		3		3
نے		UNK		3
کہا		any		3
کہ		UNK		3
مسٹر		UNK		3
ریومر		3		3
کی		UNK		3
دو		UNK		3
سالہ		UNK		3
معیاد		3		3
کے		UNK		3
دوران		3		3
اوباما		3		3
نے		UNK		3
ہندوستان		3		3
کے		UNK		UNK
ساتھ		3		3
تعلقات		3		3
کو		UNK		UNK
کافی		UNK		3
آگے		3		3
بڑھایا		any		3
ہے		3		3
اور		UNK		3
یہ		3		UNK
تعلقات		3		3
ہمیشہ		UNK		3
امریکہ		3		3
کی		UNK		UNK
ترجیح		3		3
رہے		any		3
ہیں		3		3
